Occupation Field,Municipality,Skill,Count
"Hotell, restaurang, storhushåll",Katrineholm,svenska,8
"Hotell, restaurang, storhushåll",Katrineholm,körkort,5
"Hotell, restaurang, storhushåll",Katrineholm,servering,4
"Hotell, restaurang, storhushåll",Katrineholm,engelska,3
"Hotell, restaurang, storhushåll",Katrineholm,livsmedel,3
"Hotell, restaurang, storhushåll",Katrineholm,kassavana,3
"Hotell, restaurang, storhushåll",Katrineholm,miljö,3
"Hotell, restaurang, storhushåll",Katrineholm,restaurang,3
"Hotell, restaurang, storhushåll",Katrineholm,försäljning,3
Sanering och renhållning,Botkyrka,barn,12
Sanering och renhållning,Botkyrka,barnpassning,11
Sanering och renhållning,Botkyrka,förskola,10
Sanering och renhållning,Botkyrka,svenska,9
Sanering och renhållning,Botkyrka,körkort,8
Sanering och renhållning,Botkyrka,barnomsorg,8
Sanering och renhållning,Botkyrka,microsoft office,5
Sanering och renhållning,Botkyrka,arbetslivserfarenhet,5
Sanering och renhållning,Botkyrka,bilen,4
Sanering och renhållning,Botkyrka,städning,4
"Installation, drift, underhåll",Sävsjö,truckkörning,5
"Installation, drift, underhåll",Sävsjö,truckvana,3
"Installation, drift, underhåll",Sävsjö,fordon,3
"Installation, drift, underhåll",Sävsjö,bildelar,3
"Installation, drift, underhåll",Sävsjö,motorer,3
"Installation, drift, underhåll",Sävsjö,svenska,3
"Installation, drift, underhåll",Sävsjö,fordonsutbildning,3
"Installation, drift, underhåll",Sävsjö,slakt,2
"Installation, drift, underhåll",Sävsjö,hydraulik,2
"Installation, drift, underhåll",Sävsjö,packning,2
Industriell tillverkning,Västervik,databas,11
Industriell tillverkning,Västervik,svenska,10
Industriell tillverkning,Västervik,montering,7
Industriell tillverkning,Västervik,tillverkning,5
Industriell tillverkning,Västervik,extraarbete,4
Industriell tillverkning,Västervik,truckkort,4
Industriell tillverkning,Västervik,material,3
Industriell tillverkning,Västervik,industri,3
Industriell tillverkning,Västervik,plastprodukter,3
Industriell tillverkning,Västervik,traverskort,3
Tekniskt arbete,Sundsvall,svenska,156
Tekniskt arbete,Sundsvall,engelska,143
Tekniskt arbete,Sundsvall,körkort,125
Tekniskt arbete,Sundsvall,arbetslivserfarenhet,63
Tekniskt arbete,Sundsvall,resor,50
Tekniskt arbete,Sundsvall,teknik,45
Tekniskt arbete,Sundsvall,el,40
Tekniskt arbete,Sundsvall,automation,40
Tekniskt arbete,Sundsvall,anläggning,37
Tekniskt arbete,Sundsvall,microsoft office,33
Chefer och verksamhetsledare,Överkalix,ekonomi,7
Chefer och verksamhetsledare,Överkalix,budgetansvar,6
Chefer och verksamhetsledare,Överkalix,resor,6
Chefer och verksamhetsledare,Överkalix,körkort,6
Chefer och verksamhetsledare,Överkalix,sjukvård,5
Chefer och verksamhetsledare,Överkalix,styrdokument,5
Chefer och verksamhetsledare,Överkalix,omsorg,4
Chefer och verksamhetsledare,Överkalix,insatser,4
Chefer och verksamhetsledare,Överkalix,arbetsmiljöansvar,4
Chefer och verksamhetsledare,Överkalix,arbetsledning,3
Tekniskt arbete,Fagersta,svenska,20
Tekniskt arbete,Fagersta,engelska,19
Tekniskt arbete,Fagersta,material,10
Tekniskt arbete,Fagersta,rock,10
Tekniskt arbete,Fagersta,its,10
Tekniskt arbete,Fagersta,data,8
Tekniskt arbete,Fagersta,excel,8
Tekniskt arbete,Fagersta,office 365,8
Tekniskt arbete,Fagersta,kontaktuppgifter,8
Tekniskt arbete,Fagersta,industri,8
"Hotell, restaurang, storhushåll",Säter,kassaarbete,14
"Hotell, restaurang, storhushåll",Säter,regler,14
"Hotell, restaurang, storhushåll",Säter,dokumentation,14
"Hotell, restaurang, storhushåll",Säter,körkort,14
"Hotell, restaurang, storhushåll",Säter,teknik,14
"Hotell, restaurang, storhushåll",Säter,konflikthantering,14
"Hotell, restaurang, storhushåll",Säter,mat,8
"Hotell, restaurang, storhushåll",Säter,restaurang,8
"Hotell, restaurang, storhushåll",Säter,matlagning,6
"Hotell, restaurang, storhushåll",Säter,baka pizza,5
Naturbruk,Nacka,svenska,13
Naturbruk,Nacka,körkort,12
Naturbruk,Nacka,trädgård,8
Naturbruk,Nacka,planter,6
Naturbruk,Nacka,trimning,6
Naturbruk,Nacka,gräsklippning,5
Naturbruk,Nacka,engelska,4
Naturbruk,Nacka,god fysik,3
Naturbruk,Nacka,skötsel,3
Naturbruk,Nacka,samverkan,3
Industriell tillverkning,Botkyrka,svenska,12
Industriell tillverkning,Botkyrka,datorvana,8
Industriell tillverkning,Botkyrka,montering,8
Industriell tillverkning,Botkyrka,tvätt,7
Industriell tillverkning,Botkyrka,arbetslivserfarenhet,7
Industriell tillverkning,Botkyrka,körkort,6
Industriell tillverkning,Botkyrka,sortering,6
Industriell tillverkning,Botkyrka,fräsning,6
Industriell tillverkning,Botkyrka,programmering,6
Industriell tillverkning,Botkyrka,cnc,6
"Installation, drift, underhåll",Boxholm,körkort,11
"Installation, drift, underhåll",Boxholm,datorvana,7
"Installation, drift, underhåll",Boxholm,el,7
"Installation, drift, underhåll",Boxholm,mekanik,6
"Installation, drift, underhåll",Boxholm,engelska,6
"Installation, drift, underhåll",Boxholm,service och underhåll,6
"Installation, drift, underhåll",Boxholm,svetsning,6
"Installation, drift, underhåll",Boxholm,hydraulik,5
"Installation, drift, underhåll",Boxholm,konstruktion,5
"Installation, drift, underhåll",Boxholm,reparation,5
Säkerhetsarbete,Boden,fordon,4
Säkerhetsarbete,Boden,körkort,4
Säkerhetsarbete,Boden,tester,3
Säkerhetsarbete,Boden,grundutbildning,3
Säkerhetsarbete,Boden,registerkontroll,3
Säkerhetsarbete,Boden,sjukhus,2
Säkerhetsarbete,Boden,terminering,2
Säkerhetsarbete,Boden,brandmannautbildning,2
Säkerhetsarbete,Boden,motorsågskörkort,2
Säkerhetsarbete,Boden,vårdutbildning,2
Industriell tillverkning,Mark,bilen,7
Industriell tillverkning,Mark,lackering,6
Industriell tillverkning,Mark,glasfiber,3
Industriell tillverkning,Mark,körkort,3
Industriell tillverkning,Mark,svenska,3
Industriell tillverkning,Mark,montering,3
Industriell tillverkning,Mark,kolfiber,2
Industriell tillverkning,Mark,plast,2
Industriell tillverkning,Mark,lackeringserfarenhet,2
Industriell tillverkning,Mark,uppbyggnad,2
"Försäljning, inköp, marknadsföring",Bollnäs,körkort,22
"Försäljning, inköp, marknadsföring",Bollnäs,försäljning,20
"Försäljning, inköp, marknadsföring",Bollnäs,svenska,20
"Försäljning, inköp, marknadsföring",Bollnäs,egen bil,18
"Försäljning, inköp, marknadsföring",Bollnäs,säljerfarenhet,13
"Försäljning, inköp, marknadsföring",Bollnäs,engelska,8
"Försäljning, inköp, marknadsföring",Bollnäs,energi,8
"Försäljning, inköp, marknadsföring",Bollnäs,rengöring,6
"Försäljning, inköp, marknadsföring",Bollnäs,luftrening,6
"Försäljning, inköp, marknadsföring",Bollnäs,rengöringssystem,6
"Hotell, restaurang, storhushåll",Karlskoga,kök,10
"Hotell, restaurang, storhushåll",Karlskoga,handledning,6
"Hotell, restaurang, storhushåll",Karlskoga,personuppgifter,6
"Hotell, restaurang, storhushåll",Karlskoga,svenska,6
"Hotell, restaurang, storhushåll",Karlskoga,matlagning,6
"Hotell, restaurang, storhushåll",Karlskoga,restaurang,6
"Hotell, restaurang, storhushåll",Karlskoga,ledarskap,6
"Hotell, restaurang, storhushåll",Karlskoga,hamburgare,4
"Hotell, restaurang, storhushåll",Karlskoga,städning,4
"Hotell, restaurang, storhushåll",Karlskoga,mat,4
"Försäljning, inköp, marknadsföring",Västerås,svenska,392
"Försäljning, inköp, marknadsföring",Västerås,försäljning,390
"Försäljning, inköp, marknadsföring",Västerås,körkort,192
"Försäljning, inköp, marknadsföring",Västerås,engelska,182
"Försäljning, inköp, marknadsföring",Västerås,butik,102
"Försäljning, inköp, marknadsföring",Västerås,egen bil,74
"Försäljning, inköp, marknadsföring",Västerås,kundservice,73
"Försäljning, inköp, marknadsföring",Västerås,säljteam,72
"Försäljning, inköp, marknadsföring",Västerås,gymnasieutbildning,65
"Försäljning, inköp, marknadsföring",Västerås,personlig utveckling,62
"Hotell, restaurang, storhushåll",Västervik,mat,29
"Hotell, restaurang, storhushåll",Västervik,svenska,25
"Hotell, restaurang, storhushåll",Västervik,engelska,20
"Hotell, restaurang, storhushåll",Västervik,restaurang,20
"Hotell, restaurang, storhushåll",Västervik,beställningar,9
"Hotell, restaurang, storhushåll",Västervik,servering,9
"Hotell, restaurang, storhushåll",Västervik,dryck,8
"Hotell, restaurang, storhushåll",Västervik,kök,8
"Hotell, restaurang, storhushåll",Västervik,matlagning,7
"Hotell, restaurang, storhushåll",Västervik,à la carte,7
Naturbruk,Stockholm,körkort,179
Naturbruk,Stockholm,svenska,112
Naturbruk,Stockholm,skötsel,74
Naturbruk,Stockholm,trädgårdsarbete,64
Naturbruk,Stockholm,ogräsrensning,61
Naturbruk,Stockholm,trädgårdsskötsel,60
Naturbruk,Stockholm,gräsklippning,55
Naturbruk,Stockholm,beskärning,52
Naturbruk,Stockholm,trädgård,52
Naturbruk,Stockholm,engelska,47
Socialt arbete,Värnamo,barn,47
Socialt arbete,Värnamo,körkort,45
Socialt arbete,Värnamo,dokumentation,38
Socialt arbete,Värnamo,sjukvård,31
Socialt arbete,Värnamo,ungdomar,31
Socialt arbete,Värnamo,hälsoarbete,25
Socialt arbete,Värnamo,administration,24
Socialt arbete,Värnamo,genomförandeplaner,24
Socialt arbete,Värnamo,stödinsatser,24
Socialt arbete,Värnamo,data,23
Transport,Falkenberg,truckkort,43
Transport,Falkenberg,körkort,40
Transport,Falkenberg,svenska,39
Transport,Falkenberg,lager,39
Transport,Falkenberg,datorvana,28
Transport,Falkenberg,truckkörning,23
Transport,Falkenberg,ykb,20
Transport,Falkenberg,rekryteringsbranschen,19
Transport,Falkenberg,c-körkort,16
Transport,Falkenberg,truck,13
"Administration, ekonomi, juridik",Kalmar,svenska,202
"Administration, ekonomi, juridik",Kalmar,engelska,148
"Administration, ekonomi, juridik",Kalmar,ekonomi,80
"Administration, ekonomi, juridik",Kalmar,microsoft office,77
"Administration, ekonomi, juridik",Kalmar,körkort,73
"Administration, ekonomi, juridik",Kalmar,excel,56
"Administration, ekonomi, juridik",Kalmar,rekryteringstjänster,55
"Administration, ekonomi, juridik",Kalmar,högskoleutbildning,52
"Administration, ekonomi, juridik",Kalmar,arbetslivserfarenhet,51
"Administration, ekonomi, juridik",Kalmar,redovisning,47
Hälso- och sjukvård,Varberg,sjukvård,98
Hälso- och sjukvård,Varberg,körkort,85
Hälso- och sjukvård,Varberg,äldreboende,77
Hälso- och sjukvård,Varberg,svenska,64
Hälso- och sjukvård,Varberg,omsorg,63
Hälso- och sjukvård,Varberg,hemtjänst,46
Hälso- och sjukvård,Varberg,omvårdnadsarbete,38
Hälso- och sjukvård,Varberg,datorvana,36
Hälso- och sjukvård,Varberg,omvårdnad,35
Hälso- och sjukvård,Varberg,äldreomsorg,31
Pedagogiskt arbete,Vänersborg,undervisning,58
Pedagogiskt arbete,Vänersborg,barn,45
Pedagogiskt arbete,Vänersborg,fritidshem,14
Pedagogiskt arbete,Vänersborg,musik,13
Pedagogiskt arbete,Vänersborg,svenska,13
Pedagogiskt arbete,Vänersborg,engelska,13
Pedagogiskt arbete,Vänersborg,idrott,12
Pedagogiskt arbete,Vänersborg,slöjd,10
Pedagogiskt arbete,Vänersborg,matematik,10
Pedagogiskt arbete,Vänersborg,coachning,10
Bygg och anläggning,Järfälla,körkort,21
Bygg och anläggning,Järfälla,svenska,19
Bygg och anläggning,Järfälla,engelska,11
Bygg och anläggning,Järfälla,rivning,10
Bygg och anläggning,Järfälla,rekrytering,8
Bygg och anläggning,Järfälla,ryska,7
Bygg och anläggning,Järfälla,yrkesbevis,7
Bygg och anläggning,Järfälla,tunga lyft,7
Bygg och anläggning,Järfälla,fysik,7
Bygg och anläggning,Järfälla,arbetslivserfarenhet,6
Pedagogiskt arbete,Tidaholm,lärarexamen,14
Pedagogiskt arbete,Tidaholm,barn,11
Pedagogiskt arbete,Tidaholm,undervisning,11
Pedagogiskt arbete,Tidaholm,styrdokument,10
Pedagogiskt arbete,Tidaholm,ungdomar,10
Pedagogiskt arbete,Tidaholm,samverkan,7
Pedagogiskt arbete,Tidaholm,förskollärarlegitimation,7
Pedagogiskt arbete,Tidaholm,svenska,6
Pedagogiskt arbete,Tidaholm,matematik,5
Pedagogiskt arbete,Tidaholm,musik,4
"Installation, drift, underhåll",Karlskrona,körkort,216
"Installation, drift, underhåll",Karlskrona,el,134
"Installation, drift, underhåll",Karlskrona,reparation,93
"Installation, drift, underhåll",Karlskrona,liftkort,86
"Installation, drift, underhåll",Karlskrona,felsökning,84
"Installation, drift, underhåll",Karlskrona,engelska,70
"Installation, drift, underhåll",Karlskrona,svenska,68
"Installation, drift, underhåll",Karlskrona,installation,67
"Installation, drift, underhåll",Karlskrona,datorvana,64
"Installation, drift, underhåll",Karlskrona,hydraulik,57
Hälso- och sjukvård,Ljungby,sjukvård,18
Hälso- och sjukvård,Ljungby,körkort,17
Hälso- och sjukvård,Ljungby,datorvana,14
Hälso- och sjukvård,Ljungby,svenska,11
Hälso- och sjukvård,Ljungby,kvällstjänstgöring,9
Hälso- och sjukvård,Ljungby,äldreomsorg,8
Hälso- och sjukvård,Ljungby,hemtjänst,7
Hälso- och sjukvård,Ljungby,äldreboende,5
Hälso- och sjukvård,Ljungby,omsorg,5
Hälso- och sjukvård,Ljungby,rekrytering,5
"Administration, ekonomi, juridik",Salem,svenska,9
"Administration, ekonomi, juridik",Salem,administrativa uppgifter,6
"Administration, ekonomi, juridik",Salem,högskoleutbildning,5
"Administration, ekonomi, juridik",Salem,fakturering,5
"Administration, ekonomi, juridik",Salem,administration,5
"Administration, ekonomi, juridik",Salem,datorvana,5
"Administration, ekonomi, juridik",Salem,ekonomi,5
"Administration, ekonomi, juridik",Salem,gymnasiet,4
"Administration, ekonomi, juridik",Salem,agresso,3
"Administration, ekonomi, juridik",Salem,offentlig förvaltning,3
Hälso- och sjukvård,Haninge,svenska,117
Hälso- och sjukvård,Haninge,sjukvård,113
Hälso- och sjukvård,Haninge,körkort,96
Hälso- och sjukvård,Haninge,behandling,46
Hälso- och sjukvård,Haninge,asih,45
Hälso- och sjukvård,Haninge,palliativ vård,41
Hälso- och sjukvård,Haninge,äldreomsorg,38
Hälso- och sjukvård,Haninge,hemsjukvård,32
Hälso- och sjukvård,Haninge,specialistutbildning,31
Hälso- och sjukvård,Haninge,dokumentation,29
"Administration, ekonomi, juridik",Vårgårda,svenska,30
"Administration, ekonomi, juridik",Vårgårda,engelska,23
"Administration, ekonomi, juridik",Vårgårda,ekonomi,13
"Administration, ekonomi, juridik",Vårgårda,redovisning,13
"Administration, ekonomi, juridik",Vårgårda,excel,12
"Administration, ekonomi, juridik",Vårgårda,affärssystem,9
"Administration, ekonomi, juridik",Vårgårda,produktionscontrolling,8
"Administration, ekonomi, juridik",Vårgårda,produktkalkylering,8
"Administration, ekonomi, juridik",Vårgårda,akademisk examen,8
"Administration, ekonomi, juridik",Vårgårda,administrativa uppgifter,8
Hälso- och sjukvård,Hässleholm,svenska,94
Hälso- och sjukvård,Hässleholm,sjukvård,92
Hälso- och sjukvård,Hässleholm,datorvana,76
Hälso- och sjukvård,Hässleholm,dokumentation,74
Hälso- och sjukvård,Hässleholm,körkort,58
Hälso- och sjukvård,Hässleholm,äldreomsorg,41
Hälso- och sjukvård,Hässleholm,undersköterskeutbildning,38
Hälso- och sjukvård,Hässleholm,miljö,35
Hälso- och sjukvård,Hässleholm,omsorg,31
Hälso- och sjukvård,Hässleholm,handledning,24
Hälso- och sjukvård,Kalix,svenska,15
Hälso- och sjukvård,Kalix,sjukvård,13
Hälso- och sjukvård,Kalix,omvårdnad,11
Hälso- och sjukvård,Kalix,insatser,9
Hälso- och sjukvård,Kalix,socialförvaltningen,9
Hälso- och sjukvård,Kalix,dokumentation,8
Hälso- och sjukvård,Kalix,omsorg,6
Hälso- och sjukvård,Kalix,meänkieli,5
Hälso- och sjukvård,Kalix,förvaltning,5
Hälso- och sjukvård,Kalix,serviceinsatser,4
Hälso- och sjukvård,Habo,äldreboende,12
Hälso- och sjukvård,Habo,körkort,8
Hälso- och sjukvård,Habo,sjukvård,7
Hälso- och sjukvård,Habo,insatser,6
Hälso- och sjukvård,Habo,hemtjänst,6
Hälso- och sjukvård,Habo,äldreomsorg,5
Hälso- och sjukvård,Habo,svenska,5
Hälso- och sjukvård,Habo,hemsjukvård,4
Hälso- och sjukvård,Habo,särskilt boende,4
Hälso- och sjukvård,Habo,specialistutbildning,3
Transport,Karlskrona,truckkort,73
Transport,Karlskrona,körkort,64
Transport,Karlskrona,lager,53
Transport,Karlskrona,truckkörning,46
Transport,Karlskrona,packning,26
Transport,Karlskrona,datorvana,25
Transport,Karlskrona,ykb,24
Transport,Karlskrona,transport,23
Transport,Karlskrona,svenska,22
Transport,Karlskrona,registerkontroll,19
Socialt arbete,Lidköping,barn,26
Socialt arbete,Lidköping,förskolemiljö,23
Socialt arbete,Lidköping,körkort,22
Socialt arbete,Lidköping,verktyg,21
Socialt arbete,Lidköping,ungdomar,18
Socialt arbete,Lidköping,svenska,12
Socialt arbete,Lidköping,sjukvård,11
Socialt arbete,Lidköping,högskoleutbildning,11
Socialt arbete,Lidköping,dokumentation,10
Socialt arbete,Lidköping,insatser,10
Kropps- och skönhetsvård,Borås,hudvård,7
Kropps- och skönhetsvård,Borås,svenska,6
Kropps- och skönhetsvård,Borås,behandling,6
Kropps- och skönhetsvård,Borås,trådning,4
Kropps- och skönhetsvård,Borås,rakning,4
Kropps- och skönhetsvård,Borås,arabiska,4
Kropps- och skönhetsvård,Borås,nagelförlängning,3
Kropps- och skönhetsvård,Borås,manikyr,3
Kropps- och skönhetsvård,Borås,spabehandlingar,3
Kropps- och skönhetsvård,Borås,laserbehandlingar,3
Industriell tillverkning,Karlskoga,svenska,13
Industriell tillverkning,Karlskoga,körkort,12
Industriell tillverkning,Karlskoga,engelska,10
Industriell tillverkning,Karlskoga,industri,8
Industriell tillverkning,Karlskoga,ritningsläsning,8
Industriell tillverkning,Karlskoga,problemlösning,7
Industriell tillverkning,Karlskoga,förbättringsarbete,5
Industriell tillverkning,Karlskoga,packning,5
Industriell tillverkning,Karlskoga,datorvana,5
Industriell tillverkning,Karlskoga,läsa ritningar,4
"Försäljning, inköp, marknadsföring",Järfälla,försäljning,177
"Försäljning, inköp, marknadsföring",Järfälla,svenska,129
"Försäljning, inköp, marknadsföring",Järfälla,butik,118
"Försäljning, inköp, marknadsföring",Järfälla,engelska,107
"Försäljning, inköp, marknadsföring",Järfälla,kundtjänst,68
"Försäljning, inköp, marknadsföring",Järfälla,körkort,59
"Försäljning, inköp, marknadsföring",Järfälla,nätverk,52
"Försäljning, inköp, marknadsföring",Järfälla,reklamationsfrågor,42
"Försäljning, inköp, marknadsföring",Järfälla,orderfrågor,42
"Försäljning, inköp, marknadsföring",Järfälla,energi,39
Industriell tillverkning,Kristianstad,ritningsläsning,83
Industriell tillverkning,Kristianstad,körkort,75
Industriell tillverkning,Kristianstad,material,70
Industriell tillverkning,Kristianstad,montering,66
Industriell tillverkning,Kristianstad,truckkort,63
Industriell tillverkning,Kristianstad,svetsning,63
Industriell tillverkning,Kristianstad,industri,57
Industriell tillverkning,Kristianstad,svenska,55
Industriell tillverkning,Kristianstad,svarvning,42
Industriell tillverkning,Kristianstad,programmering,42
Pedagogiskt arbete,Lerum,barn,70
Pedagogiskt arbete,Lerum,undervisning,49
Pedagogiskt arbete,Lerum,styrdokument,35
Pedagogiskt arbete,Lerum,gymnastik,33
Pedagogiskt arbete,Lerum,förskola,31
Pedagogiskt arbete,Lerum,svenska,29
Pedagogiskt arbete,Lerum,coachning,29
Pedagogiskt arbete,Lerum,idrott,28
Pedagogiskt arbete,Lerum,fotboll,27
Pedagogiskt arbete,Lerum,forskning,22
Transport,Värnamo,truckkörning,47
Transport,Värnamo,svenska,40
Transport,Värnamo,truckkort,39
Transport,Värnamo,lager,33
Transport,Värnamo,körkort,24
Transport,Värnamo,hälsa,21
Transport,Värnamo,utleveranser,20
Transport,Värnamo,packning,19
Transport,Värnamo,motviktstruck,17
Transport,Värnamo,inleveranser,15
Transport,Karlsborg,svenska,4
Transport,Karlsborg,engelska,3
Transport,Karlsborg,adr,3
Transport,Karlsborg,lager,3
Transport,Karlsborg,körkort,3
Transport,Karlsborg,registerkontroll,3
Transport,Karlsborg,gymnasieutbildning,3
Transport,Karlsborg,logistik,2
Transport,Karlsborg,microsoft office,2
Transport,Karlsborg,mottagning,2
"Försäljning, inköp, marknadsföring",Karlskoga,svenska,135
"Försäljning, inköp, marknadsföring",Karlskoga,försäljning,65
"Försäljning, inköp, marknadsföring",Karlskoga,engelska,47
"Försäljning, inköp, marknadsföring",Karlskoga,körkort,44
"Försäljning, inköp, marknadsföring",Karlskoga,kundrelationer,43
"Försäljning, inköp, marknadsföring",Karlskoga,personlig utveckling,36
"Försäljning, inköp, marknadsföring",Karlskoga,inköp,26
"Försäljning, inköp, marknadsföring",Karlskoga,rekryteringsbranschen,23
"Försäljning, inköp, marknadsföring",Karlskoga,offerter,21
"Försäljning, inköp, marknadsföring",Karlskoga,säljerfarenhet,20
"Administration, ekonomi, juridik",Uddevalla,svenska,39
"Administration, ekonomi, juridik",Uddevalla,engelska,24
"Administration, ekonomi, juridik",Uddevalla,ekonomi,20
"Administration, ekonomi, juridik",Uddevalla,körkort,19
"Administration, ekonomi, juridik",Uddevalla,administrativa uppgifter,18
"Administration, ekonomi, juridik",Uddevalla,administration,16
"Administration, ekonomi, juridik",Uddevalla,arbetslivserfarenhet,15
"Administration, ekonomi, juridik",Uddevalla,microsoft office,15
"Administration, ekonomi, juridik",Uddevalla,högskoleutbildning,13
"Administration, ekonomi, juridik",Uddevalla,redovisning,13
Bygg och anläggning,Uddevalla,svenska,52
Bygg och anläggning,Uddevalla,körkort,46
Bygg och anläggning,Uddevalla,engelska,37
Bygg och anläggning,Uddevalla,projektering,31
Bygg och anläggning,Uddevalla,anläggning,26
Bygg och anläggning,Uddevalla,projektledning,24
Bygg och anläggning,Uddevalla,högskoleutbildning,22
Bygg och anläggning,Uddevalla,upphandling,20
Bygg och anläggning,Uddevalla,anläggningsprojekt,16
Bygg och anläggning,Uddevalla,rekryteringsföretag,16
Naturbruk,Enköping,körkort,9
Naturbruk,Enköping,skötsel,7
Naturbruk,Enköping,maskinvana,4
Naturbruk,Enköping,djur,4
Naturbruk,Enköping,hälsa,4
Naturbruk,Enköping,planter,3
Naturbruk,Enköping,byggnation,3
Naturbruk,Enköping,gräsklippning,3
Naturbruk,Enköping,motorsågskörkort,3
Naturbruk,Enköping,medicinering,3
"Hotell, restaurang, storhushåll",Simrishamn,mat,12
"Hotell, restaurang, storhushåll",Simrishamn,svenska,7
"Hotell, restaurang, storhushåll",Simrishamn,restaurang,6
"Hotell, restaurang, storhushåll",Simrishamn,matlagning,5
"Hotell, restaurang, storhushåll",Simrishamn,diska,5
"Hotell, restaurang, storhushåll",Simrishamn,dryck,5
"Hotell, restaurang, storhushåll",Simrishamn,städning,4
"Hotell, restaurang, storhushåll",Simrishamn,engelska,4
"Hotell, restaurang, storhushåll",Simrishamn,restaurangbranschen,4
"Hotell, restaurang, storhushåll",Simrishamn,sortiment,3
Naturbruk,Årjäng,körkort,3
Naturbruk,Årjäng,kommunikation,1
Naturbruk,Årjäng,naturvård,1
Naturbruk,Årjäng,vindskydd,1
Naturbruk,Årjäng,reparation,1
"Försäljning, inköp, marknadsföring",Hagfors,egen bil,11
"Försäljning, inköp, marknadsföring",Hagfors,körkort,11
"Försäljning, inköp, marknadsföring",Hagfors,försäljning,7
"Försäljning, inköp, marknadsföring",Hagfors,säljerfarenhet,7
"Försäljning, inköp, marknadsföring",Hagfors,butik,6
"Försäljning, inköp, marknadsföring",Hagfors,dryck,5
"Försäljning, inköp, marknadsföring",Hagfors,kassaarbete,5
"Försäljning, inköp, marknadsföring",Hagfors,varuplock,5
"Försäljning, inköp, marknadsföring",Hagfors,påfyllning,4
"Försäljning, inköp, marknadsföring",Hagfors,butiksstädning,3
Naturbruk,Rättvik,körkort,2
Naturbruk,Rättvik,planter,1
Naturbruk,Rättvik,engelska,1
Naturbruk,Rättvik,blommor,1
Naturbruk,Rättvik,trädgårdsarbete,1
Naturbruk,Rättvik,sår,1
Naturbruk,Rättvik,växter,1
Naturbruk,Rättvik,skogsarbete,1
Naturbruk,Rättvik,häckklippning,1
Naturbruk,Rättvik,gräsklippning,1
"Installation, drift, underhåll",Timrå,körkort,4
"Installation, drift, underhåll",Timrå,reparation,4
"Installation, drift, underhåll",Timrå,mekanik,3
"Installation, drift, underhåll",Timrå,fordonsteknik,3
"Installation, drift, underhåll",Timrå,engelska,2
"Installation, drift, underhåll",Timrå,kundservice,2
"Installation, drift, underhåll",Timrå,personbilar,2
"Installation, drift, underhåll",Timrå,nyheter,1
"Installation, drift, underhåll",Timrå,hydraulik,1
"Installation, drift, underhåll",Timrå,datorer,1
Bygg och anläggning,Åsele,ce-körkort,5
Bygg och anläggning,Åsele,ebr,5
Bygg och anläggning,Åsele,yrkesbevis,5
Bygg och anläggning,Åsele,esa,5
Bygg och anläggning,Åsele,ykb,4
Bygg och anläggning,Åsele,resor,2
Bygg och anläggning,Åsele,bygglagen,2
Bygg och anläggning,Åsele,byggteknik,2
Bygg och anläggning,Åsele,handläggning,2
Bygg och anläggning,Åsele,myndigheter,2
Industriell tillverkning,Berg,licens,1
Industriell tillverkning,Berg,rörtråd,1
Industriell tillverkning,Berg,pinnsvets,1
Industriell tillverkning,Berg,mätteknik,1
Industriell tillverkning,Berg,ritningsläsning,1
Industriell tillverkning,Berg,svetsmetoder,1
Industriell tillverkning,Berg,rengöring,1
Industriell tillverkning,Berg,fisk,1
Industriell tillverkning,Sundsvall,hälsa,147
Industriell tillverkning,Sundsvall,ritningsläsning,115
Industriell tillverkning,Sundsvall,körkort,98
Industriell tillverkning,Sundsvall,montering,63
Industriell tillverkning,Sundsvall,svetsning,58
Industriell tillverkning,Sundsvall,truckkort,37
Industriell tillverkning,Sundsvall,god fysik,31
Industriell tillverkning,Sundsvall,höjder,31
Industriell tillverkning,Sundsvall,verkstad,31
Industriell tillverkning,Sundsvall,hantverkarutbildning,30
Hälso- och sjukvård,Tierp,sjukvård,75
Hälso- och sjukvård,Tierp,körkort,73
Hälso- och sjukvård,Tierp,omsorg,68
Hälso- och sjukvård,Tierp,finska,61
Hälso- och sjukvård,Tierp,barnomsorg,56
Hälso- och sjukvård,Tierp,äldreomsorg,36
Hälso- och sjukvård,Tierp,rehabilitering,31
Hälso- och sjukvård,Tierp,hemsjukvård,26
Hälso- och sjukvård,Tierp,hemtjänst,25
Hälso- och sjukvård,Tierp,svenska,25
Chefer och verksamhetsledare,Eslöv,ledarskap,10
Chefer och verksamhetsledare,Eslöv,arbetsmiljö,8
Chefer och verksamhetsledare,Eslöv,engelska,7
Chefer och verksamhetsledare,Eslöv,personalansvar,6
Chefer och verksamhetsledare,Eslöv,ekonomi,6
Chefer och verksamhetsledare,Eslöv,högskoleutbildning,5
Chefer och verksamhetsledare,Eslöv,rektorsutbildning,5
Chefer och verksamhetsledare,Eslöv,teknik,4
Chefer och verksamhetsledare,Eslöv,material,3
Chefer och verksamhetsledare,Eslöv,svenska,3
"Försäljning, inköp, marknadsföring",Borlänge,svenska,274
"Försäljning, inköp, marknadsföring",Borlänge,försäljning,137
"Försäljning, inköp, marknadsföring",Borlänge,körkort,127
"Försäljning, inköp, marknadsföring",Borlänge,engelska,115
"Försäljning, inköp, marknadsföring",Borlänge,gymnasieutbildning,59
