Occupation Field,Municipality,Skill,Count
"Hotell, restaurang, storhushåll",Stockholm,mat,2135
"Hotell, restaurang, storhushåll",Stockholm,restaurang,1568
"Hotell, restaurang, storhushåll",Stockholm,kassaarbete,1492
"Hotell, restaurang, storhushåll",Stockholm,kök,1211
"Hotell, restaurang, storhushåll",Stockholm,dryck,831
"Hotell, restaurang, storhushåll",Stockholm,servering,826
"Hotell, restaurang, storhushåll",Stockholm,servicebranschen,721
"Hotell, restaurang, storhushåll",Stockholm,bokningar,684
"Administration, ekonomi, juridik",Öckerö,svenska,5
"Administration, ekonomi, juridik",Öckerö,läxhjälp,3
"Administration, ekonomi, juridik",Öckerö,grundskolan,3
"Administration, ekonomi, juridik",Öckerö,ämneskunskaper,3
"Administration, ekonomi, juridik",Öckerö,ledarskap,3
"Administration, ekonomi, juridik",Öckerö,pedagogik,3
"Administration, ekonomi, juridik",Öckerö,studieteknik,3
"Administration, ekonomi, juridik",Öckerö,gymnasiet,3
"Administration, ekonomi, juridik",Öckerö,retorik,3
"Administration, ekonomi, juridik",Öckerö,kontinuerlig coachning,3
"Administration, ekonomi, juridik",Lund,svenska,473
"Administration, ekonomi, juridik",Lund,engelska,361
"Administration, ekonomi, juridik",Lund,administration,188
"Administration, ekonomi, juridik",Lund,microsoft office,174
"Administration, ekonomi, juridik",Lund,administrativa uppgifter,139
"Administration, ekonomi, juridik",Lund,högskoleutbildning,122
"Administration, ekonomi, juridik",Lund,innovation,122
"Administration, ekonomi, juridik",Lund,excel,118
"Administration, ekonomi, juridik",Lund,ekonomi,117
"Administration, ekonomi, juridik",Lund,datorvana,107
Data/IT,Stockholm,svenska,6573
Data/IT,Stockholm,engelska,5953
Data/IT,Stockholm,design,2539
Data/IT,Stockholm,teknik,2264
Data/IT,Stockholm,java,2100
Data/IT,Stockholm,data,1947
Data/IT,Stockholm,javascript,1931
Data/IT,Stockholm,can,1576
Data/IT,Stockholm,nätverk,1525
Data/IT,Stockholm,arbetslivserfarenhet,1486
Bygg och anläggning,Forshaga,svenska,1
Bygg och anläggning,Forshaga,organisationer,1
Bygg och anläggning,Forshaga,kvalitetssäkring,1
Bygg och anläggning,Forshaga,engelska,1
Bygg och anläggning,Forshaga,arbetsmetoder,1
Bygg och anläggning,Forshaga,trycklösningar,1
Bygg och anläggning,Forshaga,processteknik,1
Bygg och anläggning,Forshaga,förpackningslösningar,1
Bygg och anläggning,Forshaga,microsoft office,1
Bygg och anläggning,Forshaga,feedback,1
Tekniskt arbete,Västervik,arbetslivserfarenhet,8
Tekniskt arbete,Västervik,högskoleutbildning,7
Tekniskt arbete,Västervik,teknik,5
Tekniskt arbete,Västervik,engelska,5
Tekniskt arbete,Västervik,svenska,5
Tekniskt arbete,Västervik,körkort,5
Tekniskt arbete,Västervik,produktionsteknik,4
Tekniskt arbete,Västervik,plc,4
Tekniskt arbete,Västervik,tillverkning,4
Tekniskt arbete,Västervik,programmering,4
Data/IT,Piteå,engelska,20
Data/IT,Piteå,svenska,20
Data/IT,Piteå,sql-server,18
Data/IT,Piteå,teknik,15
Data/IT,Piteå,design,14
Data/IT,Piteå,data,12
Data/IT,Piteå,windows server,12
Data/IT,Piteå,databas,11
Data/IT,Piteå,miljö,11
Data/IT,Piteå,nätverk,11
Sanering och renhållning,Huddinge,barnpassning,26
Sanering och renhållning,Huddinge,städning,20
Sanering och renhållning,Huddinge,förskola,20
Sanering och renhållning,Huddinge,körkort,18
Sanering och renhållning,Huddinge,arbetslivserfarenhet,18
Sanering och renhållning,Huddinge,barnomsorg,18
Sanering och renhållning,Huddinge,svenska,16
Sanering och renhållning,Huddinge,barn,14
Sanering och renhållning,Huddinge,lokalvård,13
Sanering och renhållning,Huddinge,engelska,9
"Administration, ekonomi, juridik",Göteborg,svenska,3165
"Administration, ekonomi, juridik",Göteborg,engelska,2794
"Administration, ekonomi, juridik",Göteborg,ekonomi,1463
"Administration, ekonomi, juridik",Göteborg,administration,1214
"Administration, ekonomi, juridik",Göteborg,microsoft office,1066
"Administration, ekonomi, juridik",Göteborg,excel,1063
"Administration, ekonomi, juridik",Göteborg,administrativa uppgifter,841
"Administration, ekonomi, juridik",Göteborg,redovisning,772
"Administration, ekonomi, juridik",Göteborg,arbetslivserfarenhet,707
"Administration, ekonomi, juridik",Göteborg,eftergymnasial utbildning,684
"Administration, ekonomi, juridik",Stockholm,svenska,12763
"Administration, ekonomi, juridik",Stockholm,engelska,10528
"Administration, ekonomi, juridik",Stockholm,ekonomi,5552
"Administration, ekonomi, juridik",Stockholm,administration,5366
"Administration, ekonomi, juridik",Stockholm,microsoft office,4796
"Administration, ekonomi, juridik",Stockholm,excel,4292
"Administration, ekonomi, juridik",Stockholm,redovisning,3228
"Administration, ekonomi, juridik",Stockholm,arbetslivserfarenhet,3017
"Administration, ekonomi, juridik",Stockholm,administrativa uppgifter,2780
"Administration, ekonomi, juridik",Stockholm,rekrytering,2502
"Försäljning, inköp, marknadsföring",Lysekil,körkort,42
"Försäljning, inköp, marknadsföring",Lysekil,egen bil,41
"Försäljning, inköp, marknadsföring",Lysekil,butik,22
"Försäljning, inköp, marknadsföring",Lysekil,säljerfarenhet,22
"Försäljning, inköp, marknadsföring",Lysekil,mat,17
"Försäljning, inköp, marknadsföring",Lysekil,cateringverksamhet,16
"Försäljning, inköp, marknadsföring",Lysekil,maträtter,16
"Försäljning, inköp, marknadsföring",Lysekil,färskvaror,16
"Försäljning, inköp, marknadsföring",Lysekil,matvaror,16
"Försäljning, inköp, marknadsföring",Lysekil,tillagning,16
Tekniskt arbete,Uppsala,engelska,276
Tekniskt arbete,Uppsala,svenska,275
Tekniskt arbete,Uppsala,körkort,99
Tekniskt arbete,Uppsala,utrustning,86
Tekniskt arbete,Uppsala,projektledning,78
Tekniskt arbete,Uppsala,gmp,76
Tekniskt arbete,Uppsala,kemi,72
Tekniskt arbete,Uppsala,validering,67
Tekniskt arbete,Uppsala,kemiteknik,67
Tekniskt arbete,Uppsala,teknik,66
Industriell tillverkning,Avesta,körkort,24
Industriell tillverkning,Avesta,truckkort,16
Industriell tillverkning,Avesta,svenska,12
Industriell tillverkning,Avesta,ritningsläsning,12
Industriell tillverkning,Avesta,arbetslivserfarenhet,12
Industriell tillverkning,Avesta,traverskort,9
Industriell tillverkning,Avesta,cnc,9
Industriell tillverkning,Avesta,fräsning,9
Industriell tillverkning,Avesta,cnc svarvning,8
Industriell tillverkning,Avesta,svetsning,8
Sanering och renhållning,Malmö,körkort,464
Sanering och renhållning,Malmö,svenska,450
Sanering och renhållning,Malmö,förskola,378
Sanering och renhållning,Malmö,mat,376
Sanering och renhållning,Malmö,böcker,375
Sanering och renhållning,Malmö,barn,303
Sanering och renhållning,Malmö,engelska,299
Sanering och renhållning,Malmö,barnpassning,249
Sanering och renhållning,Malmö,städning,146
Sanering och renhållning,Malmö,lokalvård,100
Transport,Kristianstad,svenska,152
Transport,Kristianstad,körkort,146
Transport,Kristianstad,lager,117
Transport,Kristianstad,truckkort,103
Transport,Kristianstad,truckkörning,71
Transport,Kristianstad,truck,69
Transport,Kristianstad,egen bil,63
Transport,Kristianstad,engelska,58
Transport,Kristianstad,ykb,49
Transport,Kristianstad,logistik,45
Data/IT,Linköping,engelska,1002
Data/IT,Linköping,svenska,999
Data/IT,Linköping,teknik,588
Data/IT,Linköping,c++,442
Data/IT,Linköping,design,402
Data/IT,Linköping,java,393
Data/IT,Linköping,programmering,390
Data/IT,Linköping,arbetslivserfarenhet,379
Data/IT,Linköping,linux,373
Data/IT,Linköping,c#,333
Pedagogiskt arbete,Göteborg,undervisning,1399
Pedagogiskt arbete,Göteborg,barn,1058
Pedagogiskt arbete,Göteborg,svenska,1016
Pedagogiskt arbete,Göteborg,kultur,754
Pedagogiskt arbete,Göteborg,ledning,734
Pedagogiskt arbete,Göteborg,förskola,639
Pedagogiskt arbete,Göteborg,engelska,623
Pedagogiskt arbete,Göteborg,styrdokument,490
Pedagogiskt arbete,Göteborg,barns lärande,464
Pedagogiskt arbete,Göteborg,styrning,415
Socialt arbete,Sandviken,körkort,49
Socialt arbete,Sandviken,svenska,47
Socialt arbete,Sandviken,barn,42
Socialt arbete,Sandviken,handläggning,20
Socialt arbete,Sandviken,styrdokument,18
Socialt arbete,Sandviken,sjukvård,17
Socialt arbete,Sandviken,folkhälsa,17
Socialt arbete,Sandviken,strategiskt arbete,17
Socialt arbete,Sandviken,pedagogisk dokumentation,17
Socialt arbete,Sandviken,kvalitetsarbete,17
Transport,Stockholm,svenska,3226
Transport,Stockholm,körkort,2249
Transport,Stockholm,truckkort,2194
Transport,Stockholm,lager,1931
Transport,Stockholm,engelska,1046
Transport,Stockholm,truckkörning,977
Transport,Stockholm,tunga lyft,789
Transport,Stockholm,god fysik,767
Transport,Stockholm,truck,721
Transport,Stockholm,datorvana,627
"Försäljning, inköp, marknadsföring",Örebro,svenska,837
"Försäljning, inköp, marknadsföring",Örebro,försäljning,821
"Försäljning, inköp, marknadsföring",Örebro,engelska,329
"Försäljning, inköp, marknadsföring",Örebro,körkort,275
"Försäljning, inköp, marknadsföring",Örebro,arbetsmiljö,185
"Försäljning, inköp, marknadsföring",Örebro,kundservice,180
"Försäljning, inköp, marknadsföring",Örebro,coachning,176
"Försäljning, inköp, marknadsföring",Örebro,resor,175
"Försäljning, inköp, marknadsföring",Örebro,prospektering,162
"Försäljning, inköp, marknadsföring",Örebro,verktyg,154
"Kultur, media, design",Piteå,körkort,4
"Kultur, media, design",Piteå,el,3
"Kultur, media, design",Piteå,instrument,3
"Kultur, media, design",Piteå,gitarr,3
"Kultur, media, design",Piteå,äldreboenden,3
"Kultur, media, design",Piteå,piano,3
"Kultur, media, design",Piteå,sjunga,3
"Kultur, media, design",Piteå,kampanjer,2
"Kultur, media, design",Piteå,fotboll,2
"Kultur, media, design",Piteå,fotbollsmatcher,2
"Försäljning, inköp, marknadsföring",Linköping,svenska,1033
"Försäljning, inköp, marknadsföring",Linköping,körkort,801
"Försäljning, inköp, marknadsföring",Linköping,försäljning,671
"Försäljning, inköp, marknadsföring",Linköping,engelska,512
"Försäljning, inköp, marknadsföring",Linköping,larmlösningar,228
"Försäljning, inköp, marknadsföring",Linköping,bevakningsföretag,197
"Försäljning, inköp, marknadsföring",Linköping,försäljningserfarenhet,188
"Försäljning, inköp, marknadsföring",Linköping,datorvana,184
"Försäljning, inköp, marknadsföring",Linköping,rådgivning,183
"Försäljning, inköp, marknadsföring",Linköping,nätverk,177
"Hotell, restaurang, storhushåll",Lund,svenska,72
"Hotell, restaurang, storhushåll",Lund,mat,66
"Hotell, restaurang, storhushåll",Lund,restaurang,57
"Hotell, restaurang, storhushåll",Lund,kök,43
"Hotell, restaurang, storhushåll",Lund,servering,36
"Hotell, restaurang, storhushåll",Lund,engelska,32
"Hotell, restaurang, storhushåll",Lund,inköp,24
"Hotell, restaurang, storhushåll",Lund,kassa,23
"Hotell, restaurang, storhushåll",Lund,matlagning,22
"Hotell, restaurang, storhushåll",Lund,restaurangbranschen,20
Hälso- och sjukvård,Nässjö,körkort,14
Hälso- och sjukvård,Nässjö,rehab,6
Hälso- och sjukvård,Nässjö,datorvana,5
Hälso- och sjukvård,Nässjö,äldreboende,4
Hälso- och sjukvård,Nässjö,barn,4
Hälso- och sjukvård,Nässjö,specialistutbildning,4
Hälso- och sjukvård,Nässjö,insatser,4
Hälso- och sjukvård,Nässjö,genomförandeplaner,4
Hälso- och sjukvård,Nässjö,sjukvårdsinsatser,4
Hälso- och sjukvård,Nässjö,hemsjukvård,4
Bygg och anläggning,Nacka,svenska,54
Bygg och anläggning,Nacka,körkort,47
Bygg och anläggning,Nacka,arbetslivserfarenhet,18
Bygg och anläggning,Nacka,va,16
Bygg och anläggning,Nacka,rengöring,13
Bygg och anläggning,Nacka,värmepump,13
Bygg och anläggning,Nacka,anläggning,13
Bygg och anläggning,Nacka,betong,13
Bygg och anläggning,Nacka,engelska,12
Bygg och anläggning,Nacka,vatten,12
Tekniskt arbete,Falkenberg,engelska,18
Tekniskt arbete,Falkenberg,svenska,17
Tekniskt arbete,Falkenberg,körkort,17
Tekniskt arbete,Falkenberg,microsoft office,9
Tekniskt arbete,Falkenberg,datorvana,8
Tekniskt arbete,Falkenberg,teknisk utbildning,8
Tekniskt arbete,Falkenberg,sap,7
Tekniskt arbete,Falkenberg,högskoleutbildning,7
Tekniskt arbete,Falkenberg,drifting,7
Tekniskt arbete,Falkenberg,rör,7
"Installation, drift, underhåll",Malmö,körkort,683
"Installation, drift, underhåll",Malmö,svenska,569
"Installation, drift, underhåll",Malmö,engelska,383
"Installation, drift, underhåll",Malmö,reparation,375
"Installation, drift, underhåll",Malmö,teknik,288
"Installation, drift, underhåll",Malmö,el,253
"Installation, drift, underhåll",Malmö,datorvana,253
"Installation, drift, underhåll",Malmö,felsökning,226
"Installation, drift, underhåll",Malmö,gymnasieutbildning,206
"Installation, drift, underhåll",Malmö,hydraulik,167
Tekniskt arbete,Nyköping,svenska,51
Tekniskt arbete,Nyköping,engelska,38
Tekniskt arbete,Nyköping,körkort,33
Tekniskt arbete,Nyköping,resor,22
Tekniskt arbete,Nyköping,teknik,18
Tekniskt arbete,Nyköping,projektledning,11
Tekniskt arbete,Nyköping,miljö,10
Tekniskt arbete,Nyköping,datorvana,10
Tekniskt arbete,Nyköping,microsoft office,10
Tekniskt arbete,Nyköping,produktutveckling,10
"Försäljning, inköp, marknadsföring",Vänersborg,svenska,29
"Försäljning, inköp, marknadsföring",Vänersborg,körkort,23
"Försäljning, inköp, marknadsföring",Vänersborg,säljerfarenhet,20
"Försäljning, inköp, marknadsföring",Vänersborg,försäljning,19
"Försäljning, inköp, marknadsföring",Vänersborg,egen bil,18
"Försäljning, inköp, marknadsföring",Vänersborg,personlig utveckling,17
"Försäljning, inköp, marknadsföring",Vänersborg,larm,12
"Försäljning, inköp, marknadsföring",Vänersborg,kundrelationer,10
"Försäljning, inköp, marknadsföring",Vänersborg,säkerhet,10
"Försäljning, inköp, marknadsföring",Vänersborg,smarta hem,10
Socialt arbete,Lomma,körkort,42
Socialt arbete,Lomma,sjukvård,34
Socialt arbete,Lomma,barn,33
Socialt arbete,Lomma,lss,31
Socialt arbete,Lomma,personlig hygien,29
Socialt arbete,Lomma,sondmatning,27
Socialt arbete,Lomma,funktionsnedsättning,24
Socialt arbete,Lomma,insatser,22
Socialt arbete,Lomma,assistans,21
Socialt arbete,Lomma,utvecklingsområden,20
"Kultur, media, design",Stockholm,svenska,547
"Kultur, media, design",Stockholm,engelska,452
"Kultur, media, design",Stockholm,design,304
"Kultur, media, design",Stockholm,adobe photoshop,206
"Kultur, media, design",Stockholm,can,173
"Kultur, media, design",Stockholm,körkort,170
"Kultur, media, design",Stockholm,material,163
"Kultur, media, design",Stockholm,sociala medier,155
"Kultur, media, design",Stockholm,kommunikation,145
"Kultur, media, design",Stockholm,teknik,127
"Hotell, restaurang, storhushåll",Göteborg,svenska,1148
"Hotell, restaurang, storhushåll",Göteborg,restaurang,746
"Hotell, restaurang, storhushåll",Göteborg,engelska,689
"Hotell, restaurang, storhushåll",Göteborg,mat,623
"Hotell, restaurang, storhushåll",Göteborg,konferensanläggningar,614
"Hotell, restaurang, storhushåll",Göteborg,cateringföretag,486
"Hotell, restaurang, storhushåll",Göteborg,servering,449
"Hotell, restaurang, storhushåll",Göteborg,event,408
"Hotell, restaurang, storhushåll",Göteborg,hotell,377
"Hotell, restaurang, storhushåll",Göteborg,à la carte,327
"Försäljning, inköp, marknadsföring",Malmö,försäljning,3509
"Försäljning, inköp, marknadsföring",Malmö,svenska,1860
"Försäljning, inköp, marknadsföring",Malmö,körkort,1557
"Försäljning, inköp, marknadsföring",Malmö,engelska,1216
"Försäljning, inköp, marknadsföring",Malmö,coachning,1128
"Försäljning, inköp, marknadsföring",Malmö,f2f-försäljning,985
"Försäljning, inköp, marknadsföring",Malmö,egen bil,912
"Försäljning, inköp, marknadsföring",Malmö,verktyg,684
"Försäljning, inköp, marknadsföring",Malmö,event,652
"Försäljning, inköp, marknadsföring",Malmö,fältförsäljning,534
Bygg och anläggning,Lomma,svenska,3
Bygg och anläggning,Lomma,lager,3
Bygg och anläggning,Lomma,byggbranschen,2
Bygg och anläggning,Lomma,språkkunskaper,2
Bygg och anläggning,Lomma,gymnasium,2
Bygg och anläggning,Lomma,målning,1
Bygg och anläggning,Lomma,murning,1
Bygg och anläggning,Lomma,putsning,1
Bygg och anläggning,Lomma,färg,1
Bygg och anläggning,Lomma,marmorering,1
Socialt arbete,Borås,körkort,143
Socialt arbete,Borås,barn,86
Socialt arbete,Borås,svenska,79
Socialt arbete,Borås,sjukvård,46
Socialt arbete,Borås,omvårdnad,38
Socialt arbete,Borås,omsorg,33
Socialt arbete,Borås,assistans,32
Socialt arbete,Borås,funktionsnedsättning,32
Socialt arbete,Borås,friskvård,31
Socialt arbete,Borås,egen bil,29
Socialt arbete,Göteborg,körkort,1286
Socialt arbete,Göteborg,svenska,909
Socialt arbete,Göteborg,barn,777
Socialt arbete,Göteborg,sjukvård,554
Socialt arbete,Göteborg,assistans,528
Socialt arbete,Göteborg,omsorg,449
Socialt arbete,Göteborg,omvårdnad,425
Socialt arbete,Göteborg,dokumentation,410
Socialt arbete,Göteborg,matlagning,379
Socialt arbete,Göteborg,kommunikation,374
Bygg och anläggning,Södertälje,byggbranschen,117
Bygg och anläggning,Södertälje,körkort,114
Bygg och anläggning,Södertälje,funktionstest,97
Bygg och anläggning,Södertälje,kabeldragning,95
Bygg och anläggning,Södertälje,byggnation,88
Bygg och anläggning,Södertälje,ställningsmontage,79
Bygg och anläggning,Södertälje,infästning,74
Bygg och anläggning,Södertälje,solceller,73
Bygg och anläggning,Södertälje,svenska,61
Bygg och anläggning,Södertälje,snickeri,56
"Försäljning, inköp, marknadsföring",Burlöv,försäljning,55
"Försäljning, inköp, marknadsföring",Burlöv,miljö,35
"Försäljning, inköp, marknadsföring",Burlöv,truckkort,31
"Försäljning, inköp, marknadsföring",Burlöv,svenska,29
"Försäljning, inköp, marknadsföring",Burlöv,kundorientering,26
"Försäljning, inköp, marknadsföring",Burlöv,engelska,22
"Försäljning, inköp, marknadsföring",Burlöv,butik,19
"Försäljning, inköp, marknadsföring",Burlöv,datorvana,18
"Försäljning, inköp, marknadsföring",Burlöv,körkort,18
"Försäljning, inköp, marknadsföring",Burlöv,butiksförsäljning,16
Tekniskt arbete,Jönköping,svenska,318
Tekniskt arbete,Jönköping,engelska,311
Tekniskt arbete,Jönköping,körkort,140
Tekniskt arbete,Jönköping,teknik,136
Tekniskt arbete,Jönköping,elektronik,97
Tekniskt arbete,Jönköping,konstruktion,85
Tekniskt arbete,Jönköping,arbetslivserfarenhet,74
Tekniskt arbete,Jönköping,mekanik,73
Tekniskt arbete,Jönköping,industri,66
Tekniskt arbete,Jönköping,utvecklingsprojekt,60
"Administration, ekonomi, juridik",Mölndal,svenska,189
"Administration, ekonomi, juridik",Mölndal,melior,121
"Administration, ekonomi, juridik",Mölndal,vårddokumentationsutbildning,105
"Administration, ekonomi, juridik",Mölndal,engelska,87
"Administration, ekonomi, juridik",Mölndal,administrativa uppgifter,77
"Administration, ekonomi, juridik",Mölndal,microsoft office,75
"Administration, ekonomi, juridik",Mölndal,administration,73
"Administration, ekonomi, juridik",Mölndal,ekonomi,67
"Administration, ekonomi, juridik",Mölndal,högskoleutbildning,51
"Administration, ekonomi, juridik",Mölndal,excel,44
Pedagogiskt arbete,Solna,barn,210
Pedagogiskt arbete,Solna,undervisning,153
Pedagogiskt arbete,Solna,svenska,93
Pedagogiskt arbete,Solna,verktyg,92
Pedagogiskt arbete,Solna,hälsa,88
Pedagogiskt arbete,Solna,förskola,70
Pedagogiskt arbete,Solna,lärarlegitimation,68
Pedagogiskt arbete,Solna,lärarexamen,61
Pedagogiskt arbete,Solna,samverkan,59
Pedagogiskt arbete,Solna,försäljning,58
Naturbruk,Höganäs,skötsel,7
Naturbruk,Höganäs,körkort,5
Naturbruk,Höganäs,växter,4
Naturbruk,Höganäs,gurkodling,4
Naturbruk,Höganäs,sortering,4
Naturbruk,Höganäs,god fysik,4
Naturbruk,Höganäs,trädgårdsutbildning,4
Naturbruk,Höganäs,engelska,4
Naturbruk,Höganäs,trädgårdsväxter,3
Naturbruk,Höganäs,odling,3
Pedagogiskt arbete,Varberg,undervisning,441
Pedagogiskt arbete,Varberg,insatser,291
Pedagogiskt arbete,Varberg,förskola,271
Pedagogiskt arbete,Varberg,ledarskap,267
Pedagogiskt arbete,Varberg,utvecklingsarbete,263
Pedagogiskt arbete,Varberg,kursplaner,263
Pedagogiskt arbete,Varberg,kunskapsutveckling,260
Pedagogiskt arbete,Varberg,förbättringsarbete,257
Pedagogiskt arbete,Varberg,svenska,238
Pedagogiskt arbete,Varberg,grundskolan,183
Sanering och renhållning,Umeå,körkort,69
Sanering och renhållning,Umeå,svenska,53
Sanering och renhållning,Umeå,lokalvård,50
Sanering och renhållning,Umeå,städning,32
Sanering och renhållning,Umeå,hemstädning,26
Sanering och renhållning,Umeå,god fysik,21
Sanering och renhållning,Umeå,byggstädning,19
Sanering och renhållning,Umeå,flyttstädning,18
Sanering och renhållning,Umeå,egen bil,15
Sanering och renhållning,Umeå,engelska,14
Industriell tillverkning,Kalmar,svenska,77
Industriell tillverkning,Kalmar,körkort,63
Industriell tillverkning,Kalmar,kollektivavtal,24
Industriell tillverkning,Kalmar,truckkort,17
Industriell tillverkning,Kalmar,industri,17
Industriell tillverkning,Kalmar,ritningsläsning,16
Industriell tillverkning,Kalmar,god fysik,14
