Occupation Field,Municipality,Skill,Count
Hälso- och sjukvård,Mölndal,handledning,44
Hälso- och sjukvård,Mölndal,körkort,43
Hälso- och sjukvård,Mölndal,specialistutbildning,41
Hälso- och sjukvård,Lindesberg,svenska,57
Hälso- och sjukvård,Lindesberg,sjukvård,53
Hälso- och sjukvård,Lindesberg,körkort,23
Hälso- och sjukvård,Lindesberg,akutsjukvård,23
Hälso- och sjukvård,Lindesberg,läkemedelshantering,21
Hälso- och sjukvård,Lindesberg,omvårdnad,20
Hälso- och sjukvård,Lindesberg,mottagningsarbete,20
Hälso- och sjukvård,Lindesberg,språkkunskaper,17
Hälso- och sjukvård,Lindesberg,förvaltningsområdet,16
Hälso- och sjukvård,Lindesberg,finska,16
Hälso- och sjukvård,Uddevalla,svenska,183
Hälso- och sjukvård,Uddevalla,vårdcentral,84
Hälso- och sjukvård,Uddevalla,primärvård,78
Hälso- och sjukvård,Uddevalla,resor,59
Hälso- och sjukvård,Uddevalla,telefonrådgivning,56
Hälso- och sjukvård,Uddevalla,försäkring,53
Hälso- och sjukvård,Uddevalla,körkort,42
Hälso- och sjukvård,Uddevalla,mottagningsarbete,40
Hälso- och sjukvård,Uddevalla,vidareutbildning,34
Hälso- och sjukvård,Uddevalla,sjuksköterskeuppgifter,32
Transport,Stockholm,svenska,1459
Transport,Stockholm,körkort,841
Transport,Stockholm,lager,788
Transport,Stockholm,truckkort,767
Transport,Stockholm,engelska,463
Transport,Stockholm,energi,380
Transport,Stockholm,taxilegitimation,360
Transport,Stockholm,jaga,328
Transport,Stockholm,kundbemötande,307
Transport,Stockholm,truckkörning,303
Socialt arbete,Robertsfors,insatser,6
Socialt arbete,Robertsfors,omsorg,6
Socialt arbete,Robertsfors,lss,5
Socialt arbete,Robertsfors,arbetslivserfarenhet,5
Socialt arbete,Robertsfors,sjukvård,5
Socialt arbete,Robertsfors,skriva på svenska,4
Socialt arbete,Robertsfors,barngrupp,4
Socialt arbete,Robertsfors,korttidsboende,3
Socialt arbete,Robertsfors,omvårdnad,3
Socialt arbete,Robertsfors,gruppbostad,3
Pedagogiskt arbete,Österåker,funktionsnedsättning,70
Pedagogiskt arbete,Österåker,barn,51
Pedagogiskt arbete,Österåker,undervisning,41
Pedagogiskt arbete,Österåker,styrdokument,26
Pedagogiskt arbete,Österåker,svenska,26
Pedagogiskt arbete,Österåker,verktyg,18
Pedagogiskt arbete,Österåker,fritidshem,15
Pedagogiskt arbete,Österåker,lärarlegitimation,14
Pedagogiskt arbete,Österåker,förskola,12
Pedagogiskt arbete,Österåker,matematik,10
Bygg och anläggning,Hörby,körkort,5
Bygg och anläggning,Hörby,finplanering,3
Bygg och anläggning,Hörby,förarbevis,3
Bygg och anläggning,Hörby,svenska,2
Bygg och anläggning,Hörby,va-arbeten,2
Bygg och anläggning,Hörby,avvägningsinstrument,2
Bygg och anläggning,Hörby,läsa ritningar,2
Bygg och anläggning,Hörby,hjullastare,2
Bygg och anläggning,Hörby,grävmaskin,2
Bygg och anläggning,Hörby,markarbete,1
Hälso- och sjukvård,Kristianstad,svenska,1153
Hälso- och sjukvård,Kristianstad,sjukvård,870
Hälso- och sjukvård,Kristianstad,språkkunskaper,817
Hälso- och sjukvård,Kristianstad,svenska som andraspråk,575
Hälso- och sjukvård,Kristianstad,rehabilitering,194
Hälso- och sjukvård,Kristianstad,forskning,182
Hälso- och sjukvård,Kristianstad,habilitering,168
Hälso- och sjukvård,Kristianstad,hälsoarbete,163
Hälso- och sjukvård,Kristianstad,dövverksamhet,159
Hälso- och sjukvård,Kristianstad,hörselverksamhet,159
Socialt arbete,Stockholm,svenska,1815
Socialt arbete,Stockholm,barn,1106
Socialt arbete,Stockholm,körkort,647
Socialt arbete,Stockholm,ungdomar,434
Socialt arbete,Stockholm,socionomexamen,399
Socialt arbete,Stockholm,sjukvård,388
Socialt arbete,Stockholm,lss,374
Socialt arbete,Stockholm,assistans,370
Socialt arbete,Stockholm,kommunikation,364
Socialt arbete,Stockholm,dokumentation,351
Hälso- och sjukvård,Göteborg,svenska,1490
Hälso- och sjukvård,Göteborg,sjukvård,856
Hälso- och sjukvård,Göteborg,körkort,492
Hälso- och sjukvård,Göteborg,barn,386
Hälso- och sjukvård,Göteborg,behandling,355
Hälso- och sjukvård,Göteborg,psykiatri,325
Hälso- och sjukvård,Göteborg,specialistutbildning,303
Hälso- och sjukvård,Göteborg,omvårdnad,294
Hälso- och sjukvård,Göteborg,vidareutbildning,284
Hälso- och sjukvård,Göteborg,träning,278
"Hotell, restaurang, storhushåll",Älvkarleby,svenska,6
"Hotell, restaurang, storhushåll",Älvkarleby,arbetslivserfarenhet,4
"Hotell, restaurang, storhushåll",Älvkarleby,egenkontroll,3
"Hotell, restaurang, storhushåll",Älvkarleby,restaurang,3
"Hotell, restaurang, storhushåll",Älvkarleby,bar,2
"Hotell, restaurang, storhushåll",Älvkarleby,livsmedelshygien,2
"Hotell, restaurang, storhushåll",Älvkarleby,frukost,2
"Hotell, restaurang, storhushåll",Älvkarleby,specialkost,2
"Hotell, restaurang, storhushåll",Älvkarleby,måltidsservice,2
"Hotell, restaurang, storhushåll",Älvkarleby,körkort,2
Socialt arbete,Huddinge,svenska,148
Socialt arbete,Huddinge,barn,57
Socialt arbete,Huddinge,kommunikation,43
Socialt arbete,Huddinge,körkort,39
Socialt arbete,Huddinge,datorvana,39
Socialt arbete,Huddinge,omvårdnad,35
Socialt arbete,Huddinge,insatser,35
Socialt arbete,Huddinge,autism,31
Socialt arbete,Huddinge,omsorg,30
Socialt arbete,Huddinge,sjukvård,29
Pedagogiskt arbete,Malmö,styrdokument,838
Pedagogiskt arbete,Malmö,undervisning,766
Pedagogiskt arbete,Malmö,rekryteringssystem,666
Pedagogiskt arbete,Malmö,verktyg,634
Pedagogiskt arbete,Malmö,forskning,611
Pedagogiskt arbete,Malmö,svenska,511
Pedagogiskt arbete,Malmö,barn,272
Pedagogiskt arbete,Malmö,engelska,214
Pedagogiskt arbete,Malmö,handledning,186
Pedagogiskt arbete,Malmö,arbetsmiljö,174
"Försäljning, inköp, marknadsföring",Stockholm,svenska,8267
"Försäljning, inköp, marknadsföring",Stockholm,försäljning,7865
"Försäljning, inköp, marknadsföring",Stockholm,engelska,4468
"Försäljning, inköp, marknadsföring",Stockholm,kundservice,1788
"Försäljning, inköp, marknadsföring",Stockholm,verktyg,1409
"Försäljning, inköp, marknadsföring",Stockholm,körkort,1180
"Försäljning, inköp, marknadsföring",Stockholm,personlig utveckling,1101
"Försäljning, inköp, marknadsföring",Stockholm,kundtjänst,1062
"Försäljning, inköp, marknadsföring",Stockholm,microsoft office,974
"Försäljning, inköp, marknadsföring",Stockholm,kundrelationer,876
"Installation, drift, underhåll",Stockholm,svenska,1510
"Installation, drift, underhåll",Stockholm,körkort,1122
"Installation, drift, underhåll",Stockholm,engelska,751
"Installation, drift, underhåll",Stockholm,reparation,587
"Installation, drift, underhåll",Stockholm,el,538
"Installation, drift, underhåll",Stockholm,felsökning,486
"Installation, drift, underhåll",Stockholm,rengöring,329
"Installation, drift, underhåll",Stockholm,ventilationssystem,309
"Installation, drift, underhåll",Stockholm,funktionskontroll,305
"Installation, drift, underhåll",Stockholm,teknik,304
Chefer och verksamhetsledare,Solna,svenska,154
Chefer och verksamhetsledare,Solna,ledarskap,138
Chefer och verksamhetsledare,Solna,personalansvar,130
Chefer och verksamhetsledare,Solna,engelska,121
Chefer och verksamhetsledare,Solna,ekonomi,90
Chefer och verksamhetsledare,Solna,högskoleutbildning,76
Chefer och verksamhetsledare,Solna,budget,66
Chefer och verksamhetsledare,Solna,budgetansvar,57
Chefer och verksamhetsledare,Solna,chefserfarenhet,54
Chefer och verksamhetsledare,Solna,körkort,53
"Försäljning, inköp, marknadsföring",Sjöbo,körkort,17
"Försäljning, inköp, marknadsföring",Sjöbo,försäljning,11
"Försäljning, inköp, marknadsföring",Sjöbo,egen bil,11
"Försäljning, inköp, marknadsföring",Sjöbo,geografiskt område,8
"Försäljning, inköp, marknadsföring",Sjöbo,va,8
"Försäljning, inköp, marknadsföring",Sjöbo,vidareutbildning,7
"Försäljning, inköp, marknadsföring",Sjöbo,svenska,7
"Försäljning, inköp, marknadsföring",Sjöbo,feedback,6
"Försäljning, inköp, marknadsföring",Sjöbo,luftreningssystem,6
"Försäljning, inköp, marknadsföring",Sjöbo,säljerfarenhet,4
Chefer och verksamhetsledare,Malmö,svenska,333
Chefer och verksamhetsledare,Malmö,ledarskap,281
Chefer och verksamhetsledare,Malmö,personalansvar,209
Chefer och verksamhetsledare,Malmö,engelska,190
Chefer och verksamhetsledare,Malmö,ekonomi,182
Chefer och verksamhetsledare,Malmö,budget,111
Chefer och verksamhetsledare,Malmö,ledarerfarenhet,104
Chefer och verksamhetsledare,Malmö,försäljning,104
Chefer och verksamhetsledare,Malmö,arbetsmiljö,103
Chefer och verksamhetsledare,Malmö,körkort,99
"Hotell, restaurang, storhushåll",Bollnäs,körkort,11
"Hotell, restaurang, storhushåll",Bollnäs,haccp,10
"Hotell, restaurang, storhushåll",Bollnäs,svenska,8
"Hotell, restaurang, storhushåll",Bollnäs,data,7
"Hotell, restaurang, storhushåll",Bollnäs,restaurang,7
"Hotell, restaurang, storhushåll",Bollnäs,livsmedelssäkerhet,7
"Hotell, restaurang, storhushåll",Bollnäs,matlagning,5
"Hotell, restaurang, storhushåll",Bollnäs,storkök,5
"Hotell, restaurang, storhushåll",Bollnäs,microsoft office,4
"Hotell, restaurang, storhushåll",Bollnäs,datorvana,4
"Försäljning, inköp, marknadsföring",Mölndal,svenska,150
"Försäljning, inköp, marknadsföring",Mölndal,försäljning,132
"Försäljning, inköp, marknadsföring",Mölndal,engelska,84
"Försäljning, inköp, marknadsföring",Mölndal,körkort,72
"Försäljning, inköp, marknadsföring",Mölndal,kundrelationer,35
"Försäljning, inköp, marknadsföring",Mölndal,handel,24
"Försäljning, inköp, marknadsföring",Mölndal,egen bil,24
"Försäljning, inköp, marknadsföring",Mölndal,verktyg,22
"Försäljning, inköp, marknadsföring",Mölndal,merförsäljning,22
"Försäljning, inköp, marknadsföring",Mölndal,kundservice,21
"Administration, ekonomi, juridik",Stockholm,svenska,6414
"Administration, ekonomi, juridik",Stockholm,engelska,5222
"Administration, ekonomi, juridik",Stockholm,ekonomi,2793
"Administration, ekonomi, juridik",Stockholm,microsoft office,2276
"Administration, ekonomi, juridik",Stockholm,excel,2244
"Administration, ekonomi, juridik",Stockholm,administration,1763
"Administration, ekonomi, juridik",Stockholm,arbetslivserfarenhet,1608
"Administration, ekonomi, juridik",Stockholm,redovisning,1592
"Administration, ekonomi, juridik",Stockholm,administrativa uppgifter,1249
"Administration, ekonomi, juridik",Stockholm,högskoleutbildning,910
Chefer och verksamhetsledare,Lomma,ekonomi,5
Chefer och verksamhetsledare,Lomma,äldreomsorg,5
Chefer och verksamhetsledare,Lomma,utvecklingsarbete,4
Chefer och verksamhetsledare,Lomma,förändringsarbete,4
Chefer och verksamhetsledare,Lomma,budgetansvar,4
Chefer och verksamhetsledare,Lomma,verksamhetsansvar,4
Chefer och verksamhetsledare,Lomma,chefserfarenhet,4
Chefer och verksamhetsledare,Lomma,universitetsutbildning,3
Chefer och verksamhetsledare,Lomma,budget,3
Chefer och verksamhetsledare,Lomma,resultatansvar,3
"Administration, ekonomi, juridik",Landskrona,svenska,54
"Administration, ekonomi, juridik",Landskrona,engelska,35
"Administration, ekonomi, juridik",Landskrona,microsoft office,25
"Administration, ekonomi, juridik",Landskrona,redovisning,22
"Administration, ekonomi, juridik",Landskrona,ekonomi,21
"Administration, ekonomi, juridik",Landskrona,datorvana,18
"Administration, ekonomi, juridik",Landskrona,administration,17
"Administration, ekonomi, juridik",Landskrona,excel,16
"Administration, ekonomi, juridik",Landskrona,bokslut,15
"Administration, ekonomi, juridik",Landskrona,körkort,12
"Försäljning, inköp, marknadsföring",Göteborg,svenska,2614
"Försäljning, inköp, marknadsföring",Göteborg,försäljning,2397
"Försäljning, inköp, marknadsföring",Göteborg,engelska,1858
"Försäljning, inköp, marknadsföring",Göteborg,körkort,625
"Försäljning, inköp, marknadsföring",Göteborg,kundservice,546
"Försäljning, inköp, marknadsföring",Göteborg,merförsäljning,419
"Försäljning, inköp, marknadsföring",Göteborg,teknik,373
"Försäljning, inköp, marknadsföring",Göteborg,kundtjänst,364
"Försäljning, inköp, marknadsföring",Göteborg,kommunikation,356
"Försäljning, inköp, marknadsföring",Göteborg,teknisk support,355
"Försäljning, inköp, marknadsföring",Malmö,försäljning,1334
"Försäljning, inköp, marknadsföring",Malmö,svenska,1307
"Försäljning, inköp, marknadsföring",Malmö,engelska,738
"Försäljning, inköp, marknadsföring",Malmö,körkort,378
"Försäljning, inköp, marknadsföring",Malmö,kundservice,236
"Försäljning, inköp, marknadsföring",Malmö,microsoft office,183
"Försäljning, inköp, marknadsföring",Malmö,administration,167
"Försäljning, inköp, marknadsföring",Malmö,butik,166
"Försäljning, inköp, marknadsföring",Malmö,energi,151
"Försäljning, inköp, marknadsföring",Malmö,b2b,146
"Hotell, restaurang, storhushåll",Eskilstuna,svenska,34
"Hotell, restaurang, storhushåll",Eskilstuna,restaurang,27
"Hotell, restaurang, storhushåll",Eskilstuna,matlagning,15
"Hotell, restaurang, storhushåll",Eskilstuna,servering,12
"Hotell, restaurang, storhushåll",Eskilstuna,kök,12
"Hotell, restaurang, storhushåll",Eskilstuna,storkök,11
"Hotell, restaurang, storhushåll",Eskilstuna,specialkost,10
"Hotell, restaurang, storhushåll",Eskilstuna,cafeteria,10
"Hotell, restaurang, storhushåll",Eskilstuna,bakning,9
"Hotell, restaurang, storhushåll",Eskilstuna,städning,9
"Hotell, restaurang, storhushåll",Sundsvall,mat,16
"Hotell, restaurang, storhushåll",Sundsvall,svenska,16
"Hotell, restaurang, storhushåll",Sundsvall,beredskap,13
"Hotell, restaurang, storhushåll",Sundsvall,kök,12
"Hotell, restaurang, storhushåll",Sundsvall,matlagning,12
"Hotell, restaurang, storhushåll",Sundsvall,lärarlegitimation,11
"Hotell, restaurang, storhushåll",Sundsvall,personuppgifter,9
"Hotell, restaurang, storhushåll",Sundsvall,engelska,8
"Hotell, restaurang, storhushåll",Sundsvall,diska,7
"Hotell, restaurang, storhushåll",Sundsvall,förskola,7
"Försäljning, inköp, marknadsföring",Strängnäs,körkort,55
"Försäljning, inköp, marknadsföring",Strängnäs,geografiskt område,35
"Försäljning, inköp, marknadsföring",Strängnäs,va,35
"Försäljning, inköp, marknadsföring",Strängnäs,försäljning,27
"Försäljning, inköp, marknadsföring",Strängnäs,energi,17
"Försäljning, inköp, marknadsföring",Strängnäs,svenska,17
"Försäljning, inköp, marknadsföring",Strängnäs,butik,17
"Försäljning, inköp, marknadsföring",Strängnäs,egen bil,13
"Försäljning, inköp, marknadsföring",Strängnäs,utbildningsprogram,9
"Försäljning, inköp, marknadsföring",Strängnäs,skor,7
Socialt arbete,Vellinge,körkort,58
Socialt arbete,Vellinge,barn,27
Socialt arbete,Vellinge,assistans,24
Socialt arbete,Vellinge,lss,23
Socialt arbete,Vellinge,kommunikation,19
Socialt arbete,Vellinge,egen bil,18
Socialt arbete,Vellinge,svenska,18
Socialt arbete,Vellinge,hälsa,16
Socialt arbete,Vellinge,sjukvård,14
Socialt arbete,Vellinge,autism,13
Chefer och verksamhetsledare,Stockholm,svenska,1214
Chefer och verksamhetsledare,Stockholm,personalansvar,1016
Chefer och verksamhetsledare,Stockholm,engelska,899
Chefer och verksamhetsledare,Stockholm,ledarskap,798
Chefer och verksamhetsledare,Stockholm,ekonomi,612
Chefer och verksamhetsledare,Stockholm,försäljning,412
Chefer och verksamhetsledare,Stockholm,budget,401
Chefer och verksamhetsledare,Stockholm,budgetansvar,365
Chefer och verksamhetsledare,Stockholm,arbetsmiljö,314
Chefer och verksamhetsledare,Stockholm,högskoleutbildning,297
Hälso- och sjukvård,Emmaboda,körkort,24
Hälso- och sjukvård,Emmaboda,svenska,23
Hälso- och sjukvård,Emmaboda,handledning,8
Hälso- och sjukvård,Emmaboda,hemtjänst,8
Hälso- och sjukvård,Emmaboda,datorvana,7
Hälso- och sjukvård,Emmaboda,insatser,7
Hälso- och sjukvård,Emmaboda,journalsystem,7
Hälso- och sjukvård,Emmaboda,sjukvård,7
Hälso- och sjukvård,Emmaboda,pmo,5
Hälso- och sjukvård,Emmaboda,resor,5
"Försäljning, inköp, marknadsföring",Älmhult,körkort,46
"Försäljning, inköp, marknadsföring",Älmhult,svenska,45
"Försäljning, inköp, marknadsföring",Älmhult,försäljning,33
"Försäljning, inköp, marknadsföring",Älmhult,egen bil,23
"Försäljning, inköp, marknadsföring",Älmhult,engelska,16
"Försäljning, inköp, marknadsföring",Älmhult,geografiskt område,14
"Försäljning, inköp, marknadsföring",Älmhult,va,14
"Försäljning, inköp, marknadsföring",Älmhult,material,10
"Försäljning, inköp, marknadsföring",Älmhult,excel,9
"Försäljning, inköp, marknadsföring",Älmhult,sales,9
Pedagogiskt arbete,Lund,engelska,737
Pedagogiskt arbete,Lund,undervisning,637
Pedagogiskt arbete,Lund,forskning,563
Pedagogiskt arbete,Lund,svenska,454
Pedagogiskt arbete,Lund,innovation,417
Pedagogiskt arbete,Lund,doktorsexamen,327
Pedagogiskt arbete,Lund,handledning,286
Pedagogiskt arbete,Lund,matematik,261
Pedagogiskt arbete,Lund,barn,219
Pedagogiskt arbete,Lund,analys,212
"Försäljning, inköp, marknadsföring",Karlshamn,körkort,32
"Försäljning, inköp, marknadsföring",Karlshamn,svenska,27
"Försäljning, inköp, marknadsföring",Karlshamn,försäljning,24
"Försäljning, inköp, marknadsföring",Karlshamn,engelska,14
"Försäljning, inköp, marknadsföring",Karlshamn,geografiskt område,11
"Försäljning, inköp, marknadsföring",Karlshamn,va,11
"Försäljning, inköp, marknadsföring",Karlshamn,butik,10
"Försäljning, inköp, marknadsföring",Karlshamn,finansiell rådgivning,10
"Försäljning, inköp, marknadsföring",Karlshamn,besöksbokning,10
"Försäljning, inköp, marknadsföring",Karlshamn,försäkring,10
Socialt arbete,Malmö,svenska,457
Socialt arbete,Malmö,körkort,350
Socialt arbete,Malmö,barn,207
Socialt arbete,Malmö,lss,137
Socialt arbete,Malmö,dokumentation,119
Socialt arbete,Malmö,kommunikation,117
Socialt arbete,Malmö,omvårdnad,110
Socialt arbete,Malmö,sjukvård,108
Socialt arbete,Malmö,personlig hygien,103
Socialt arbete,Malmö,socialt arbete,99
Socialt arbete,Lindesberg,körkort,24
Socialt arbete,Lindesberg,svenska,20
Socialt arbete,Lindesberg,barn,14
Socialt arbete,Lindesberg,matlagning,11
Socialt arbete,Lindesberg,musik,11
Socialt arbete,Lindesberg,egen bil,10
Socialt arbete,Lindesberg,omvårdnad,9
Socialt arbete,Lindesberg,mat,9
Socialt arbete,Lindesberg,socionomexamen,9
Socialt arbete,Lindesberg,städning,8
"Administration, ekonomi, juridik",Lund,svenska,469
"Administration, ekonomi, juridik",Lund,engelska,314
"Administration, ekonomi, juridik",Lund,högskola,300
"Administration, ekonomi, juridik",Lund,gymnasiet,247
"Administration, ekonomi, juridik",Lund,läxhjälp,243
"Administration, ekonomi, juridik",Lund,kontinuerlig coachning,241
"Administration, ekonomi, juridik",Lund,ämneskunskaper,241
"Administration, ekonomi, juridik",Lund,microsoft office,154
"Administration, ekonomi, juridik",Lund,administration,150
"Administration, ekonomi, juridik",Lund,administrativa uppgifter,133
"Administration, ekonomi, juridik",Göteborg,svenska,1896
"Administration, ekonomi, juridik",Göteborg,engelska,1622
"Administration, ekonomi, juridik",Göteborg,ekonomi,967
"Administration, ekonomi, juridik",Göteborg,administration,690
"Administration, ekonomi, juridik",Göteborg,excel,677
"Administration, ekonomi, juridik",Göteborg,microsoft office,618
"Administration, ekonomi, juridik",Göteborg,arbetslivserfarenhet,551
"Administration, ekonomi, juridik",Göteborg,redovisning,487
"Administration, ekonomi, juridik",Göteborg,högskoleutbildning,451
"Administration, ekonomi, juridik",Göteborg,administrativa uppgifter,391
Hälso- och sjukvård,Söderhamn,svenska,59
Hälso- och sjukvård,Söderhamn,körkort,44
Hälso- och sjukvård,Söderhamn,sjukvård,32
Hälso- och sjukvård,Söderhamn,datorvana,20
Hälso- och sjukvård,Söderhamn,hälsovård,16
Hälso- och sjukvård,Söderhamn,insatser,13
Hälso- och sjukvård,Söderhamn,omsorg,13
Hälso- och sjukvård,Söderhamn,omvårdnad,12
Hälso- och sjukvård,Söderhamn,funktionshinderomsorgen,10
Hälso- och sjukvård,Söderhamn,behandling,10
Pedagogiskt arbete,Söderhamn,barn,47
Pedagogiskt arbete,Söderhamn,grundskolan,40
Pedagogiskt arbete,Söderhamn,fritidshem,24
Pedagogiskt arbete,Söderhamn,lärarlegitimation,23
Pedagogiskt arbete,Söderhamn,samverkan,19
Pedagogiskt arbete,Söderhamn,svenska,16
Pedagogiskt arbete,Söderhamn,matematik,15
Pedagogiskt arbete,Söderhamn,undervisning,15
Pedagogiskt arbete,Söderhamn,förskola,13
Pedagogiskt arbete,Söderhamn,musik,9
Data/IT,Vingåker,svenska,11
Data/IT,Vingåker,engelska,11
Data/IT,Vingåker,körkort,8
Data/IT,Vingåker,gymnasieutbildning,6
Data/IT,Vingåker,arbetslivserfarenhet,6
Data/IT,Vingåker,stödsystem,6
Data/IT,Vingåker,kringutrustning,6
Data/IT,Vingåker,operativsystem,6
Data/IT,Vingåker,svenskt medborgarskap,5
Data/IT,Vingåker,ärendehantering,5
"Hotell, restaurang, storhushåll",Söderhamn,mat,10
"Hotell, restaurang, storhushåll",Söderhamn,storköksutbildning,8
"Hotell, restaurang, storhushåll",Söderhamn,livsmedelshygien,8
"Hotell, restaurang, storhushåll",Söderhamn,servering,7
"Hotell, restaurang, storhushåll",Söderhamn,beredning,6
"Hotell, restaurang, storhushåll",Söderhamn,restaurangutbildning,6
"Hotell, restaurang, storhushåll",Söderhamn,frukost,6
"Hotell, restaurang, storhushåll",Söderhamn,måltidsverksamhet,6
"Hotell, restaurang, storhushåll",Söderhamn,körkort,5
"Hotell, restaurang, storhushåll",Söderhamn,sallader,5
Tekniskt arbete,Eksjö,svenska,15
Tekniskt arbete,Eksjö,körkort,11
Tekniskt arbete,Eksjö,engelska,7
Tekniskt arbete,Eksjö,teknik,4
Tekniskt arbete,Eksjö,arbetslivserfarenhet,4
Tekniskt arbete,Eksjö,problemlösning,4
Tekniskt arbete,Eksjö,svenskt medborgarskap,4
Tekniskt arbete,Eksjö,rör,3
Tekniskt arbete,Eksjö,reparation,3
Tekniskt arbete,Eksjö,fastigheter,3
Chefer och verksamhetsledare,Jönköping,ledarskap,120
Chefer och verksamhetsledare,Jönköping,personalansvar,114
Chefer och verksamhetsledare,Jönköping,svenska,102
Chefer och verksamhetsledare,Jönköping,ekonomi,82
Chefer och verksamhetsledare,Jönköping,engelska,72
Chefer och verksamhetsledare,Jönköping,körkort,65
Chefer och verksamhetsledare,Jönköping,högskoleutbildning,53
Chefer och verksamhetsledare,Jönköping,budgetansvar,48
Chefer och verksamhetsledare,Jönköping,utvecklingsarbete,45
Chefer och verksamhetsledare,Jönköping,försäljning,39
"Installation, drift, underhåll",Göteborg,körkort,589
"Installation, drift, underhåll",Göteborg,svenska,557
"Installation, drift, underhåll",Göteborg,engelska,332
"Installation, drift, underhåll",Göteborg,reparation,292
"Installation, drift, underhåll",Göteborg,el,292
"Installation, drift, underhåll",Göteborg,felsökning,210
"Installation, drift, underhåll",Göteborg,gymnasieutbildning,163
"Installation, drift, underhåll",Göteborg,datorvana,143
"Installation, drift, underhåll",Göteborg,installation,139
"Installation, drift, underhåll",Göteborg,teknik,132
Pedagogiskt arbete,Vara,lärarlegitimation,47
Pedagogiskt arbete,Vara,undervisning,27
Pedagogiskt arbete,Vara,lärarutbildning,18
Pedagogiskt arbete,Vara,ungdomar,12
Pedagogiskt arbete,Vara,barn,10
Pedagogiskt arbete,Vara,matematik,10
Pedagogiskt arbete,Vara,lärarexamen,9
Pedagogiskt arbete,Vara,specialpedagogik,7
Pedagogiskt arbete,Vara,teknik,7
Pedagogiskt arbete,Vara,svenska,7
"Hotell, restaurang, storhushåll",Täby,personuppgifter,16
"Hotell, restaurang, storhushåll",Täby,restaurang,14
"Hotell, restaurang, storhushåll",Täby,svenska,14
"Hotell, restaurang, storhushåll",Täby,servering,13
"Hotell, restaurang, storhushåll",Täby,kök,11
