Occupation Field,Municipality,Skill,Count
Hälso- och sjukvård,Tranemo,körkort,8
Hälso- och sjukvård,Tranemo,handledning,6
Hälso- och sjukvård,Tranemo,kommunikation,6
Hälso- och sjukvård,Tranemo,sjukvårdsinsatser,6
Socialt arbete,Grums,egen bil,10
Socialt arbete,Grums,körkort,9
Socialt arbete,Grums,barn,8
Socialt arbete,Grums,insatser,7
Socialt arbete,Grums,svenska,7
Socialt arbete,Grums,myndighetsutövning,6
Socialt arbete,Grums,dataskyddslagstiftning,5
Socialt arbete,Grums,giltigt b-körkort,4
Socialt arbete,Grums,individomsorgen,4
Socialt arbete,Grums,värme,4
"Försäljning, inköp, marknadsföring",Hässleholm,svenska,71
"Försäljning, inköp, marknadsföring",Hässleholm,försäljning,58
"Försäljning, inköp, marknadsföring",Hässleholm,körkort,49
"Försäljning, inköp, marknadsföring",Hässleholm,kundservice,32
"Försäljning, inköp, marknadsföring",Hässleholm,engelska,26
"Försäljning, inköp, marknadsföring",Hässleholm,mat,24
"Försäljning, inköp, marknadsföring",Hässleholm,egen bil,22
"Försäljning, inköp, marknadsföring",Hässleholm,bokningar,14
"Försäljning, inköp, marknadsföring",Hässleholm,inköp,12
"Försäljning, inköp, marknadsföring",Hässleholm,butik,11
"Hotell, restaurang, storhushåll",Tanum,matlagning,10
"Hotell, restaurang, storhushåll",Tanum,storhushåll,10
"Hotell, restaurang, storhushåll",Tanum,engelska,9
"Hotell, restaurang, storhushåll",Tanum,provsmakning,9
"Hotell, restaurang, storhushåll",Tanum,livsmedelshygien,9
"Hotell, restaurang, storhushåll",Tanum,mat,8
"Hotell, restaurang, storhushåll",Tanum,restaurang,7
"Hotell, restaurang, storhushåll",Tanum,salladsberedning,7
"Hotell, restaurang, storhushåll",Tanum,svenska,6
"Hotell, restaurang, storhushåll",Tanum,dietmatlagning,6
Pedagogiskt arbete,Norberg,svenska,21
Pedagogiskt arbete,Norberg,ledarskap,8
Pedagogiskt arbete,Norberg,engelska,4
Pedagogiskt arbete,Norberg,franska,4
Pedagogiskt arbete,Norberg,undervisning,4
Pedagogiskt arbete,Norberg,matematik,4
Pedagogiskt arbete,Norberg,barn,4
Pedagogiskt arbete,Norberg,förskollärarlegitimation,2
Pedagogiskt arbete,Norberg,spanska,2
Pedagogiskt arbete,Norberg,yrkesexamen,2
Pedagogiskt arbete,Norrköping,funktionsnedsättning,455
Pedagogiskt arbete,Norrköping,rekryteringsverktyg,451
Pedagogiskt arbete,Norrköping,undervisning,318
Pedagogiskt arbete,Norrköping,svenska,195
Pedagogiskt arbete,Norrköping,ledarskap,132
Pedagogiskt arbete,Norrköping,engelska,118
Pedagogiskt arbete,Norrköping,barn,108
Pedagogiskt arbete,Norrköping,styrdokument,100
Pedagogiskt arbete,Norrköping,teknik,71
Pedagogiskt arbete,Norrköping,matematik,62
"Kultur, media, design",Sollefteå,körkort,4
"Kultur, media, design",Sollefteå,kulturliv,4
"Kultur, media, design",Sollefteå,fritidsliv,4
"Kultur, media, design",Sollefteå,svenska,4
"Kultur, media, design",Sollefteå,engelska,3
"Kultur, media, design",Sollefteå,biblioteksvetenskap,2
"Kultur, media, design",Sollefteå,informationsvetenskap,2
"Kultur, media, design",Sollefteå,biblioteksarbete,2
"Kultur, media, design",Sollefteå,magisterexamen,2
"Kultur, media, design",Sollefteå,barn,2
"Försäljning, inköp, marknadsföring",Grästorp,svenska,12
"Försäljning, inköp, marknadsföring",Grästorp,körkort,9
"Försäljning, inköp, marknadsföring",Grästorp,försäljning,7
"Försäljning, inköp, marknadsföring",Grästorp,engelska,7
"Försäljning, inköp, marknadsföring",Grästorp,egen bil,6
"Försäljning, inköp, marknadsföring",Grästorp,teknisk support,5
"Försäljning, inköp, marknadsföring",Grästorp,butik,5
"Försäljning, inköp, marknadsföring",Grästorp,säljsupport,3
"Försäljning, inköp, marknadsföring",Grästorp,sortiment,3
"Försäljning, inköp, marknadsföring",Grästorp,kampanjer,3
"Hotell, restaurang, storhushåll",Botkyrka,svenska,39
"Hotell, restaurang, storhushåll",Botkyrka,engelska,32
"Hotell, restaurang, storhushåll",Botkyrka,mat,30
"Hotell, restaurang, storhushåll",Botkyrka,beställningar,22
"Hotell, restaurang, storhushåll",Botkyrka,kallskänk,21
"Hotell, restaurang, storhushåll",Botkyrka,bageri,20
"Hotell, restaurang, storhushåll",Botkyrka,administration,17
"Hotell, restaurang, storhushåll",Botkyrka,schemaläggning,16
"Hotell, restaurang, storhushåll",Botkyrka,rekrytering,16
"Hotell, restaurang, storhushåll",Botkyrka,bakverk,16
"Försäljning, inköp, marknadsföring",Botkyrka,svenska,152
"Försäljning, inköp, marknadsföring",Botkyrka,personlig utveckling,87
"Försäljning, inköp, marknadsföring",Botkyrka,försäljning,76
"Försäljning, inköp, marknadsföring",Botkyrka,körkort,58
"Försäljning, inköp, marknadsföring",Botkyrka,datorvana,36
"Försäljning, inköp, marknadsföring",Botkyrka,engelska,31
"Försäljning, inköp, marknadsföring",Botkyrka,b2c,29
"Försäljning, inköp, marknadsföring",Botkyrka,microsoft office,18
"Försäljning, inköp, marknadsföring",Botkyrka,arbetslivserfarenhet,18
"Försäljning, inköp, marknadsföring",Botkyrka,rådgivning,17
"Administration, ekonomi, juridik",Botkyrka,svenska,58
"Administration, ekonomi, juridik",Botkyrka,engelska,35
"Administration, ekonomi, juridik",Botkyrka,ekonomi,33
"Administration, ekonomi, juridik",Botkyrka,administration,24
"Administration, ekonomi, juridik",Botkyrka,kommunikation,20
"Administration, ekonomi, juridik",Botkyrka,högskoleutbildning,20
"Administration, ekonomi, juridik",Botkyrka,excel,19
"Administration, ekonomi, juridik",Botkyrka,redovisning,19
"Administration, ekonomi, juridik",Botkyrka,leverantörer,18
"Administration, ekonomi, juridik",Botkyrka,avstämningar,17
Bygg och anläggning,Botkyrka,svenska,210
Bygg och anläggning,Botkyrka,körkort,158
Bygg och anläggning,Botkyrka,engelska,110
Bygg och anläggning,Botkyrka,datorvana,63
Bygg och anläggning,Botkyrka,hälsa,59
Bygg och anläggning,Botkyrka,god fysik,56
Bygg och anläggning,Botkyrka,renovering,56
Bygg och anläggning,Botkyrka,invändig,51
Bygg och anläggning,Botkyrka,sten,41
Bygg och anläggning,Botkyrka,arbete på väg,35
"Installation, drift, underhåll",Botkyrka,körkort,111
"Installation, drift, underhåll",Botkyrka,svenska,94
"Installation, drift, underhåll",Botkyrka,mekanik,44
"Installation, drift, underhåll",Botkyrka,datorvana,42
"Installation, drift, underhåll",Botkyrka,engelska,41
"Installation, drift, underhåll",Botkyrka,hydraulik,40
"Installation, drift, underhåll",Botkyrka,reparation,39
"Installation, drift, underhåll",Botkyrka,felsökning,36
"Installation, drift, underhåll",Botkyrka,el,26
"Installation, drift, underhåll",Botkyrka,teknisk utbildning,26
Transport,Botkyrka,svenska,130
Transport,Botkyrka,körkort,86
Transport,Botkyrka,ykb,54
Transport,Botkyrka,engelska,48
Transport,Botkyrka,bilen,40
Transport,Botkyrka,taxiförarlegitimation,38
Transport,Botkyrka,truckkort,34
Transport,Botkyrka,släp,28
Transport,Botkyrka,egen bil,25
Transport,Botkyrka,arbete på väg,24
Sanering och renhållning,Nacka,svenska,32
Sanering och renhållning,Nacka,servicebranschen,18
Sanering och renhållning,Nacka,barnpassning,15
Sanering och renhållning,Nacka,körkort,13
Sanering och renhållning,Nacka,barn,13
Sanering och renhållning,Nacka,engelska,12
Sanering och renhållning,Nacka,branscherfarenhet,11
Sanering och renhållning,Nacka,franchise,10
Sanering och renhållning,Nacka,försäljning,9
Sanering och renhållning,Nacka,coachning,8
Socialt arbete,Grästorp,fritidsprogrammet,7
Socialt arbete,Grästorp,körkort,7
Socialt arbete,Grästorp,datorvana,6
Socialt arbete,Grästorp,fritidsledarutbildning,5
Socialt arbete,Grästorp,funktionshinder,5
Socialt arbete,Grästorp,städning,4
Socialt arbete,Grästorp,matlagning,4
Socialt arbete,Grästorp,personlig hygien,4
Socialt arbete,Grästorp,svenska,4
Socialt arbete,Grästorp,social dokumentation,4
Data/IT,Svenljunga,it-utveckling,1
Data/IT,Svenljunga,nätverk,1
Data/IT,Svenljunga,digitalisering,1
Data/IT,Svenljunga,servrar,1
Data/IT,Svenljunga,svenska,1
Data/IT,Svenljunga,it-säkerhet,1
Data/IT,Svenljunga,informationssäkerhet,1
Data/IT,Svenljunga,körkort,1
Data/IT,Svenljunga,it-infrastruktur,1
Data/IT,Svenljunga,gdpr,1
Socialt arbete,Vingåker,körkort,38
Socialt arbete,Vingåker,svenska,18
Socialt arbete,Vingåker,akk,11
Socialt arbete,Vingåker,dokumentation,10
Socialt arbete,Vingåker,egen bil,9
Socialt arbete,Vingåker,omsorg,7
Socialt arbete,Vingåker,funktionshinder,6
Socialt arbete,Vingåker,assistans,6
Socialt arbete,Vingåker,funktionsnedsättning,6
Socialt arbete,Vingåker,insatser,6
Data/IT,Örebro,svenska,296
Data/IT,Örebro,engelska,234
Data/IT,Örebro,teknik,118
Data/IT,Örebro,arbetslivserfarenhet,109
Data/IT,Örebro,microsoft azure,88
Data/IT,Örebro,systemutveckling,80
Data/IT,Örebro,nätverk,73
Data/IT,Örebro,c#,69
Data/IT,Örebro,.net,68
Data/IT,Örebro,problemlösning,67
Hälso- och sjukvård,Västerås,svenska,641
Hälso- och sjukvård,Västerås,rekryteringstjänster,323
Hälso- och sjukvård,Västerås,cosmic,159
Hälso- och sjukvård,Västerås,sjukvård,155
Hälso- och sjukvård,Västerås,körkort,148
Hälso- och sjukvård,Västerås,omvårdnad,105
Hälso- och sjukvård,Västerås,resor,100
Hälso- och sjukvård,Västerås,vidareutbildning,84
Hälso- och sjukvård,Västerås,dokumentation,82
Hälso- och sjukvård,Västerås,försäkring,79
Socialt arbete,Stenungsund,körkort,28
Socialt arbete,Stenungsund,svenska,16
Socialt arbete,Stenungsund,insatser,16
Socialt arbete,Stenungsund,assistans,13
Socialt arbete,Stenungsund,kommunikation,12
Socialt arbete,Stenungsund,funktionshinder,11
Socialt arbete,Stenungsund,träning,10
Socialt arbete,Stenungsund,egen bil,9
Socialt arbete,Stenungsund,sjukvård,9
Socialt arbete,Stenungsund,dokumentation,8
Hälso- och sjukvård,Staffanstorp,svenska,30
Hälso- och sjukvård,Staffanstorp,sjukvård,19
Hälso- och sjukvård,Staffanstorp,körkort,13
Hälso- och sjukvård,Staffanstorp,dokumentation,12
Hälso- och sjukvård,Staffanstorp,mottagning,12
Hälso- och sjukvård,Staffanstorp,språkkunskaper,12
Hälso- och sjukvård,Staffanstorp,omsorg,11
Hälso- och sjukvård,Staffanstorp,pmo,9
Hälso- och sjukvård,Staffanstorp,hälsoarbete,8
Hälso- och sjukvård,Staffanstorp,datorvana,8
Socialt arbete,Ängelholm,körkort,27
Socialt arbete,Ängelholm,svenska,24
Socialt arbete,Ängelholm,matlagning,21
Socialt arbete,Ängelholm,omvårdnad,19
Socialt arbete,Ängelholm,barn,19
Socialt arbete,Ängelholm,sjukvård,17
Socialt arbete,Ängelholm,ungdomar,14
Socialt arbete,Ängelholm,assistans,14
Socialt arbete,Ängelholm,kommunikation,12
Socialt arbete,Ängelholm,insatser,12
"Hotell, restaurang, storhushåll",Södertälje,svenska,32
"Hotell, restaurang, storhushåll",Södertälje,mat,18
"Hotell, restaurang, storhushåll",Södertälje,servering,16
"Hotell, restaurang, storhushåll",Södertälje,sallader,12
"Hotell, restaurang, storhushåll",Södertälje,restaurang,11
"Hotell, restaurang, storhushåll",Södertälje,kassa,10
"Hotell, restaurang, storhushåll",Södertälje,kök,10
"Hotell, restaurang, storhushåll",Södertälje,engelska,10
"Hotell, restaurang, storhushåll",Södertälje,beredning,10
"Hotell, restaurang, storhushåll",Södertälje,personuppgifter,8
"Installation, drift, underhåll",Norrköping,körkort,124
"Installation, drift, underhåll",Norrköping,svenska,79
"Installation, drift, underhåll",Norrköping,reparation,57
"Installation, drift, underhåll",Norrköping,el,40
"Installation, drift, underhåll",Norrköping,engelska,34
"Installation, drift, underhåll",Norrköping,datorvana,31
"Installation, drift, underhåll",Norrköping,felsökning,30
"Installation, drift, underhåll",Norrköping,gymnasieutbildning,29
"Installation, drift, underhåll",Norrköping,teknik,25
"Installation, drift, underhåll",Norrköping,installation,25
Pedagogiskt arbete,Örebro,förskola,513
Pedagogiskt arbete,Örebro,barnomsorg,497
Pedagogiskt arbete,Örebro,undervisning,493
Pedagogiskt arbete,Örebro,svenska,332
Pedagogiskt arbete,Örebro,barn,221
Pedagogiskt arbete,Örebro,lärarlegitimation,188
Pedagogiskt arbete,Örebro,engelska,182
Pedagogiskt arbete,Örebro,forskning,171
Pedagogiskt arbete,Örebro,verksamhetssystem,157
Pedagogiskt arbete,Örebro,icdp,132
"Installation, drift, underhåll",Stenungsund,körkort,35
"Installation, drift, underhåll",Stenungsund,svenska,19
"Installation, drift, underhåll",Stenungsund,gymnasieutbildning,16
"Installation, drift, underhåll",Stenungsund,reparation,13
"Installation, drift, underhåll",Stenungsund,utrustning,13
"Installation, drift, underhåll",Stenungsund,engelska,10
"Installation, drift, underhåll",Stenungsund,datorvana,9
"Installation, drift, underhåll",Stenungsund,kompressorer,9
"Installation, drift, underhåll",Stenungsund,underhållsarbete,9
"Installation, drift, underhåll",Stenungsund,säkerhet,9
Socialt arbete,Mark,körkort,53
Socialt arbete,Mark,svenska,25
Socialt arbete,Mark,barn,23
Socialt arbete,Mark,assistans,19
Socialt arbete,Mark,autism,18
Socialt arbete,Mark,sjukvård,17
Socialt arbete,Mark,ungdomar,17
Socialt arbete,Mark,lss,14
Socialt arbete,Mark,hushållssysslor,13
Socialt arbete,Mark,myndighetsutövning,13
Hälso- och sjukvård,Borås,svenska,536
Hälso- och sjukvård,Borås,körkort,161
Hälso- och sjukvård,Borås,sjukvård,153
Hälso- och sjukvård,Borås,melior,86
Hälso- och sjukvård,Borås,journalsystem,85
Hälso- och sjukvård,Borås,behandling,84
Hälso- och sjukvård,Borås,resor,83
Hälso- och sjukvård,Borås,barn,77
Hälso- och sjukvård,Borås,hemsjukvård,74
Hälso- och sjukvård,Borås,vidareutbildning,73
Transport,Jönköping,svenska,389
Transport,Jönköping,lager,279
Transport,Jönköping,truckkort,277
Transport,Jönköping,körkort,210
Transport,Jönköping,truckkörning,126
Transport,Jönköping,logistik,113
Transport,Jönköping,egen bil,112
Transport,Jönköping,engelska,110
Transport,Jönköping,lastning,107
Transport,Jönköping,lossning,98
Pedagogiskt arbete,Ekerö,undervisning,22
Pedagogiskt arbete,Ekerö,barn,18
Pedagogiskt arbete,Ekerö,lärarlegitimation,16
Pedagogiskt arbete,Ekerö,svenska,15
Pedagogiskt arbete,Ekerö,matematik,13
Pedagogiskt arbete,Ekerö,ungdomar,11
Pedagogiskt arbete,Ekerö,miljö,8
Pedagogiskt arbete,Ekerö,fritidshem,6
Pedagogiskt arbete,Ekerö,ikt,6
Pedagogiskt arbete,Ekerö,arbetslivserfarenhet,5
Pedagogiskt arbete,Kristinehamn,vuxenutbildning,83
Pedagogiskt arbete,Kristinehamn,verktyg,82
Pedagogiskt arbete,Kristinehamn,kulturskola,82
Pedagogiskt arbete,Kristinehamn,musikskola,80
Pedagogiskt arbete,Kristinehamn,särskola,76
Pedagogiskt arbete,Kristinehamn,ungdomar,68
Pedagogiskt arbete,Kristinehamn,lärarlegitimation,55
Pedagogiskt arbete,Kristinehamn,lärarutbildning,48
Pedagogiskt arbete,Kristinehamn,läroplaner,47
Pedagogiskt arbete,Kristinehamn,barn,17
Chefer och verksamhetsledare,Östersund,personalansvar,76
Chefer och verksamhetsledare,Östersund,ledarskap,70
Chefer och verksamhetsledare,Östersund,ekonomi,55
Chefer och verksamhetsledare,Östersund,svenska,45
Chefer och verksamhetsledare,Östersund,arbetsmiljö,42
Chefer och verksamhetsledare,Östersund,körkort,40
Chefer och verksamhetsledare,Östersund,högskoleutbildning,37
Chefer och verksamhetsledare,Östersund,engelska,35
Chefer och verksamhetsledare,Östersund,sjukvård,34
Chefer och verksamhetsledare,Östersund,utvecklingsarbete,34
Hälso- och sjukvård,Simrishamn,sjukvård,18
Hälso- och sjukvård,Simrishamn,svenska,17
Hälso- och sjukvård,Simrishamn,körkort,9
Hälso- och sjukvård,Simrishamn,rådgivning,8
Hälso- och sjukvård,Simrishamn,datorvana,7
Hälso- och sjukvård,Simrishamn,datorkunskaper,7
Hälso- och sjukvård,Simrishamn,vårdcentral,6
Hälso- och sjukvård,Simrishamn,behandling,6
Hälso- och sjukvård,Simrishamn,verksamhetssystem,6
Hälso- och sjukvård,Simrishamn,omsorg,5
Pedagogiskt arbete,Strängnäs,dokumentation,157
Pedagogiskt arbete,Strängnäs,sfi,134
Pedagogiskt arbete,Strängnäs,vuxenutbildning,134
Pedagogiskt arbete,Strängnäs,grundskola,133
Pedagogiskt arbete,Strängnäs,gymnasieskola,133
Pedagogiskt arbete,Strängnäs,gymnasiesärskola,133
Pedagogiskt arbete,Strängnäs,elevhälsa,133
Pedagogiskt arbete,Strängnäs,fritidshem,91
Pedagogiskt arbete,Strängnäs,undervisning,79
Pedagogiskt arbete,Strängnäs,svenska,71
Pedagogiskt arbete,Ulricehamn,skollagen,129
Pedagogiskt arbete,Ulricehamn,förskola,129
Pedagogiskt arbete,Ulricehamn,grundskolan,128
Pedagogiskt arbete,Ulricehamn,pedagogisk verksamhet,128
Pedagogiskt arbete,Ulricehamn,grundsärskolan,126
Pedagogiskt arbete,Ulricehamn,examensbevis,97
Pedagogiskt arbete,Ulricehamn,undervisning,93
Pedagogiskt arbete,Ulricehamn,barn,35
Pedagogiskt arbete,Ulricehamn,körkort,31
Pedagogiskt arbete,Ulricehamn,lärarlegitimation,31
Transport,Östersund,svenska,29
Transport,Östersund,körkort,18
Transport,Östersund,gymnasieutbildning,16
Transport,Östersund,lager,14
Transport,Östersund,ykb,12
Transport,Östersund,truckkort,11
Transport,Östersund,träning,8
Transport,Östersund,rör,8
Transport,Östersund,c-körkort,7
Transport,Östersund,lossning,7
"Försäljning, inköp, marknadsföring",Nyköping,svenska,140
"Försäljning, inköp, marknadsföring",Nyköping,personlig utveckling,92
"Försäljning, inköp, marknadsföring",Nyköping,försäljning,68
"Försäljning, inköp, marknadsföring",Nyköping,körkort,65
"Försäljning, inköp, marknadsföring",Nyköping,engelska,31
"Försäljning, inköp, marknadsföring",Nyköping,egen bil,24
"Försäljning, inköp, marknadsföring",Nyköping,kundrelationer,22
"Försäljning, inköp, marknadsföring",Nyköping,va,20
"Försäljning, inköp, marknadsföring",Nyköping,geografiskt område,19
"Försäljning, inköp, marknadsföring",Nyköping,energi,18
Bygg och anläggning,Sundbyberg,svenska,26
Bygg och anläggning,Sundbyberg,körkort,20
Bygg och anläggning,Sundbyberg,engelska,18
Bygg och anläggning,Sundbyberg,privatliv,13
Bygg och anläggning,Sundbyberg,projektledning,10
Bygg och anläggning,Sundbyberg,kraftnät,9
Bygg och anläggning,Sundbyberg,anläggningsprojekt,9
Bygg och anläggning,Sundbyberg,arbetslivserfarenhet,8
Bygg och anläggning,Sundbyberg,infrastruktur,8
Bygg och anläggning,Sundbyberg,anläggning,7
Transport,Upplands Väsby,svenska,56
Transport,Upplands Väsby,körkort,35
Transport,Upplands Väsby,lastning,30
Transport,Upplands Väsby,lossning,26
Transport,Upplands Väsby,truckkort,25
Transport,Upplands Väsby,styckegods,22
Transport,Upplands Väsby,egen bil,21
Transport,Upplands Väsby,lager,20
Transport,Upplands Väsby,terminal,19
Transport,Upplands Väsby,engelska,18
"Administration, ekonomi, juridik",Trelleborg,svenska,26
"Administration, ekonomi, juridik",Trelleborg,arbetslivserfarenhet,11
"Administration, ekonomi, juridik",Trelleborg,administration,10
"Administration, ekonomi, juridik",Trelleborg,microsoft office,10
"Administration, ekonomi, juridik",Trelleborg,högskoleutbildning,10
"Administration, ekonomi, juridik",Trelleborg,sjukvårdsadministration,10
"Administration, ekonomi, juridik",Trelleborg,medicinsk terminologi,9
"Administration, ekonomi, juridik",Trelleborg,engelska,8
"Administration, ekonomi, juridik",Trelleborg,hälsoadministration,8
"Administration, ekonomi, juridik",Trelleborg,administrativa uppgifter,8
"Försäljning, inköp, marknadsföring",Luleå,försäljning,200
"Försäljning, inköp, marknadsföring",Luleå,svenska,128
"Försäljning, inköp, marknadsföring",Luleå,körkort,71
"Försäljning, inköp, marknadsföring",Luleå,engelska,54
"Försäljning, inköp, marknadsföring",Luleå,kundservice,45
"Försäljning, inköp, marknadsföring",Luleå,kaffemaskiner,40
"Försäljning, inköp, marknadsföring",Luleå,kundtjänst,29
"Försäljning, inköp, marknadsföring",Luleå,butik,27
"Försäljning, inköp, marknadsföring",Luleå,b2b,25
"Försäljning, inköp, marknadsföring",Luleå,egen bil,22
Hälso- och sjukvård,Landskrona,svenska,117
Hälso- och sjukvård,Landskrona,sjukvård,68
Hälso- och sjukvård,Landskrona,språkkunskaper,48
Hälso- och sjukvård,Landskrona,primärvård,26
Hälso- och sjukvård,Landskrona,dokumentation,23
Hälso- och sjukvård,Landskrona,datorvana,22
Hälso- och sjukvård,Landskrona,hälsoarbete,20
Hälso- och sjukvård,Landskrona,pmo,18
Hälso- och sjukvård,Landskrona,barn,18
Hälso- och sjukvård,Landskrona,handledning,17
Pedagogiskt arbete,Trollhättan,undervisning,139
Pedagogiskt arbete,Trollhättan,svenska,89
Pedagogiskt arbete,Trollhättan,styrdokument,72
Pedagogiskt arbete,Trollhättan,engelska,69
Pedagogiskt arbete,Trollhättan,utvecklingsarbete,45
Pedagogiskt arbete,Trollhättan,barn,45
Pedagogiskt arbete,Trollhättan,forskning,39
Pedagogiskt arbete,Trollhättan,produktionsteknik,37
Pedagogiskt arbete,Trollhättan,forskarutbildning,36
Pedagogiskt arbete,Trollhättan,matematik,34
Chefer och verksamhetsledare,Österåker,personalansvar,9
Chefer och verksamhetsledare,Österåker,funktionsnedsättning,9
Chefer och verksamhetsledare,Österåker,budgetansvar,7
Chefer och verksamhetsledare,Österåker,arbetsmiljö,7
Chefer och verksamhetsledare,Österåker,ledarskap,7
Chefer och verksamhetsledare,Österåker,svenska,5
Chefer och verksamhetsledare,Österåker,ekonomi,4
Chefer och verksamhetsledare,Österåker,utvecklingsarbete,4
Chefer och verksamhetsledare,Österåker,rekrytering,3
Chefer och verksamhetsledare,Österåker,verksamhetsansvar,3
Pedagogiskt arbete,Halmstad,förskola,256
Pedagogiskt arbete,Halmstad,undervisning,185
Pedagogiskt arbete,Halmstad,samverkan,105
Pedagogiskt arbete,Halmstad,svenska,79
Pedagogiskt arbete,Halmstad,metodik,75
Pedagogiskt arbete,Halmstad,forskning,68
Pedagogiskt arbete,Halmstad,barn,67
Pedagogiskt arbete,Halmstad,engelska,67
Pedagogiskt arbete,Halmstad,styrdokument,65
Pedagogiskt arbete,Halmstad,lärarlegitimation,58
Socialt arbete,Norrköping,körkort,114
Socialt arbete,Norrköping,funktionsnedsättning,104
Socialt arbete,Norrköping,svenska,102
Socialt arbete,Norrköping,rekryteringsverktyg,99
Socialt arbete,Norrköping,barn,73
Socialt arbete,Norrköping,sjukvård,56
Socialt arbete,Norrköping,omvårdnad,46
Socialt arbete,Norrköping,dokumentation,43
Socialt arbete,Norrköping,datorvana,41
Socialt arbete,Norrköping,omsorg,40
Transport,Kungsbacka,svenska,51
Transport,Kungsbacka,körkort,42
Transport,Kungsbacka,lager,24
Transport,Kungsbacka,truckkort,21
Transport,Kungsbacka,truckkörning,15
Transport,Kungsbacka,lag,13
Transport,Kungsbacka,engelska,11
Transport,Kungsbacka,ykb,10
Transport,Kungsbacka,tidningar,10
Transport,Kungsbacka,gymnasieutbildning,10
Socialt arbete,Lidköping,körkort,33
Socialt arbete,Lidköping,barn,14
Socialt arbete,Lidköping,ungdomar,14
Socialt arbete,Lidköping,sjukvård,13
Socialt arbete,Lidköping,högskoleutbildning,12
Socialt arbete,Lidköping,svenska,11
Socialt arbete,Lidköping,egen bil,10
Socialt arbete,Lidköping,socialt arbete,9
Socialt arbete,Lidköping,insatser,8
Socialt arbete,Lidköping,dokumentation,7
"Försäljning, inköp, marknadsföring",Halmstad,svenska,287
"Försäljning, inköp, marknadsföring",Halmstad,försäljning,276
"Försäljning, inköp, marknadsföring",Halmstad,körkort,135
"Försäljning, inköp, marknadsföring",Halmstad,engelska,91
"Försäljning, inköp, marknadsföring",Halmstad,personlig utveckling,54
"Försäljning, inköp, marknadsföring",Halmstad,b2c,53
"Försäljning, inköp, marknadsföring",Halmstad,butik,48
"Försäljning, inköp, marknadsföring",Halmstad,verktyg,43
"Försäljning, inköp, marknadsföring",Halmstad,kundservice,42
"Försäljning, inköp, marknadsföring",Halmstad,egen bil,41
Pedagogiskt arbete,Hörby,undervisning,16
Pedagogiskt arbete,Hörby,barn,16
Pedagogiskt arbete,Hörby,ungdomar,12
Pedagogiskt arbete,Hörby,lärarlegitimation,12
Pedagogiskt arbete,Hörby,musik,11
Pedagogiskt arbete,Hörby,grundskolan,8
Pedagogiskt arbete,Hörby,bild,7
Pedagogiskt arbete,Hörby,styrdokument,7
Pedagogiskt arbete,Hörby,matematik,7
Pedagogiskt arbete,Hörby,dans,6
Bygg och anläggning,Varberg,körkort,68
Bygg och anläggning,Varberg,svenska,56
Bygg och anläggning,Varberg,ritningsläsning,32
Bygg och anläggning,Varberg,byggbranschen,31
Bygg och anläggning,Varberg,verktyg,27
Bygg och anläggning,Varberg,lag,23
Bygg och anläggning,Varberg,husproduktion,23
Bygg och anläggning,Varberg,betongarbete,21
Bygg och anläggning,Varberg,armering,21
Bygg och anläggning,Varberg,byggindustrin,20
Socialt arbete,Eskilstuna,svenska,138
Socialt arbete,Eskilstuna,körkort,111
Socialt arbete,Eskilstuna,rekryteringstjänster,90
Socialt arbete,Eskilstuna,barn,79
Socialt arbete,Eskilstuna,insatser,60
Socialt arbete,Eskilstuna,socialt arbete,55
Socialt arbete,Eskilstuna,matlagning,48
Socialt arbete,Eskilstuna,mi,47
Socialt arbete,Eskilstuna,funktionshinder,40
Socialt arbete,Eskilstuna,myndighetsutövning,38
"Försäljning, inköp, marknadsföring",Tanum,svenska,19
"Försäljning, inköp, marknadsföring",Tanum,körkort,13
"Försäljning, inköp, marknadsföring",Tanum,försäljning,12
"Försäljning, inköp, marknadsföring",Tanum,engelska,10
"Försäljning, inköp, marknadsföring",Tanum,butik,8
"Försäljning, inköp, marknadsföring",Tanum,geografiskt område,7
"Försäljning, inköp, marknadsföring",Tanum,va,7
"Försäljning, inköp, marknadsföring",Tanum,uppröjning,4
"Försäljning, inköp, marknadsföring",Tanum,strukturering,4
"Försäljning, inköp, marknadsföring",Tanum,egen bil,4
Socialt arbete,Ulricehamn,körkort,49
Socialt arbete,Ulricehamn,svenska,30
Socialt arbete,Ulricehamn,barn,21
Socialt arbete,Ulricehamn,fritidsprogrammet,17
Socialt arbete,Ulricehamn,egen bil,17
Socialt arbete,Ulricehamn,funktionsnedsättning,16
Socialt arbete,Ulricehamn,dokumentation,16
Socialt arbete,Ulricehamn,lss,15
Socialt arbete,Ulricehamn,kommunikation,13
Socialt arbete,Ulricehamn,psykiatri,13
Chefer och verksamhetsledare,Oskarshamn,svenska,26
Chefer och verksamhetsledare,Oskarshamn,personalansvar,19
Chefer och verksamhetsledare,Oskarshamn,körkort,18
Chefer och verksamhetsledare,Oskarshamn,ekonomi,17
Chefer och verksamhetsledare,Oskarshamn,försäljning,12
Chefer och verksamhetsledare,Oskarshamn,engelska,12
Chefer och verksamhetsledare,Oskarshamn,högskoleutbildning,10
Chefer och verksamhetsledare,Oskarshamn,ledarskap,9
Chefer och verksamhetsledare,Oskarshamn,budgetansvar,9
Chefer och verksamhetsledare,Oskarshamn,butik,8
"Installation, drift, underhåll",Täby,svenska,36
"Installation, drift, underhåll",Täby,körkort,28
