Occupation Field,Municipality,Skill,Count
"Försäljning, inköp, marknadsföring",Stockholm,försäljning,21040
"Försäljning, inköp, marknadsföring",Stockholm,svenska,20987
"Försäljning, inköp, marknadsföring",Stockholm,engelska,11242
"Försäljning, inköp, marknadsföring",Stockholm,b2b,6121
"Försäljning, inköp, marknadsföring",Stockholm,körkort,5079
"Försäljning, inköp, marknadsföring",Stockholm,kundservice,3687
"Försäljning, inköp, marknadsföring",Stockholm,verktyg,3367
"Försäljning, inköp, marknadsföring",Stockholm,kundrelationer,3112
"Försäljning, inköp, marknadsföring",Stockholm,sales,3000
"Försäljning, inköp, marknadsföring",Stockholm,microsoft office,2522
"Installation, drift, underhåll",Västervik,körkort,43
"Installation, drift, underhåll",Västervik,arbetslivserfarenhet,20
"Installation, drift, underhåll",Västervik,reparation,14
"Installation, drift, underhåll",Västervik,el,13
"Installation, drift, underhåll",Västervik,svenska,13
"Installation, drift, underhåll",Västervik,fastigheter,13
"Installation, drift, underhåll",Västervik,gymnasieutbildning,12
"Installation, drift, underhåll",Västervik,teknik,12
"Installation, drift, underhåll",Västervik,reservdelar,11
"Installation, drift, underhåll",Västervik,felsökning,11
"Installation, drift, underhåll",Mölndal,svenska,265
"Installation, drift, underhåll",Mölndal,engelska,183
"Installation, drift, underhåll",Mölndal,körkort,175
"Installation, drift, underhåll",Mölndal,el,119
"Installation, drift, underhåll",Mölndal,felsökning,102
"Installation, drift, underhåll",Mölndal,reparation,97
"Installation, drift, underhåll",Mölndal,tunga fordon,42
"Installation, drift, underhåll",Mölndal,montering,42
"Installation, drift, underhåll",Mölndal,utrustning,41
"Installation, drift, underhåll",Mölndal,reparationsarbeten,39
"Hotell, restaurang, storhushåll",Sollentuna,svenska,57
"Hotell, restaurang, storhushåll",Sollentuna,mat,38
"Hotell, restaurang, storhushåll",Sollentuna,engelska,22
"Hotell, restaurang, storhushåll",Sollentuna,restaurang,19
"Hotell, restaurang, storhushåll",Sollentuna,hotell,17
"Hotell, restaurang, storhushåll",Sollentuna,personuppgifter,17
"Hotell, restaurang, storhushåll",Sollentuna,beställningar,17
"Hotell, restaurang, storhushåll",Sollentuna,specialkost,17
"Hotell, restaurang, storhushåll",Sollentuna,kök,17
"Hotell, restaurang, storhushåll",Sollentuna,egenkontroll,17
"Administration, ekonomi, juridik",Eskilstuna,svenska,425
"Administration, ekonomi, juridik",Eskilstuna,engelska,214
"Administration, ekonomi, juridik",Eskilstuna,microsoft office,151
"Administration, ekonomi, juridik",Eskilstuna,arbetslivserfarenhet,144
"Administration, ekonomi, juridik",Eskilstuna,ekonomi,137
"Administration, ekonomi, juridik",Eskilstuna,vägledning,131
"Administration, ekonomi, juridik",Eskilstuna,körkort,87
"Administration, ekonomi, juridik",Eskilstuna,högskoleutbildning,83
"Administration, ekonomi, juridik",Eskilstuna,administrativa uppgifter,79
"Administration, ekonomi, juridik",Eskilstuna,administration,69
"Hotell, restaurang, storhushåll",Västerås,mat,133
"Hotell, restaurang, storhushåll",Västerås,svenska,126
"Hotell, restaurang, storhushåll",Västerås,restaurang,88
"Hotell, restaurang, storhushåll",Västerås,kök,83
"Hotell, restaurang, storhushåll",Västerås,matlagning,74
"Hotell, restaurang, storhushåll",Västerås,engelska,50
"Hotell, restaurang, storhushåll",Västerås,bar,50
"Hotell, restaurang, storhushåll",Västerås,servering,49
"Hotell, restaurang, storhushåll",Västerås,beställningar,41
"Hotell, restaurang, storhushåll",Västerås,dryck,41
"Installation, drift, underhåll",Eskilstuna,svenska,389
"Installation, drift, underhåll",Eskilstuna,engelska,354
"Installation, drift, underhåll",Eskilstuna,reparation,286
"Installation, drift, underhåll",Eskilstuna,körkort,280
"Installation, drift, underhåll",Eskilstuna,dokumentation,177
"Installation, drift, underhåll",Eskilstuna,automation,159
"Installation, drift, underhåll",Eskilstuna,gymnasieutbildning,119
"Installation, drift, underhåll",Eskilstuna,teknik,117
"Installation, drift, underhåll",Eskilstuna,industri,115
"Installation, drift, underhåll",Eskilstuna,design,114
"Installation, drift, underhåll",Sundbyberg,svenska,125
"Installation, drift, underhåll",Sundbyberg,körkort,99
"Installation, drift, underhåll",Sundbyberg,engelska,58
"Installation, drift, underhåll",Sundbyberg,reparation,55
"Installation, drift, underhåll",Sundbyberg,arbetslivserfarenhet,49
"Installation, drift, underhåll",Sundbyberg,felsökning,40
"Installation, drift, underhåll",Sundbyberg,it-kunskaper,28
"Installation, drift, underhåll",Sundbyberg,arbetsredskap,27
"Installation, drift, underhåll",Sundbyberg,microsoft office,26
"Installation, drift, underhåll",Sundbyberg,bilen,24
Hälso- och sjukvård,Stockholm,svenska,5715
Hälso- och sjukvård,Stockholm,personuppgifter,2778
Hälso- och sjukvård,Stockholm,sjukvård,2418
Hälso- och sjukvård,Stockholm,omvårdnad,1512
Hälso- och sjukvård,Stockholm,yrkeslegitimation,1449
Hälso- och sjukvård,Stockholm,registerkontroll,1446
Hälso- och sjukvård,Stockholm,körkort,1409
Hälso- och sjukvård,Stockholm,behandling,1225
Hälso- och sjukvård,Stockholm,psykiatri,1159
Hälso- och sjukvård,Stockholm,dokumentation,1061
"Administration, ekonomi, juridik",Stockholm,svenska,13747
"Administration, ekonomi, juridik",Stockholm,engelska,10281
"Administration, ekonomi, juridik",Stockholm,ekonomi,5356
"Administration, ekonomi, juridik",Stockholm,microsoft office,4569
"Administration, ekonomi, juridik",Stockholm,excel,3575
"Administration, ekonomi, juridik",Stockholm,arbetslivserfarenhet,3534
"Administration, ekonomi, juridik",Stockholm,administration,3314
"Administration, ekonomi, juridik",Stockholm,redovisning,2578
"Administration, ekonomi, juridik",Stockholm,administrativa uppgifter,2372
"Administration, ekonomi, juridik",Stockholm,rekrytering,1785
Hälso- och sjukvård,Lund,svenska,1949
Hälso- och sjukvård,Lund,sjukvård,1472
Hälso- och sjukvård,Lund,konsultchefer,1227
Hälso- och sjukvård,Lund,vårderfarenhet,1227
Hälso- och sjukvård,Lund,språkkunskaper,1099
Hälso- och sjukvård,Lund,arbetslivserfarenhet,464
Hälso- och sjukvård,Lund,omvårdnad,450
Hälso- och sjukvård,Lund,specialistutbildning,421
Hälso- och sjukvård,Lund,journalsystem,395
Hälso- och sjukvård,Lund,akutsjukvård,394
Hälso- och sjukvård,Borås,hemsjukvård,490
Hälso- och sjukvård,Borås,svenska,465
Hälso- och sjukvård,Borås,verktyg,451
Hälso- och sjukvård,Borås,sjukvård,341
Hälso- och sjukvård,Borås,behandling,244
Hälso- och sjukvård,Borås,körkort,191
Hälso- och sjukvård,Borås,omvårdnad,167
Hälso- och sjukvård,Borås,vårderfarenhet,165
Hälso- och sjukvård,Borås,konsultchefer,163
Hälso- och sjukvård,Borås,journalsystem,137
Data/IT,Växjö,svenska,249
Data/IT,Växjö,engelska,219
Data/IT,Växjö,teknik,92
Data/IT,Växjö,java,66
Data/IT,Växjö,arbetslivserfarenhet,65
Data/IT,Växjö,.net,56
Data/IT,Växjö,c#,49
Data/IT,Växjö,hårdvara,49
Data/IT,Växjö,digitalisering,49
Data/IT,Växjö,programmering,48
"Transport, distribution, lager",Växjö,truckkort,695
"Transport, distribution, lager",Växjö,svenska,499
"Transport, distribution, lager",Växjö,lager,450
"Transport, distribution, lager",Växjö,logistik,367
"Transport, distribution, lager",Växjö,truckkörning,345
"Transport, distribution, lager",Växjö,körkort,340
"Transport, distribution, lager",Växjö,lastning,329
"Transport, distribution, lager",Växjö,lossning,324
"Transport, distribution, lager",Växjö,skjutstativtruck,313
"Transport, distribution, lager",Växjö,emballage,255
Hälso- och sjukvård,Jönköping,svenska,635
Hälso- och sjukvård,Jönköping,sjukvård,462
Hälso- och sjukvård,Jönköping,körkort,322
Hälso- och sjukvård,Jönköping,dokumentation,280
Hälso- och sjukvård,Jönköping,vårderfarenhet,252
Hälso- och sjukvård,Jönköping,omvårdnad,248
Hälso- och sjukvård,Jönköping,konsultchefer,235
Hälso- och sjukvård,Jönköping,omsorg,194
Hälso- och sjukvård,Jönköping,läkemedelshantering,155
Hälso- och sjukvård,Jönköping,tvätt,147
Hälso- och sjukvård,Huddinge,konsultchefer,1148
Hälso- och sjukvård,Huddinge,vårderfarenhet,1148
Hälso- och sjukvård,Huddinge,svenska,653
Hälso- och sjukvård,Huddinge,personuppgifter,408
Hälso- och sjukvård,Huddinge,sjukvård,375
Hälso- och sjukvård,Huddinge,vårdavdelning,322
Hälso- och sjukvård,Huddinge,psykiatri,297
Hälso- och sjukvård,Huddinge,dokumentation,276
Hälso- och sjukvård,Huddinge,akutsjukvård,259
Hälso- och sjukvård,Huddinge,arbetslivserfarenhet,246
Hälso- och sjukvård,Nacka,svenska,568
Hälso- och sjukvård,Nacka,sjukvård,307
Hälso- och sjukvård,Nacka,psykiatri,300
Hälso- och sjukvård,Nacka,körkort,178
Hälso- och sjukvård,Nacka,personuppgifter,175
Hälso- och sjukvård,Nacka,registerkontroll,151
Hälso- och sjukvård,Nacka,yrkeslegitimation,148
Hälso- och sjukvård,Nacka,omsorg,147
Hälso- och sjukvård,Nacka,specialistutbildning,143
Hälso- och sjukvård,Nacka,omvårdnad,131
Hälso- och sjukvård,Eskilstuna,svenska,389
Hälso- och sjukvård,Eskilstuna,sjukvård,356
Hälso- och sjukvård,Eskilstuna,journalsystem,186
Hälso- och sjukvård,Eskilstuna,vårderfarenhet,183
Hälso- och sjukvård,Eskilstuna,körkort,181
Hälso- och sjukvård,Eskilstuna,konsultchefer,180
Hälso- och sjukvård,Eskilstuna,omvårdnad,157
Hälso- och sjukvård,Eskilstuna,barn,132
Hälso- och sjukvård,Eskilstuna,vägledning,131
Hälso- och sjukvård,Eskilstuna,hälsovård,111
"Installation, drift, underhåll",Uppsala,svenska,493
"Installation, drift, underhåll",Uppsala,körkort,459
"Installation, drift, underhåll",Uppsala,reparation,412
"Installation, drift, underhåll",Uppsala,engelska,392
"Installation, drift, underhåll",Uppsala,felsökning,219
"Installation, drift, underhåll",Uppsala,fordon,193
"Installation, drift, underhåll",Uppsala,personbilar,189
"Installation, drift, underhåll",Uppsala,el,179
"Installation, drift, underhåll",Uppsala,bilen,172
"Installation, drift, underhåll",Uppsala,installation,162
Bygg och anläggning,Enköping,körkort,36
Bygg och anläggning,Enköping,svenska,27
Bygg och anläggning,Enköping,engelska,8
Bygg och anläggning,Enköping,anläggning,6
Bygg och anläggning,Enköping,upphandling,6
Bygg och anläggning,Enköping,projektledning,6
Bygg och anläggning,Enköping,röjsåg,5
Bygg och anläggning,Enköping,svenskt medborgarskap,5
Bygg och anläggning,Enköping,yrkesbevis,5
Bygg och anläggning,Enköping,material,5
Chefer och verksamhetsledare,Västervik,svenska,30
Chefer och verksamhetsledare,Västervik,ledarskap,30
Chefer och verksamhetsledare,Västervik,ekonomi,30
Chefer och verksamhetsledare,Västervik,personalansvar,28
Chefer och verksamhetsledare,Västervik,körkort,23
Chefer och verksamhetsledare,Västervik,arbetsmiljö,17
Chefer och verksamhetsledare,Västervik,engelska,15
Chefer och verksamhetsledare,Västervik,arbetsmiljöansvar,14
Chefer och verksamhetsledare,Västervik,rekryteringstjänster,13
Chefer och verksamhetsledare,Västervik,högskoleutbildning,13
"Installation, drift, underhåll",Mönsterås,svenska,57
"Installation, drift, underhåll",Mönsterås,körkort,54
"Installation, drift, underhåll",Mönsterås,felsökning,25
"Installation, drift, underhåll",Mönsterås,reparation,20
"Installation, drift, underhåll",Mönsterås,introduktionsprogram,19
"Installation, drift, underhåll",Mönsterås,försäljning,19
"Installation, drift, underhåll",Mönsterås,säkerhetsrådgivning,19
"Installation, drift, underhåll",Mönsterås,engelska,18
"Installation, drift, underhåll",Mönsterås,gymnasieutbildning,17
"Installation, drift, underhåll",Mönsterås,el,17
Hälso- och sjukvård,Norrköping,svenska,767
Hälso- och sjukvård,Norrköping,vårderfarenhet,673
Hälso- och sjukvård,Norrköping,konsultchefer,672
Hälso- och sjukvård,Norrköping,sjukvård,395
Hälso- och sjukvård,Norrköping,journalsystem,281
Hälso- och sjukvård,Norrköping,körkort,253
Hälso- och sjukvård,Norrköping,telefonsamtal,239
Hälso- och sjukvård,Norrköping,psykiatri,224
Hälso- och sjukvård,Norrköping,specialistutbildning,198
Hälso- och sjukvård,Norrköping,rekryteringsverktyg,194
Hälso- och sjukvård,Umeå,svenska,751
Hälso- och sjukvård,Umeå,sjukvård,627
Hälso- och sjukvård,Umeå,körkort,298
Hälso- och sjukvård,Umeå,vårderfarenhet,240
Hälso- och sjukvård,Umeå,konsultchefer,237
Hälso- och sjukvård,Umeå,omsorg,227
Hälso- och sjukvård,Umeå,specialistutbildning,206
Hälso- och sjukvård,Umeå,behandling,205
Hälso- och sjukvård,Umeå,dokumentation,198
Hälso- och sjukvård,Umeå,psykiatri,178
Hälso- och sjukvård,Motala,konsultchefer,355
Hälso- och sjukvård,Motala,vårderfarenhet,355
Hälso- och sjukvård,Motala,svenska,310
Hälso- och sjukvård,Motala,journalsystem,184
Hälso- och sjukvård,Motala,sjukvård,112
Hälso- och sjukvård,Motala,specialistutbildning,105
Hälso- och sjukvård,Motala,akutsjukvård,103
Hälso- och sjukvård,Motala,omvårdnad,94
Hälso- och sjukvård,Motala,vårdcentral,84
Hälso- och sjukvård,Motala,akutmottagning,82
Hälso- och sjukvård,Lerum,svenska,69
Hälso- och sjukvård,Lerum,sjukvård,46
Hälso- och sjukvård,Lerum,dokumentation,41
Hälso- och sjukvård,Lerum,delegering,35
Hälso- och sjukvård,Lerum,körkort,35
Hälso- och sjukvård,Lerum,kommunikation,33
Hälso- och sjukvård,Lerum,hemtjänst,33
Hälso- och sjukvård,Lerum,verktyg,31
Hälso- och sjukvård,Lerum,verifiering,30
Hälso- och sjukvård,Lerum,hälsoarbete,30
Hälso- och sjukvård,Alingsås,verktyg,264
Hälso- och sjukvård,Alingsås,sjukvård,210
Hälso- och sjukvård,Alingsås,svenska,119
Hälso- och sjukvård,Alingsås,omsorg,114
Hälso- och sjukvård,Alingsås,akutsjukvård,82
Hälso- och sjukvård,Alingsås,körkort,76
Hälso- och sjukvård,Alingsås,utvecklingsarbete,72
Hälso- och sjukvård,Alingsås,träning,61
Hälso- och sjukvård,Alingsås,omvårdnad,56
Hälso- och sjukvård,Alingsås,omvårdnadshandledning,54
Hälso- och sjukvård,Partille,svenska,69
Hälso- och sjukvård,Partille,dokumentation,45
Hälso- och sjukvård,Partille,sjukvård,42
Hälso- och sjukvård,Partille,grundskolan,41
Hälso- och sjukvård,Partille,vaccination,36
Hälso- och sjukvård,Partille,körkort,35
Hälso- och sjukvård,Partille,vårdförvaltningen,30
Hälso- och sjukvård,Partille,omsorgsförvaltningen,30
Hälso- och sjukvård,Partille,hemtjänst,27
Hälso- och sjukvård,Partille,verktyg,25
Hälso- och sjukvård,Vänersborg,verktyg,74
Hälso- och sjukvård,Vänersborg,körkort,58
Hälso- och sjukvård,Vänersborg,sjukvård,57
Hälso- och sjukvård,Vänersborg,svenska,52
Hälso- och sjukvård,Vänersborg,primärvård,44
Hälso- och sjukvård,Vänersborg,psykiatri,39
Hälso- och sjukvård,Vänersborg,omvårdnadsarbete,22
Hälso- och sjukvård,Vänersborg,behandling,21
Hälso- och sjukvård,Vänersborg,insatser,21
Hälso- och sjukvård,Vänersborg,handledning,20
Hälso- och sjukvård,Göteborg,verktyg,1824
Hälso- och sjukvård,Göteborg,sjukvård,1388
Hälso- och sjukvård,Göteborg,svenska,1320
Hälso- och sjukvård,Göteborg,körkort,704
Hälso- och sjukvård,Göteborg,vårderfarenhet,596
Hälso- och sjukvård,Göteborg,konsultchefer,586
Hälso- och sjukvård,Göteborg,omvårdnad,491
Hälso- och sjukvård,Göteborg,barn,472
Hälso- och sjukvård,Göteborg,vårdcentral,450
Hälso- och sjukvård,Göteborg,psykiatri,439
Industriell tillverkning,Stockholm,svenska,1192
Industriell tillverkning,Stockholm,bilen,1113
Industriell tillverkning,Stockholm,däck,1083
Industriell tillverkning,Stockholm,montering,681
Industriell tillverkning,Stockholm,körkort,643
Industriell tillverkning,Stockholm,balansering,576
Industriell tillverkning,Stockholm,engelska,565
Industriell tillverkning,Stockholm,däckskifte,552
Industriell tillverkning,Stockholm,fordon,348
Industriell tillverkning,Stockholm,gymnasieutbildning,338
Hälso- och sjukvård,Kungälv,verktyg,485
Hälso- och sjukvård,Kungälv,svenska,267
Hälso- och sjukvård,Kungälv,sjukvård,238
Hälso- och sjukvård,Kungälv,vårderfarenhet,231
Hälso- och sjukvård,Kungälv,konsultchefer,230
Hälso- och sjukvård,Kungälv,omvårdnad,156
Hälso- och sjukvård,Kungälv,sjukhus,145
Hälso- och sjukvård,Kungälv,omsorg,127
Hälso- och sjukvård,Kungälv,körkort,110
Hälso- och sjukvård,Kungälv,omvårdnadsarbete,109
Hälso- och sjukvård,Österåker,svenska,202
Hälso- och sjukvård,Österåker,sjukvård,111
Hälso- och sjukvård,Österåker,äldreomsorg,90
Hälso- och sjukvård,Österåker,körkort,53
Hälso- och sjukvård,Österåker,hemtjänst,51
Hälso- och sjukvård,Österåker,omvårdnad,49
Hälso- och sjukvård,Österåker,dokumentation,45
Hälso- och sjukvård,Österåker,omsorg,45
Hälso- och sjukvård,Österåker,tvätt,39
Hälso- och sjukvård,Österåker,omsorgsarbete,33
Pedagogik,Bollnäs,undervisning,58
Pedagogik,Bollnäs,styrdokument,36
Pedagogik,Bollnäs,barn,27
Pedagogik,Bollnäs,svenska,25
Pedagogik,Bollnäs,fritidshem,20
Pedagogik,Bollnäs,grundskolan,19
Pedagogik,Bollnäs,matematik,13
Pedagogik,Bollnäs,idrott,11
Pedagogik,Bollnäs,dokumentation,10
Pedagogik,Bollnäs,lärarlegitimation,10
Bygg och anläggning,Stockholm,svenska,2657
Bygg och anläggning,Stockholm,körkort,1496
Bygg och anläggning,Stockholm,engelska,1463
Bygg och anläggning,Stockholm,projektledning,526
Bygg och anläggning,Stockholm,anläggning,490
Bygg och anläggning,Stockholm,arbetslivserfarenhet,432
Bygg och anläggning,Stockholm,ekonomi,395
Bygg och anläggning,Stockholm,budget,336
Bygg och anläggning,Stockholm,dokumentation,335
Bygg och anläggning,Stockholm,teknik,321
"Transport, distribution, lager",Stockholm,svenska,5075
"Transport, distribution, lager",Stockholm,ykb,2588
"Transport, distribution, lager",Stockholm,körkort,2532
"Transport, distribution, lager",Stockholm,truckkort,1887
"Transport, distribution, lager",Stockholm,distribution,1743
"Transport, distribution, lager",Stockholm,lastning,1508
"Transport, distribution, lager",Stockholm,lager,1314
"Transport, distribution, lager",Stockholm,kommunikation,1291
"Transport, distribution, lager",Stockholm,transportledning,1142
"Transport, distribution, lager",Stockholm,transport,1139
"Försäljning, inköp, marknadsföring",Norrtälje,svenska,569
"Försäljning, inköp, marknadsföring",Norrtälje,försäljning,445
"Försäljning, inköp, marknadsföring",Norrtälje,körkort,359
"Försäljning, inköp, marknadsföring",Norrtälje,egen bil,208
"Försäljning, inköp, marknadsföring",Norrtälje,personlig utveckling,124
"Försäljning, inköp, marknadsföring",Norrtälje,varumärken,120
"Försäljning, inköp, marknadsföring",Norrtälje,engelska,52
"Försäljning, inköp, marknadsföring",Norrtälje,butik,45
"Försäljning, inköp, marknadsföring",Norrtälje,arbetsliv,43
"Försäljning, inköp, marknadsföring",Norrtälje,kundservice,40
"Administration, ekonomi, juridik",Huddinge,svenska,436
"Administration, ekonomi, juridik",Huddinge,försäkring,221
"Administration, ekonomi, juridik",Huddinge,engelska,125
"Administration, ekonomi, juridik",Huddinge,microsoft office,77
"Administration, ekonomi, juridik",Huddinge,administration,75
"Administration, ekonomi, juridik",Huddinge,administrativa uppgifter,59
"Administration, ekonomi, juridik",Huddinge,ekonomi,55
"Administration, ekonomi, juridik",Huddinge,ledarskap,48
"Administration, ekonomi, juridik",Huddinge,arbetslivserfarenhet,41
"Administration, ekonomi, juridik",Huddinge,personuppgifter,41
"Försäljning, inköp, marknadsföring",Håbo,svenska,559
"Försäljning, inköp, marknadsföring",Håbo,försäljning,250
"Försäljning, inköp, marknadsföring",Håbo,körkort,196
"Försäljning, inköp, marknadsföring",Håbo,egen bil,107
"Försäljning, inköp, marknadsföring",Håbo,telefonintervju,84
"Försäljning, inköp, marknadsföring",Håbo,varumärken,79
"Försäljning, inköp, marknadsföring",Håbo,personlig utveckling,78
"Försäljning, inköp, marknadsföring",Håbo,trygghetsförsäkring,28
"Försäljning, inköp, marknadsföring",Håbo,företagsresor,17
"Försäljning, inköp, marknadsföring",Håbo,kemikalier,17
"Försäljning, inköp, marknadsföring",Knivsta,svenska,583
"Försäljning, inköp, marknadsföring",Knivsta,försäljning,310
"Försäljning, inköp, marknadsföring",Knivsta,körkort,216
"Försäljning, inköp, marknadsföring",Knivsta,personlig utveckling,154
"Försäljning, inköp, marknadsföring",Knivsta,varumärken,106
"Försäljning, inköp, marknadsföring",Knivsta,coachning,50
"Försäljning, inköp, marknadsföring",Knivsta,administration,48
"Försäljning, inköp, marknadsföring",Knivsta,egen bil,47
"Försäljning, inköp, marknadsföring",Knivsta,träning,43
"Försäljning, inköp, marknadsföring",Knivsta,bilen,33
"Försäljning, inköp, marknadsföring",Sölvesborg,svenska,109
"Försäljning, inköp, marknadsföring",Sölvesborg,egen bil,97
"Försäljning, inköp, marknadsföring",Sölvesborg,körkort,96
"Försäljning, inköp, marknadsföring",Sölvesborg,försäljning,89
"Försäljning, inköp, marknadsföring",Sölvesborg,trygghetsförsäkring,39
"Försäljning, inköp, marknadsföring",Sölvesborg,säljerfarenhet,21
"Försäljning, inköp, marknadsföring",Sölvesborg,verktyg,20
"Försäljning, inköp, marknadsföring",Sölvesborg,arbetsliv,20
"Försäljning, inköp, marknadsföring",Sölvesborg,abonnemang,16
"Försäljning, inköp, marknadsföring",Sölvesborg,festivaler,16
"Försäljning, inköp, marknadsföring",Markaryd,svenska,108
"Försäljning, inköp, marknadsföring",Markaryd,körkort,100
"Försäljning, inköp, marknadsföring",Markaryd,egen bil,91
"Försäljning, inköp, marknadsföring",Markaryd,försäljning,70
"Försäljning, inköp, marknadsföring",Markaryd,butik,34
"Försäljning, inköp, marknadsföring",Markaryd,engelska,31
"Försäljning, inköp, marknadsföring",Markaryd,tunga lyft,23
"Försäljning, inköp, marknadsföring",Markaryd,arbetskläder,22
"Försäljning, inköp, marknadsföring",Markaryd,förpackningar,22
"Försäljning, inköp, marknadsföring",Markaryd,sortering,22
"Försäljning, inköp, marknadsföring",Åstorp,körkort,148
"Försäljning, inköp, marknadsföring",Åstorp,svenska,143
"Försäljning, inköp, marknadsföring",Åstorp,egen bil,141
"Försäljning, inköp, marknadsföring",Åstorp,försäljning,113
"Försäljning, inköp, marknadsföring",Åstorp,trygghetsförsäkring,35
"Försäljning, inköp, marknadsföring",Åstorp,arbetsliv,32
"Försäljning, inköp, marknadsföring",Åstorp,företagsresor,29
"Försäljning, inköp, marknadsföring",Åstorp,kemikalier,29
"Försäljning, inköp, marknadsföring",Åstorp,säljerfarenhet,26
"Försäljning, inköp, marknadsföring",Åstorp,abonnemang,15
"Försäljning, inköp, marknadsföring",Bromölla,körkort,68
"Försäljning, inköp, marknadsföring",Bromölla,egen bil,67
"Försäljning, inköp, marknadsföring",Bromölla,svenska,65
"Försäljning, inköp, marknadsföring",Bromölla,försäljning,53
"Försäljning, inköp, marknadsföring",Bromölla,luftreningssystem,16
"Försäljning, inköp, marknadsföring",Bromölla,trygghetsförsäkring,15
"Försäljning, inköp, marknadsföring",Bromölla,företagsresor,11
"Försäljning, inköp, marknadsföring",Bromölla,kemikalier,11
"Försäljning, inköp, marknadsföring",Bromölla,abonnemang,10
"Försäljning, inköp, marknadsföring",Bromölla,festivaler,10
"Försäljning, inköp, marknadsföring",Sundbyberg,svenska,884
"Försäljning, inköp, marknadsföring",Sundbyberg,försäljning,607
"Försäljning, inköp, marknadsföring",Sundbyberg,engelska,200
"Försäljning, inköp, marknadsföring",Sundbyberg,körkort,180
"Försäljning, inköp, marknadsföring",Sundbyberg,kundservice,139
"Försäljning, inköp, marknadsföring",Sundbyberg,personlig utveckling,109
"Försäljning, inköp, marknadsföring",Sundbyberg,kommunikationsfärdigheter,94
"Försäljning, inköp, marknadsföring",Sundbyberg,rådgivning,93
"Försäljning, inköp, marknadsföring",Sundbyberg,bilen,91
"Försäljning, inköp, marknadsföring",Sundbyberg,varumärken,79
"Försäljning, inköp, marknadsföring",Trosa,svenska,275
"Försäljning, inköp, marknadsföring",Trosa,körkort,217
"Försäljning, inköp, marknadsföring",Trosa,försäljning,193
"Försäljning, inköp, marknadsföring",Trosa,personlig utveckling,115
"Försäljning, inköp, marknadsföring",Trosa,varumärken,112
"Försäljning, inköp, marknadsföring",Trosa,egen bil,98
"Försäljning, inköp, marknadsföring",Trosa,arbetsliv,26
"Försäljning, inköp, marknadsföring",Trosa,trygghetsförsäkring,26
"Försäljning, inköp, marknadsföring",Trosa,säljerfarenhet,20
"Försäljning, inköp, marknadsföring",Trosa,abonnemang,15
"Försäljning, inköp, marknadsföring",Täby,svenska,1074
"Försäljning, inköp, marknadsföring",Täby,försäljning,612
"Försäljning, inköp, marknadsföring",Täby,körkort,368
"Försäljning, inköp, marknadsföring",Täby,engelska,204
"Försäljning, inköp, marknadsföring",Täby,personlig utveckling,162
"Försäljning, inköp, marknadsföring",Täby,rådgivning,118
"Försäljning, inköp, marknadsföring",Täby,varumärken,112
"Försäljning, inköp, marknadsföring",Täby,bilen,109
"Försäljning, inköp, marknadsföring",Täby,kundrelationer,80
"Försäljning, inköp, marknadsföring",Täby,kundservice,79
Pedagogik,Stockholm,svenska,2907
Pedagogik,Stockholm,barn,2190
Pedagogik,Stockholm,undervisning,2025
Pedagogik,Stockholm,förskola,1507
Pedagogik,Stockholm,engelska,1400
Pedagogik,Stockholm,gymnasieexamen,679
Pedagogik,Stockholm,styrdokument,532
Pedagogik,Stockholm,verktyg,531
Pedagogik,Stockholm,ungdomar,519
Pedagogik,Stockholm,ledarskap,501
"Försäljning, inköp, marknadsföring",Partille,svenska,275
"Försäljning, inköp, marknadsföring",Partille,försäljning,219
"Försäljning, inköp, marknadsföring",Partille,körkort,143
"Försäljning, inköp, marknadsföring",Partille,egen bil,81
"Försäljning, inköp, marknadsföring",Partille,engelska,77
"Försäljning, inköp, marknadsföring",Partille,kundservice,71
"Försäljning, inköp, marknadsföring",Partille,butik,57
"Försäljning, inköp, marknadsföring",Partille,energi,53
"Försäljning, inköp, marknadsföring",Partille,ekonomi,46
"Försäljning, inköp, marknadsföring",Partille,rådgivning,43
"Försäljning, inköp, marknadsföring",Härryda,svenska,281
"Försäljning, inköp, marknadsföring",Härryda,körkort,276
"Försäljning, inköp, marknadsföring",Härryda,försäljning,236
"Försäljning, inköp, marknadsföring",Härryda,egen bil,227
"Försäljning, inköp, marknadsföring",Härryda,trygghetsförsäkring,72
"Försäljning, inköp, marknadsföring",Härryda,engelska,39
"Försäljning, inköp, marknadsföring",Härryda,verktyg,38
"Försäljning, inköp, marknadsföring",Härryda,arbetsliv,35
"Försäljning, inköp, marknadsföring",Härryda,säljerfarenhet,35
"Försäljning, inköp, marknadsföring",Härryda,rådgivning,32
"Försäljning, inköp, marknadsföring",Söderköping,körkort,210
"Försäljning, inköp, marknadsföring",Söderköping,svenska,203
"Försäljning, inköp, marknadsföring",Söderköping,försäljning,202
"Försäljning, inköp, marknadsföring",Söderköping,varumärken,84
"Försäljning, inköp, marknadsföring",Söderköping,personlig utveckling,82
"Försäljning, inköp, marknadsföring",Söderköping,egen bil,72
"Försäljning, inköp, marknadsföring",Söderköping,säkerhet,36
"Försäljning, inköp, marknadsföring",Söderköping,rådgivning,35
"Försäljning, inköp, marknadsföring",Söderköping,försäljningserfarenhet,35
"Försäljning, inköp, marknadsföring",Söderköping,abonnemang,23
