Occupation Field,Municipality,Skill,Count
Data/IT,Sundsvall,java,75
Data/IT,Sundsvall,itil,60
Data/IT,Sundsvall,svenskt medborgarskap,58
Data/IT,Sundsvall,förvaltning,53
Data/IT,Sundsvall,design,53
Data/IT,Gävle,svenska,249
Data/IT,Gävle,engelska,187
Data/IT,Gävle,arbetslivserfarenhet,85
Data/IT,Gävle,teknik,84
Data/IT,Gävle,systemutveckling,69
Data/IT,Gävle,nätverk,65
Data/IT,Gävle,felsökning,47
Data/IT,Gävle,data,46
Data/IT,Gävle,programmering,44
Data/IT,Gävle,kommunikation,44
Data/IT,Hudiksvall,svenska,36
Data/IT,Hudiksvall,engelska,35
Data/IT,Hudiksvall,teknik,25
Data/IT,Hudiksvall,programmering,21
Data/IT,Hudiksvall,.net,20
Data/IT,Hudiksvall,c#,19
Data/IT,Hudiksvall,arbetslivserfarenhet,18
Data/IT,Hudiksvall,problemlösning,18
Data/IT,Hudiksvall,html,17
Data/IT,Hudiksvall,css,15
"Försäljning, inköp, marknadsföring",Stockholm,svenska,12529
"Försäljning, inköp, marknadsföring",Stockholm,försäljning,11354
"Försäljning, inköp, marknadsföring",Stockholm,engelska,8451
"Försäljning, inköp, marknadsföring",Stockholm,kundservice,2648
"Försäljning, inköp, marknadsföring",Stockholm,körkort,2073
"Försäljning, inköp, marknadsföring",Stockholm,b2b,1971
"Försäljning, inköp, marknadsföring",Stockholm,kundrelationer,1889
"Försäljning, inköp, marknadsföring",Stockholm,microsoft office,1846
"Försäljning, inköp, marknadsföring",Stockholm,verktyg,1776
"Försäljning, inköp, marknadsföring",Stockholm,arbetslivserfarenhet,1702
"Administration, ekonomi, juridik",Kiruna,svenska,62
"Administration, ekonomi, juridik",Kiruna,engelska,39
"Administration, ekonomi, juridik",Kiruna,administration,25
"Administration, ekonomi, juridik",Kiruna,körkort,22
"Administration, ekonomi, juridik",Kiruna,administrativa uppgifter,21
"Administration, ekonomi, juridik",Kiruna,datorvana,20
"Administration, ekonomi, juridik",Kiruna,arbetslivserfarenhet,19
"Administration, ekonomi, juridik",Kiruna,ekonomi,17
"Administration, ekonomi, juridik",Kiruna,samiska,16
"Administration, ekonomi, juridik",Kiruna,högskoleutbildning,14
"Administration, ekonomi, juridik",Gällivare,svenska,23
"Administration, ekonomi, juridik",Gällivare,körkort,21
"Administration, ekonomi, juridik",Gällivare,engelska,15
"Administration, ekonomi, juridik",Gällivare,högskoleutbildning,13
"Administration, ekonomi, juridik",Gällivare,administration,10
"Administration, ekonomi, juridik",Gällivare,datorvana,9
"Administration, ekonomi, juridik",Gällivare,ekonomi,9
"Administration, ekonomi, juridik",Gällivare,miljö,8
"Administration, ekonomi, juridik",Gällivare,administrativa uppgifter,8
"Administration, ekonomi, juridik",Gällivare,kommunikation,7
"Försäljning, inköp, marknadsföring",Helsingborg,svenska,1138
"Försäljning, inköp, marknadsföring",Helsingborg,försäljning,1114
"Försäljning, inköp, marknadsföring",Helsingborg,engelska,458
"Försäljning, inköp, marknadsföring",Helsingborg,körkort,325
"Försäljning, inköp, marknadsföring",Helsingborg,butik,217
"Försäljning, inköp, marknadsföring",Helsingborg,verktyg,162
"Försäljning, inköp, marknadsföring",Helsingborg,kundservice,150
"Försäljning, inköp, marknadsföring",Helsingborg,energi,150
"Försäljning, inköp, marknadsföring",Helsingborg,microsoft office,128
"Försäljning, inköp, marknadsföring",Helsingborg,arbetslivserfarenhet,126
"Hotell, restaurang, storhushåll",Västerås,mat,108
"Hotell, restaurang, storhushåll",Västerås,svenska,80
"Hotell, restaurang, storhushåll",Västerås,restaurang,66
"Hotell, restaurang, storhushåll",Västerås,servering,44
"Hotell, restaurang, storhushåll",Västerås,matlagning,40
"Hotell, restaurang, storhushåll",Västerås,engelska,40
"Hotell, restaurang, storhushåll",Västerås,dryck,36
"Hotell, restaurang, storhushåll",Västerås,städning,32
"Hotell, restaurang, storhushåll",Västerås,kök,31
"Hotell, restaurang, storhushåll",Västerås,kassa,26
Pedagogik,Malmö,styrdokument,451
Pedagogik,Malmö,undervisning,397
Pedagogik,Malmö,verktyg,318
Pedagogik,Malmö,forskning,313
Pedagogik,Malmö,skollagen,306
Pedagogik,Malmö,svenska,289
Pedagogik,Malmö,barn,229
Pedagogik,Malmö,engelska,104
Pedagogik,Malmö,arbetsmiljö,100
Pedagogik,Malmö,handledning,95
"Försäljning, inköp, marknadsföring",Partille,försäljning,104
"Försäljning, inköp, marknadsföring",Partille,svenska,78
"Försäljning, inköp, marknadsföring",Partille,körkort,64
"Försäljning, inköp, marknadsföring",Partille,rådgivning,36
"Försäljning, inköp, marknadsföring",Partille,säkerhet,34
"Försäljning, inköp, marknadsföring",Partille,försäljningsarbete,30
"Försäljning, inköp, marknadsföring",Partille,energi,26
"Försäljning, inköp, marknadsföring",Partille,bevakningsföretag,24
"Försäljning, inköp, marknadsföring",Partille,bokningar,24
"Försäljning, inköp, marknadsföring",Partille,egen bil,23
Bygg och anläggning,Kristianstad,körkort,101
Bygg och anläggning,Kristianstad,svenska,88
Bygg och anläggning,Kristianstad,yrkesbevis,27
Bygg och anläggning,Kristianstad,entreprenadjuridik,25
Bygg och anläggning,Kristianstad,arbetslivserfarenhet,23
Bygg och anläggning,Kristianstad,anläggning,22
Bygg och anläggning,Kristianstad,byggbranschen,22
Bygg och anläggning,Kristianstad,microsoft office,22
Bygg och anläggning,Kristianstad,engelska,21
Bygg och anläggning,Kristianstad,tidplaner,19
Chefer och verksamhetsledare,Göteborg,svenska,661
Chefer och verksamhetsledare,Göteborg,ledarskap,654
Chefer och verksamhetsledare,Göteborg,personalansvar,584
Chefer och verksamhetsledare,Göteborg,engelska,571
Chefer och verksamhetsledare,Göteborg,ekonomi,461
Chefer och verksamhetsledare,Göteborg,högskoleutbildning,315
Chefer och verksamhetsledare,Göteborg,försäljning,283
Chefer och verksamhetsledare,Göteborg,körkort,258
Chefer och verksamhetsledare,Göteborg,budget,255
Chefer och verksamhetsledare,Göteborg,arbetsmiljö,249
Naturbruk,Hultsfred,svenska,2
Naturbruk,Hultsfred,växtodling,1
Naturbruk,Hultsfred,lantbruk,1
Naturbruk,Hultsfred,engelska,1
Naturbruk,Hultsfred,datorvana,1
Naturbruk,Hultsfred,teknik,1
Naturbruk,Hultsfred,maskinkörning,1
Naturbruk,Hultsfred,djur,1
Naturbruk,Hultsfred,ogräsrensning,1
Naturbruk,Hultsfred,mjölkning,1
Hälso- och sjukvård,Stockholm,svenska,3648
Hälso- och sjukvård,Stockholm,sjukvård,1896
Hälso- och sjukvård,Stockholm,körkort,932
Hälso- och sjukvård,Stockholm,behandling,896
Hälso- och sjukvård,Stockholm,omvårdnad,863
Hälso- och sjukvård,Stockholm,barn,765
Hälso- och sjukvård,Stockholm,akutsjukvård,654
Hälso- och sjukvård,Stockholm,vidareutbildning,622
Hälso- och sjukvård,Stockholm,psykiatri,612
Hälso- och sjukvård,Stockholm,primärvård,583
Pedagogik,Lerum,barn,57
Pedagogik,Lerum,ungdomar,22
Pedagogik,Lerum,undervisning,20
Pedagogik,Lerum,svenska,17
Pedagogik,Lerum,förskola,16
Pedagogik,Lerum,styrdokument,13
Pedagogik,Lerum,idrott,11
Pedagogik,Lerum,verktyg,11
Pedagogik,Lerum,gymnastik,10
Pedagogik,Lerum,forskning,10
Naturbruk,Trelleborg,körkort,8
Naturbruk,Trelleborg,svenska,4
Naturbruk,Trelleborg,engelska,2
Naturbruk,Trelleborg,behörigheter,2
Naturbruk,Trelleborg,installation,2
Naturbruk,Trelleborg,trädgårdsanläggning,2
Naturbruk,Trelleborg,maskinvana,2
Naturbruk,Trelleborg,växter,2
Naturbruk,Trelleborg,trädgård,2
Naturbruk,Trelleborg,röjsåg,2
Yrken med social inriktning,Lund,körkort,182
Yrken med social inriktning,Lund,svenska,139
Yrken med social inriktning,Lund,omvårdnad,69
Yrken med social inriktning,Lund,personlig hygien,61
Yrken med social inriktning,Lund,matlagning,60
Yrken med social inriktning,Lund,städning,51
Yrken med social inriktning,Lund,sjukvård,47
Yrken med social inriktning,Lund,kommunikation,45
Yrken med social inriktning,Lund,barn,45
Yrken med social inriktning,Lund,hvb-hem,43
Industriell tillverkning,Växjö,svenska,558
Industriell tillverkning,Växjö,truckkort,496
Industriell tillverkning,Växjö,ritningsläsning,404
Industriell tillverkning,Växjö,körkort,299
Industriell tillverkning,Växjö,montering,294
Industriell tillverkning,Växjö,el,242
Industriell tillverkning,Växjö,industri,234
Industriell tillverkning,Växjö,arbetslivserfarenhet,233
Industriell tillverkning,Växjö,traverskort,229
Industriell tillverkning,Växjö,svetsning,217
Industriell tillverkning,Högsby,svetsning,21
Industriell tillverkning,Högsby,körkort,21
Industriell tillverkning,Högsby,svenska,21
Industriell tillverkning,Högsby,svets,20
Industriell tillverkning,Högsby,egen bil,20
Industriell tillverkning,Högsby,ritningsläsning,20
Industriell tillverkning,Högsby,el,16
Industriell tillverkning,Högsby,montering,14
Industriell tillverkning,Högsby,truckkort,12
Industriell tillverkning,Högsby,automation,11
Yrken med teknisk inriktning,Helsingborg,svenska,93
Yrken med teknisk inriktning,Helsingborg,engelska,89
Yrken med teknisk inriktning,Helsingborg,körkort,41
Yrken med teknisk inriktning,Helsingborg,problemlösning,29
Yrken med teknisk inriktning,Helsingborg,projektledning,27
Yrken med teknisk inriktning,Helsingborg,teknik,27
Yrken med teknisk inriktning,Helsingborg,el,26
Yrken med teknisk inriktning,Helsingborg,konstruktion,22
Yrken med teknisk inriktning,Helsingborg,automation,19
Yrken med teknisk inriktning,Helsingborg,resor,18
Bygg och anläggning,Örkelljunga,svenska,38
Bygg och anläggning,Örkelljunga,ritningsläsning,26
Bygg och anläggning,Örkelljunga,betongelement,13
Bygg och anläggning,Örkelljunga,god fysik,13
Bygg och anläggning,Örkelljunga,egen bil,13
Bygg och anläggning,Örkelljunga,tillverkning,13
Bygg och anläggning,Örkelljunga,träarbete,10
Bygg och anläggning,Örkelljunga,träindustrin,10
Bygg och anläggning,Örkelljunga,fysik,10
Bygg och anläggning,Örkelljunga,yrkesbevis,10
Bygg och anläggning,Båstad,svenska,17
Bygg och anläggning,Båstad,ritningsläsning,9
Bygg och anläggning,Båstad,körkort,7
Bygg och anläggning,Båstad,engelska,7
Bygg och anläggning,Båstad,ykb,5
Bygg och anläggning,Båstad,arbetslivserfarenhet,4
Bygg och anläggning,Båstad,kommunikation,4
Bygg och anläggning,Båstad,byggverksamhet,4
Bygg och anläggning,Båstad,konstruktion,3
Bygg och anläggning,Båstad,infrastruktur,3
Bygg och anläggning,Ängelholm,svenska,57
Bygg och anläggning,Ängelholm,körkort,34
Bygg och anläggning,Ängelholm,ritningsläsning,28
Bygg och anläggning,Ängelholm,betongelement,18
Bygg och anläggning,Ängelholm,armering,18
Bygg och anläggning,Ängelholm,gjutning,18
Bygg och anläggning,Ängelholm,slipning,17
Bygg och anläggning,Ängelholm,administration,17
Bygg och anläggning,Ängelholm,logistik,17
Bygg och anläggning,Ängelholm,avformning,17
Bygg och anläggning,Osby,svenska,9
Bygg och anläggning,Osby,ritningsläsning,7
Bygg och anläggning,Osby,svets,3
Bygg och anläggning,Osby,reparation,2
Bygg och anläggning,Osby,verkstadsutbildning,2
Bygg och anläggning,Osby,pneumatik,2
Bygg och anläggning,Osby,verktyg,2
Bygg och anläggning,Osby,driftsäkerhet,2
Bygg och anläggning,Osby,hydraulik,2
Bygg och anläggning,Osby,monteringsfixturer,2
Bygg och anläggning,Perstorp,svenska,11
Bygg och anläggning,Perstorp,ritningsläsning,9
Bygg och anläggning,Perstorp,beredskap,1
Bygg och anläggning,Perstorp,arbetsledning,1
Bygg och anläggning,Perstorp,datorvana,1
Bygg och anläggning,Perstorp,körkort,1
Bygg och anläggning,Perstorp,halkbekämpning,1
Bygg och anläggning,Perstorp,samhällsbyggnadsfrågor,1
Bygg och anläggning,Perstorp,föreskrifter,1
Bygg och anläggning,Perstorp,bygglov,1
Bygg och anläggning,Hässleholm,svenska,47
Bygg och anläggning,Hässleholm,körkort,44
Bygg och anläggning,Hässleholm,ritningsläsning,42
Bygg och anläggning,Hässleholm,betongelement,31
Bygg och anläggning,Hässleholm,egen bil,28
Bygg och anläggning,Hässleholm,byggbranschen,26
Bygg och anläggning,Hässleholm,tillverkning,25
Bygg och anläggning,Hässleholm,armering,18
Bygg och anläggning,Hässleholm,formning,16
Bygg och anläggning,Hässleholm,yrkesbevis,16
Bygg och anläggning,Markaryd,svenska,59
Bygg och anläggning,Markaryd,ritningsläsning,22
Bygg och anläggning,Markaryd,körkort,19
Bygg och anläggning,Markaryd,fysik,19
Bygg och anläggning,Markaryd,yrkesbevis,17
Bygg och anläggning,Markaryd,egen bil,15
Bygg och anläggning,Markaryd,betongelement,14
Bygg och anläggning,Markaryd,god fysik,14
Bygg och anläggning,Markaryd,tillverkning,14
Bygg och anläggning,Markaryd,träarbete,10
"Transport, distribution, lager",Halmstad,svenska,139
"Transport, distribution, lager",Halmstad,lager,87
"Transport, distribution, lager",Halmstad,truckkort,86
"Transport, distribution, lager",Halmstad,truck,47
"Transport, distribution, lager",Halmstad,truckkörning,45
"Transport, distribution, lager",Halmstad,körkort,41
"Transport, distribution, lager",Halmstad,motviktstruck,37
"Transport, distribution, lager",Halmstad,material,32
"Transport, distribution, lager",Halmstad,logistik,28
"Transport, distribution, lager",Halmstad,lastning,24
"Transport, distribution, lager",Göteborg,svenska,1061
"Transport, distribution, lager",Göteborg,körkort,695
"Transport, distribution, lager",Göteborg,truckkort,542
"Transport, distribution, lager",Göteborg,lager,509
"Transport, distribution, lager",Göteborg,truckkörning,409
"Transport, distribution, lager",Göteborg,engelska,336
"Transport, distribution, lager",Göteborg,god fysik,242
"Transport, distribution, lager",Göteborg,logistik,238
"Transport, distribution, lager",Göteborg,egen bil,224
"Transport, distribution, lager",Göteborg,truck,223
Industriell tillverkning,Laholm,svenska,109
Industriell tillverkning,Laholm,ritningsläsning,88
Industriell tillverkning,Laholm,montering,61
Industriell tillverkning,Laholm,truckkort,52
Industriell tillverkning,Laholm,svets,48
Industriell tillverkning,Laholm,svetsning,45
Industriell tillverkning,Laholm,truckkörning,45
Industriell tillverkning,Laholm,körkort,36
Industriell tillverkning,Laholm,manuell svetsning,34
Industriell tillverkning,Laholm,motomanrobotar,33
Hälso- och sjukvård,Göteborg,svenska,1552
Hälso- och sjukvård,Göteborg,sjukvård,1259
Hälso- och sjukvård,Göteborg,körkort,713
Hälso- och sjukvård,Göteborg,träning,585
Hälso- och sjukvård,Göteborg,introduktionsprogram,584
Hälso- och sjukvård,Göteborg,omvårdnadshandledning,569
Hälso- och sjukvård,Göteborg,barn,535
Hälso- och sjukvård,Göteborg,psykiatri,495
Hälso- och sjukvård,Göteborg,specialistutbildning,488
Hälso- och sjukvård,Göteborg,behandling,454
Chefer och verksamhetsledare,Stockholm,svenska,1864
Chefer och verksamhetsledare,Stockholm,engelska,1400
Chefer och verksamhetsledare,Stockholm,personalansvar,1339
Chefer och verksamhetsledare,Stockholm,ledarskap,1205
Chefer och verksamhetsledare,Stockholm,ekonomi,774
Chefer och verksamhetsledare,Stockholm,försäljning,624
Chefer och verksamhetsledare,Stockholm,budget,595
Chefer och verksamhetsledare,Stockholm,budgetansvar,531
Chefer och verksamhetsledare,Stockholm,rekrytering,465
Chefer och verksamhetsledare,Stockholm,arbetsmiljö,399
Industriell tillverkning,Alvesta,svenska,275
Industriell tillverkning,Alvesta,ritningsläsning,264
Industriell tillverkning,Alvesta,montering,230
Industriell tillverkning,Alvesta,truckkort,218
Industriell tillverkning,Alvesta,svetsning,162
Industriell tillverkning,Alvesta,gymnasieutbildning,111
Industriell tillverkning,Alvesta,traverskort,104
Industriell tillverkning,Alvesta,el,89
Industriell tillverkning,Alvesta,körkort,78
Industriell tillverkning,Alvesta,arbetslivserfarenhet,73
"Transport, distribution, lager",Tingsryd,truckkort,44
"Transport, distribution, lager",Tingsryd,siffror,26
"Transport, distribution, lager",Tingsryd,material,25
"Transport, distribution, lager",Tingsryd,truckkörning,23
"Transport, distribution, lager",Tingsryd,scanner,18
"Transport, distribution, lager",Tingsryd,svenska,16
"Transport, distribution, lager",Tingsryd,körkort,14
"Transport, distribution, lager",Tingsryd,lager,12
"Transport, distribution, lager",Tingsryd,motviktstruck,10
"Transport, distribution, lager",Tingsryd,datorkunskaper,9
"Installation, drift, underhåll",Mullsjö,el,45
"Installation, drift, underhåll",Mullsjö,svenska,30
"Installation, drift, underhåll",Mullsjö,teknik,25
"Installation, drift, underhåll",Mullsjö,mekanik,24
"Installation, drift, underhåll",Mullsjö,felsökning,23
"Installation, drift, underhåll",Mullsjö,säkerhet,23
"Installation, drift, underhåll",Mullsjö,plc,22
"Installation, drift, underhåll",Mullsjö,maskinreparationer,22
"Installation, drift, underhåll",Mullsjö,styrsystem,22
"Installation, drift, underhåll",Mullsjö,tillverkningsindustrin,22
Industriell tillverkning,Värnamo,svenska,520
Industriell tillverkning,Värnamo,truckkort,223
Industriell tillverkning,Värnamo,ritningsläsning,169
Industriell tillverkning,Värnamo,tillverkning,147
Industriell tillverkning,Värnamo,maskin,135
Industriell tillverkning,Värnamo,mätning,133
Industriell tillverkning,Värnamo,montering,118
Industriell tillverkning,Värnamo,gymnasieutbildning,110
Industriell tillverkning,Värnamo,el,106
Industriell tillverkning,Värnamo,eftergymnasial utbildning,98
"Installation, drift, underhåll",Falköping,svenska,72
"Installation, drift, underhåll",Falköping,felsökning,56
"Installation, drift, underhåll",Falköping,el,56
"Installation, drift, underhåll",Falköping,teknik,54
"Installation, drift, underhåll",Falköping,mekanik,52
"Installation, drift, underhåll",Falköping,säkerhet,50
"Installation, drift, underhåll",Falköping,plc,49
"Installation, drift, underhåll",Falköping,styrsystem,47
"Installation, drift, underhåll",Falköping,maskinreparationer,39
"Installation, drift, underhåll",Falköping,tillverkningsindustrin,39
Bygg och anläggning,Falköping,armering,69
Bygg och anläggning,Falköping,gjutning,68
Bygg och anläggning,Falköping,formsättning,63
Bygg och anläggning,Falköping,betong,58
Bygg och anläggning,Falköping,svenska,49
Bygg och anläggning,Falköping,god fysik,42
Bygg och anläggning,Falköping,byggbranschen,30
Bygg och anläggning,Falköping,betongelement,29
Bygg och anläggning,Falköping,ritningsläsning,29
Bygg och anläggning,Falköping,tillverkning,27
Bygg och anläggning,Trollhättan,svenska,100
Bygg och anläggning,Trollhättan,armering,57
Bygg och anläggning,Trollhättan,gjutning,56
Bygg och anläggning,Trollhättan,körkort,56
Bygg och anläggning,Trollhättan,formsättning,44
Bygg och anläggning,Trollhättan,betong,44
Bygg och anläggning,Trollhättan,god fysik,41
Bygg och anläggning,Trollhättan,anläggningsarbeten,22
Bygg och anläggning,Trollhättan,engelska,20
Bygg och anläggning,Trollhättan,el,17
Bygg och anläggning,Hultsfred,träindustrin,31
Bygg och anläggning,Hultsfred,svenska,27
Bygg och anläggning,Hultsfred,körkort,23
Bygg och anläggning,Hultsfred,vvs,23
Bygg och anläggning,Hultsfred,gymnasieutbildning,14
Bygg och anläggning,Hultsfred,kök,14
Bygg och anläggning,Hultsfred,efterarbete,13
Bygg och anläggning,Hultsfred,innerväggar,13
Bygg och anläggning,Hultsfred,https,10
Bygg och anläggning,Hultsfred,fysik,10
Bygg och anläggning,Skara,svenska,68
Bygg och anläggning,Skara,armering,60
Bygg och anläggning,Skara,god fysik,60
Bygg och anläggning,Skara,gjutning,60
Bygg och anläggning,Skara,formsättning,59
Bygg och anläggning,Skara,betong,59
Bygg och anläggning,Skara,körkort,18
Bygg och anläggning,Skara,datorvana,7
Bygg och anläggning,Skara,investeringsprojekt,6
Bygg och anläggning,Skara,underhållsprojekt,6
Bygg och anläggning,Lidköping,svenska,59
Bygg och anläggning,Lidköping,god fysik,41
Bygg och anläggning,Lidköping,armering,40
Bygg och anläggning,Lidköping,formsättning,39
Bygg och anläggning,Lidköping,betong,39
Bygg och anläggning,Lidköping,gjutning,39
Bygg och anläggning,Lidköping,körkort,26
Bygg och anläggning,Lidköping,vvs,12
Bygg och anläggning,Lidköping,engelska,9
Bygg och anläggning,Lidköping,datorvana,8
"Installation, drift, underhåll",Skövde,svenska,126
"Installation, drift, underhåll",Skövde,körkort,96
"Installation, drift, underhåll",Skövde,felsökning,86
"Installation, drift, underhåll",Skövde,el,83
"Installation, drift, underhåll",Skövde,teknik,81
"Installation, drift, underhåll",Skövde,mekanik,77
"Installation, drift, underhåll",Skövde,reparation,74
"Installation, drift, underhåll",Skövde,truck,63
"Installation, drift, underhåll",Skövde,maskin,58
"Installation, drift, underhåll",Skövde,produktionsteknik,56
Bygg och anläggning,Vimmerby,träindustrin,73
Bygg och anläggning,Vimmerby,svenska,62
Bygg och anläggning,Vimmerby,formsättning,39
Bygg och anläggning,Vimmerby,betong,39
Bygg och anläggning,Vimmerby,armering,39
Bygg och anläggning,Vimmerby,god fysik,39
Bygg och anläggning,Vimmerby,gjutning,39
Bygg och anläggning,Vimmerby,vvs,24
Bygg och anläggning,Vimmerby,träarbete,23
Bygg och anläggning,Vimmerby,plattsättning,22
Industriell tillverkning,Hultsfred,svenska,108
Industriell tillverkning,Hultsfred,körkort,50
Industriell tillverkning,Hultsfred,ritningsläsning,50
Industriell tillverkning,Hultsfred,egen bil,42
Industriell tillverkning,Hultsfred,svets,26
Industriell tillverkning,Hultsfred,svetsning,26
Industriell tillverkning,Hultsfred,el,20
Industriell tillverkning,Hultsfred,mätteknik,19
Industriell tillverkning,Hultsfred,industri,19
Industriell tillverkning,Hultsfred,truckkort,18
"Installation, drift, underhåll",Vimmerby,körkort,53
"Installation, drift, underhåll",Vimmerby,el,46
"Installation, drift, underhåll",Vimmerby,reparation,16
"Installation, drift, underhåll",Vimmerby,svenska,15
"Installation, drift, underhåll",Vimmerby,industri,13
"Installation, drift, underhåll",Vimmerby,gymnasieutbildning,11
"Installation, drift, underhåll",Vimmerby,teknik,9
"Installation, drift, underhåll",Vimmerby,felsökning,9
"Installation, drift, underhåll",Vimmerby,datorvana,8
