Occupation Field,Municipality,Skill,Count
"Försäljning, inköp, marknadsföring",Stockholm,körkort,5575
"Försäljning, inköp, marknadsföring",Stockholm,kundservice,3765
"Försäljning, inköp, marknadsföring",Stockholm,butik,3755
"Försäljning, inköp, marknadsföring",Stockholm,verktyg,3487
"Försäljning, inköp, marknadsföring",Stockholm,marknadsföring,2804
"Försäljning, inköp, marknadsföring",Stockholm,säljutbildning,2771
"Försäljning, inköp, marknadsföring",Stockholm,energi,2703
Data/IT,Sandviken,design,32
Data/IT,Sandviken,marketing,21
Data/IT,Sandviken,data,17
Data/IT,Sandviken,mission,15
Data/IT,Sandviken,integration,14
Data/IT,Sandviken,research,13
Data/IT,Sandviken,investment,12
Data/IT,Sandviken,engelska,12
Data/IT,Sandviken,most,11
Data/IT,Sandviken,svenska,10
Data/IT,Växjö,engelska,264
Data/IT,Växjö,svenska,258
Data/IT,Växjö,javascript,167
Data/IT,Växjö,programmering,145
Data/IT,Växjö,problemlösning,125
Data/IT,Växjö,teknik,117
Data/IT,Växjö,c#,115
Data/IT,Växjö,java,112
Data/IT,Växjö,.net,98
Data/IT,Växjö,css,89
"Försäljning, inköp, marknadsföring",Olofström,försäljning,37
"Försäljning, inköp, marknadsföring",Olofström,huvudräkning,26
"Försäljning, inköp, marknadsföring",Olofström,kassaapparat,15
"Försäljning, inköp, marknadsföring",Olofström,butik,2
"Försäljning, inköp, marknadsföring",Olofström,tvätt,2
"Försäljning, inköp, marknadsföring",Olofström,transport,2
"Försäljning, inköp, marknadsföring",Olofström,provkörningar,2
"Försäljning, inköp, marknadsföring",Olofström,avtalsskrivning,2
"Försäljning, inköp, marknadsföring",Olofström,kundrelationer,2
"Försäljning, inköp, marknadsföring",Olofström,bilen,2
"Försäljning, inköp, marknadsföring",Kristinehamn,underkläder,111
"Försäljning, inköp, marknadsföring",Kristinehamn,coachning,87
"Försäljning, inköp, marknadsföring",Kristinehamn,säljutbildning,74
"Försäljning, inköp, marknadsföring",Kristinehamn,försäljning,30
"Försäljning, inköp, marknadsföring",Kristinehamn,vidareutbildning,17
"Försäljning, inköp, marknadsföring",Kristinehamn,svenska,17
"Försäljning, inköp, marknadsföring",Kristinehamn,körkort,14
"Försäljning, inköp, marknadsföring",Kristinehamn,miljö,14
"Försäljning, inköp, marknadsföring",Kristinehamn,språkkunskaper,13
"Försäljning, inköp, marknadsföring",Kristinehamn,varumärken,13
Hantverksyrken,Umeå,körkort,5
Hantverksyrken,Umeå,bageri,5
Hantverksyrken,Umeå,konditori,4
Hantverksyrken,Umeå,svenska,3
Hantverksyrken,Umeå,montering,2
Hantverksyrken,Umeå,säkerhetssystem,2
Hantverksyrken,Umeå,passerkontroll,2
Hantverksyrken,Umeå,inbrottslarm,2
Hantverksyrken,Umeå,brandlarm,2
Hantverksyrken,Umeå,efterservice,2
Transport,Stockholm,svenska,3383
Transport,Stockholm,truckkort,2490
Transport,Stockholm,körkort,2450
Transport,Stockholm,lager,2190
Transport,Stockholm,engelska,1190
Transport,Stockholm,truckkörning,1163
Transport,Stockholm,tunga lyft,1094
Transport,Stockholm,ykb,861
Transport,Stockholm,god fysik,833
Transport,Stockholm,truck,794
Pedagogiskt arbete,Växjö,ledarskap,1220
Pedagogiskt arbete,Växjö,sport,1211
Pedagogiskt arbete,Växjö,yrkeslegitimation,422
Pedagogiskt arbete,Växjö,utbildningsbevis,422
Pedagogiskt arbete,Växjö,barnomsorg,406
Pedagogiskt arbete,Växjö,material,308
Pedagogiskt arbete,Växjö,undervisning,294
Pedagogiskt arbete,Växjö,musik,250
Pedagogiskt arbete,Växjö,reggio emilia,223
Pedagogiskt arbete,Växjö,svenska,184
"Försäljning, inköp, marknadsföring",Södertälje,svenska,182
"Försäljning, inköp, marknadsföring",Södertälje,försäljning,147
"Försäljning, inköp, marknadsföring",Södertälje,engelska,143
"Försäljning, inköp, marknadsföring",Södertälje,körkort,104
"Försäljning, inköp, marknadsföring",Södertälje,butik,86
"Försäljning, inköp, marknadsföring",Södertälje,kundservice,58
"Försäljning, inköp, marknadsföring",Södertälje,microsoft office,58
"Försäljning, inköp, marknadsföring",Södertälje,inköp,58
"Försäljning, inköp, marknadsföring",Södertälje,leverantörer,43
"Försäljning, inköp, marknadsföring",Södertälje,datorvana,43
Sanering och renhållning,Göteborg,svenska,328
Sanering och renhållning,Göteborg,körkort,320
Sanering och renhållning,Göteborg,barn,203
Sanering och renhållning,Göteborg,städning,201
Sanering och renhållning,Göteborg,lokalvård,193
Sanering och renhållning,Göteborg,barnpassning,104
Sanering och renhållning,Göteborg,hlr,90
Sanering och renhållning,Göteborg,hemstädning,82
Sanering och renhållning,Göteborg,kontorsstädning,74
Sanering och renhållning,Göteborg,engelska,69
Sanering och renhållning,Stockholm,barn,2303
Sanering och renhållning,Stockholm,barnpassning,1888
Sanering och renhållning,Stockholm,svenska,1149
Sanering och renhållning,Stockholm,körkort,1127
Sanering och renhållning,Stockholm,förskola,1007
Sanering och renhållning,Stockholm,städning,689
Sanering och renhållning,Stockholm,engelska,574
Sanering och renhållning,Stockholm,lekar,335
Sanering och renhållning,Stockholm,lokalvård,322
Sanering och renhållning,Stockholm,erfarenhet av barn,319
"Hotell, restaurang, storhushåll",Stockholm,svenska,3214
"Hotell, restaurang, storhushåll",Stockholm,engelska,2142
"Hotell, restaurang, storhushåll",Stockholm,mat,1806
"Hotell, restaurang, storhushåll",Stockholm,restaurang,1513
"Hotell, restaurang, storhushåll",Stockholm,kök,1157
"Hotell, restaurang, storhushåll",Stockholm,kassaarbete,1133
"Hotell, restaurang, storhushåll",Stockholm,servering,847
"Hotell, restaurang, storhushåll",Stockholm,à la carte,726
"Hotell, restaurang, storhushåll",Stockholm,körkort,637
"Hotell, restaurang, storhushåll",Stockholm,städning,585
Pedagogiskt arbete,Malmö,undervisning,536
Pedagogiskt arbete,Malmö,svenska,470
Pedagogiskt arbete,Malmö,barn,375
Pedagogiskt arbete,Malmö,styrdokument,368
Pedagogiskt arbete,Malmö,forskning,322
Pedagogiskt arbete,Malmö,dokumentation,311
Pedagogiskt arbete,Malmö,skollagen,273
Pedagogiskt arbete,Malmö,förskola,259
Pedagogiskt arbete,Malmö,ledarskap,247
Pedagogiskt arbete,Malmö,förskollärarexamen,199
Hälso- och sjukvård,Eskilstuna,konsultuppdrag,117
Hälso- och sjukvård,Eskilstuna,svenska,74
Hälso- och sjukvård,Eskilstuna,medicinsk planering,74
Hälso- och sjukvård,Eskilstuna,hemsjukvård,61
Hälso- och sjukvård,Eskilstuna,rekryteringstjänster,58
Hälso- och sjukvård,Eskilstuna,körkort,56
Hälso- och sjukvård,Eskilstuna,vårdcentral,56
Hälso- och sjukvård,Eskilstuna,äldresjukvård,49
Hälso- och sjukvård,Eskilstuna,datasystem,49
Hälso- och sjukvård,Eskilstuna,primärvård,44
"Administration, ekonomi, juridik",Älmhult,svenska,26
"Administration, ekonomi, juridik",Älmhult,performance,23
"Administration, ekonomi, juridik",Älmhult,can,20
"Administration, ekonomi, juridik",Älmhult,redovisning,20
"Administration, ekonomi, juridik",Älmhult,sales,16
"Administration, ekonomi, juridik",Älmhult,data,16
"Administration, ekonomi, juridik",Älmhult,administration,14
"Administration, ekonomi, juridik",Älmhult,ekonomi,14
"Administration, ekonomi, juridik",Älmhult,engelska,14
"Administration, ekonomi, juridik",Älmhult,matrix,12
"Försäljning, inköp, marknadsföring",Malmö,försäljning,2753
"Försäljning, inköp, marknadsföring",Malmö,körkort,2477
"Försäljning, inköp, marknadsföring",Malmö,egen bil,1944
"Försäljning, inköp, marknadsföring",Malmö,svenska,1929
"Försäljning, inköp, marknadsföring",Malmö,coachning,1802
"Försäljning, inköp, marknadsföring",Malmö,engelska,1180
"Försäljning, inköp, marknadsföring",Malmö,kundservice,530
"Försäljning, inköp, marknadsföring",Malmö,butik,354
"Försäljning, inköp, marknadsföring",Malmö,microsoft office,346
"Försäljning, inköp, marknadsföring",Malmö,kundtjänst,333
Pedagogiskt arbete,Lund,engelska,693
Pedagogiskt arbete,Lund,undervisning,672
Pedagogiskt arbete,Lund,forskning,591
Pedagogiskt arbete,Lund,innovation,582
Pedagogiskt arbete,Lund,svenska,518
Pedagogiskt arbete,Lund,pedagogisk verksamhet,398
Pedagogiskt arbete,Lund,förskola,364
Pedagogiskt arbete,Lund,doktorsexamen,352
Pedagogiskt arbete,Lund,matematik,308
Pedagogiskt arbete,Lund,handledning,252
Pedagogiskt arbete,Göteborg,undervisning,1695
Pedagogiskt arbete,Göteborg,svenska,1275
Pedagogiskt arbete,Göteborg,barn,1255
Pedagogiskt arbete,Göteborg,kultur,954
Pedagogiskt arbete,Göteborg,ledning,931
Pedagogiskt arbete,Göteborg,förskola,792
Pedagogiskt arbete,Göteborg,engelska,727
Pedagogiskt arbete,Göteborg,styrdokument,665
Pedagogiskt arbete,Göteborg,matematik,466
Pedagogiskt arbete,Göteborg,verktyg,435
Sanering och renhållning,Lund,barn,565
Sanering och renhållning,Lund,körkort,112
Sanering och renhållning,Lund,svenska,73
Sanering och renhållning,Lund,barnpassning,72
Sanering och renhållning,Lund,förskola,53
Sanering och renhållning,Lund,lokalvård,53
Sanering och renhållning,Lund,städning,39
Sanering och renhållning,Lund,engelska,25
Sanering och renhållning,Lund,lokalvårdsarbete,25
Sanering och renhållning,Lund,energi,24
Pedagogiskt arbete,Landskrona,undervisning,93
Pedagogiskt arbete,Landskrona,kommunikation,46
Pedagogiskt arbete,Landskrona,svenska,45
Pedagogiskt arbete,Landskrona,barn,29
Pedagogiskt arbete,Landskrona,ma,26
Pedagogiskt arbete,Landskrona,svenska som andraspråk,24
Pedagogiskt arbete,Landskrona,utvecklingsarbete,24
Pedagogiskt arbete,Landskrona,lärarlegitimation,23
Pedagogiskt arbete,Landskrona,lärarexamen,21
Pedagogiskt arbete,Landskrona,förskola,20
Bygg och anläggning,Stockholm,svenska,1806
Bygg och anläggning,Stockholm,körkort,1604
Bygg och anläggning,Stockholm,engelska,753
Bygg och anläggning,Stockholm,anläggning,479
Bygg och anläggning,Stockholm,yrkesbevis,453
Bygg och anläggning,Stockholm,arbetslivserfarenhet,430
Bygg och anläggning,Stockholm,teknik,388
Bygg och anläggning,Stockholm,projektledning,370
Bygg och anläggning,Stockholm,byggbranschen,357
Bygg och anläggning,Stockholm,projektering,292
"Installation, drift, underhåll",Vetlanda,körkort,35
"Installation, drift, underhåll",Vetlanda,svenska,22
"Installation, drift, underhåll",Vetlanda,felsökning,21
"Installation, drift, underhåll",Vetlanda,reparation,16
"Installation, drift, underhåll",Vetlanda,el,14
"Installation, drift, underhåll",Vetlanda,engelska,13
"Installation, drift, underhåll",Vetlanda,problemlösning,13
"Installation, drift, underhåll",Vetlanda,förebyggande underhåll,9
"Installation, drift, underhåll",Vetlanda,datorvana,8
"Installation, drift, underhåll",Vetlanda,projektering,8
Transport,Haninge,svenska,53
Transport,Haninge,körkort,31
Transport,Haninge,truckkort,27
Transport,Haninge,lager,25
Transport,Haninge,ykb,19
Transport,Haninge,tunga lyft,15
Transport,Haninge,engelska,14
Transport,Haninge,lastning,14
Transport,Haninge,truckkörning,13
Transport,Haninge,packning,12
"Hotell, restaurang, storhushåll",Göteborg,svenska,865
"Hotell, restaurang, storhushåll",Göteborg,restaurang,690
"Hotell, restaurang, storhushåll",Göteborg,mat,526
"Hotell, restaurang, storhushåll",Göteborg,servering,387
"Hotell, restaurang, storhushåll",Göteborg,cateringföretag,319
"Hotell, restaurang, storhushåll",Göteborg,engelska,305
"Hotell, restaurang, storhushåll",Göteborg,körkort,287
"Hotell, restaurang, storhushåll",Göteborg,matlagning,240
"Hotell, restaurang, storhushåll",Göteborg,kök,238
"Hotell, restaurang, storhushåll",Göteborg,städning,232
Pedagogiskt arbete,Ystad,undervisning,104
Pedagogiskt arbete,Ystad,verktyg,51
Pedagogiskt arbete,Ystad,ungdomar,40
Pedagogiskt arbete,Ystad,barn,37
Pedagogiskt arbete,Ystad,lärarlegitimation,37
Pedagogiskt arbete,Ystad,förskola,29
Pedagogiskt arbete,Ystad,miljö,28
Pedagogiskt arbete,Ystad,svenska,26
Pedagogiskt arbete,Ystad,forskning,25
Pedagogiskt arbete,Ystad,försäljning,25
Pedagogiskt arbete,Täby,jakt,270
Pedagogiskt arbete,Täby,undervisning,111
Pedagogiskt arbete,Täby,svenska,97
Pedagogiskt arbete,Täby,barn,61
Pedagogiskt arbete,Täby,engelska,51
Pedagogiskt arbete,Täby,förskola,50
Pedagogiskt arbete,Täby,lärarlegitimation,46
Pedagogiskt arbete,Täby,verktyg,45
Pedagogiskt arbete,Täby,matematik,43
Pedagogiskt arbete,Täby,ledarskap,41
Tekniskt arbete,Sundsvall,svenska,146
Tekniskt arbete,Sundsvall,engelska,132
Tekniskt arbete,Sundsvall,körkort,81
Tekniskt arbete,Sundsvall,teknik,46
Tekniskt arbete,Sundsvall,el,38
Tekniskt arbete,Sundsvall,konstruktion,37
Tekniskt arbete,Sundsvall,automation,34
Tekniskt arbete,Sundsvall,resor,34
Tekniskt arbete,Sundsvall,dokumentation,32
Tekniskt arbete,Sundsvall,autocad,30
Industriell tillverkning,Sundsvall,hälsa,84
Industriell tillverkning,Sundsvall,körkort,79
Industriell tillverkning,Sundsvall,ritningsläsning,64
Industriell tillverkning,Sundsvall,truckkort,52
Industriell tillverkning,Sundsvall,svenska,38
Industriell tillverkning,Sundsvall,industri,32
Industriell tillverkning,Sundsvall,arbetslivserfarenhet,31
Industriell tillverkning,Sundsvall,gymnasieutbildning,28
Industriell tillverkning,Sundsvall,montering,28
Industriell tillverkning,Sundsvall,svetsning,27
Data/IT,Örebro,svenska,458
Data/IT,Örebro,engelska,390
Data/IT,Örebro,teknik,168
Data/IT,Örebro,active directory,159
Data/IT,Örebro,microsoft windows,142
Data/IT,Örebro,nätverk,134
Data/IT,Örebro,microsoft office,118
Data/IT,Örebro,c#,116
Data/IT,Örebro,servicedesk,113
Data/IT,Örebro,arbetslivserfarenhet,107
Industriell tillverkning,Sotenäs,fisk,5
Industriell tillverkning,Sotenäs,säkerhet,5
Industriell tillverkning,Sotenäs,god fysik,5
Industriell tillverkning,Sotenäs,miljö,5
Industriell tillverkning,Sotenäs,körkort,5
Industriell tillverkning,Sotenäs,processövervakning,5
Industriell tillverkning,Sotenäs,egen bil,5
Industriell tillverkning,Sotenäs,kvalitetskontroll,5
Industriell tillverkning,Sotenäs,svenska,5
Industriell tillverkning,Sotenäs,livsmedelsindustrin,5
Industriell tillverkning,Västerås,körkort,153
Industriell tillverkning,Västerås,truckkort,112
Industriell tillverkning,Västerås,svenska,110
Industriell tillverkning,Västerås,ritningsläsning,93
Industriell tillverkning,Västerås,engelska,76
Industriell tillverkning,Västerås,montering,75
Industriell tillverkning,Västerås,traverskort,67
Industriell tillverkning,Västerås,industri,62
Industriell tillverkning,Västerås,verkstad,62
Industriell tillverkning,Västerås,teknik,58
Data/IT,Norrköping,svenska,209
Data/IT,Norrköping,engelska,173
Data/IT,Norrköping,itil,67
Data/IT,Norrköping,förvaltning,64
Data/IT,Norrköping,pm3,61
Data/IT,Norrköping,arbetslivserfarenhet,60
Data/IT,Norrköping,registerkontroll,53
Data/IT,Norrköping,teknik,52
Data/IT,Norrköping,högskoleutbildning,51
Data/IT,Norrköping,verktyg,50
Sanering och renhållning,Orust,städning,10
Sanering och renhållning,Orust,svenska,9
Sanering och renhållning,Orust,gymnasieutbildning,7
Sanering och renhållning,Orust,lokalvård,7
Sanering och renhållning,Orust,restaurang,6
Sanering och renhållning,Orust,datorvana,6
Sanering och renhållning,Orust,körkort,5
Sanering och renhållning,Orust,arbetsledning,5
Sanering och renhållning,Orust,engelska,2
Sanering och renhållning,Orust,storstädning,2
"Försäljning, inköp, marknadsföring",Linköping,svenska,829
"Försäljning, inköp, marknadsföring",Linköping,försäljning,751
"Försäljning, inköp, marknadsföring",Linköping,körkort,748
"Försäljning, inköp, marknadsföring",Linköping,engelska,532
"Försäljning, inköp, marknadsföring",Linköping,sales,320
"Försäljning, inköp, marknadsföring",Linköping,coachning,225
"Försäljning, inköp, marknadsföring",Linköping,rådgivning,201
"Försäljning, inköp, marknadsföring",Linköping,säkerhet,194
"Försäljning, inköp, marknadsföring",Linköping,nätverk,192
"Försäljning, inköp, marknadsföring",Linköping,kompetensutveckling,190
Data/IT,Uppsala,svenska,229
Data/IT,Uppsala,engelska,190
Data/IT,Uppsala,data,78
Data/IT,Uppsala,design,72
Data/IT,Uppsala,högskoleutbildning,67
Data/IT,Uppsala,.net,60
Data/IT,Uppsala,microsoft windows,60
Data/IT,Uppsala,drifting,59
Data/IT,Uppsala,installation,59
Data/IT,Uppsala,nätverk,59
"Försäljning, inköp, marknadsföring",Laholm,butik,16
"Försäljning, inköp, marknadsföring",Laholm,körkort,13
"Försäljning, inköp, marknadsföring",Laholm,försäljning,13
"Försäljning, inköp, marknadsföring",Laholm,svenska,12
"Försäljning, inköp, marknadsföring",Laholm,uppackning,10
"Försäljning, inköp, marknadsföring",Laholm,engelska,10
"Försäljning, inköp, marknadsföring",Laholm,utrustning,9
"Försäljning, inköp, marknadsföring",Laholm,danska,9
"Försäljning, inköp, marknadsföring",Laholm,kassaarbete,8
"Försäljning, inköp, marknadsföring",Laholm,barn,8
"Installation, drift, underhåll",Båstad,körkort,15
"Installation, drift, underhåll",Båstad,reparation,10
"Installation, drift, underhåll",Båstad,el,9
"Installation, drift, underhåll",Båstad,installationsarbete,7
"Installation, drift, underhåll",Båstad,felsökning,6
