Occupation Field,Municipality,Skill,Count
"Administration, ekonomi, juridik",Ludvika,körkort,9
"Administration, ekonomi, juridik",Ludvika,högskoleutbildning,9
"Administration, ekonomi, juridik",Ludvika,gymnasieutbildning,9
"Administration, ekonomi, juridik",Ludvika,rekrytering,8
"Administration, ekonomi, juridik",Ludvika,arbetslivserfarenhet,8
"Administration, ekonomi, juridik",Ludvika,engelska,7
"Administration, ekonomi, juridik",Ludvika,utredningsarbete,7
Hälso- och sjukvård,Kungsbacka,körkort,60
Hälso- och sjukvård,Kungsbacka,sjukvård,55
Hälso- och sjukvård,Kungsbacka,datorvana,53
Hälso- och sjukvård,Kungsbacka,svenska,30
Hälso- och sjukvård,Kungsbacka,dokumentation,28
Hälso- och sjukvård,Kungsbacka,omsorg,27
Hälso- och sjukvård,Kungsbacka,vardagsrehabilitering,22
Hälso- och sjukvård,Kungsbacka,äldreboende,21
Hälso- och sjukvård,Kungsbacka,hemtjänst,21
Hälso- och sjukvård,Kungsbacka,individuella genomförandeplaner,19
"Försäljning, inköp, marknadsföring",Vetlanda,försäljning,34
"Försäljning, inköp, marknadsföring",Vetlanda,teknik,12
"Försäljning, inköp, marknadsföring",Vetlanda,verktyg,11
"Försäljning, inköp, marknadsföring",Vetlanda,engelska,10
"Försäljning, inköp, marknadsföring",Vetlanda,svenska,10
"Försäljning, inköp, marknadsföring",Vetlanda,kundrelationer,10
"Försäljning, inköp, marknadsföring",Vetlanda,körkort,9
"Försäljning, inköp, marknadsföring",Vetlanda,lager,9
"Försäljning, inköp, marknadsföring",Vetlanda,energi,9
"Försäljning, inköp, marknadsföring",Vetlanda,kundservice,8
Data/IT,Gotland,svenska,40
Data/IT,Gotland,javascript,24
Data/IT,Gotland,spel,23
Data/IT,Gotland,c#,23
Data/IT,Gotland,sql,22
Data/IT,Gotland,verktyg,20
Data/IT,Gotland,git,20
Data/IT,Gotland,docker,18
Data/IT,Gotland,linux,16
Data/IT,Gotland,java,14
Socialt arbete,Sundsvall,körkort,72
Socialt arbete,Sundsvall,svenska,35
Socialt arbete,Sundsvall,barn,34
Socialt arbete,Sundsvall,matlagning,33
Socialt arbete,Sundsvall,omvårdnad,29
Socialt arbete,Sundsvall,insatser,24
Socialt arbete,Sundsvall,sjukvård,21
Socialt arbete,Sundsvall,personlig hygien,20
Socialt arbete,Sundsvall,ungdomar,19
Socialt arbete,Sundsvall,socialt arbete,19
Pedagogiskt arbete,Kristinehamn,barn,124
Pedagogiskt arbete,Kristinehamn,vuxenutbildning,123
Pedagogiskt arbete,Kristinehamn,kulturskola,123
Pedagogiskt arbete,Kristinehamn,verktyg,116
Pedagogiskt arbete,Kristinehamn,musik,112
Pedagogiskt arbete,Kristinehamn,lärarutbildning,74
Pedagogiskt arbete,Kristinehamn,insatser,73
Pedagogiskt arbete,Kristinehamn,samverkan,64
Pedagogiskt arbete,Kristinehamn,läroplaner,55
Pedagogiskt arbete,Kristinehamn,ungdomar,48
"Försäljning, inköp, marknadsföring",Tanum,försäljning,20
"Försäljning, inköp, marknadsföring",Tanum,butik,19
"Försäljning, inköp, marknadsföring",Tanum,svenska,9
"Försäljning, inköp, marknadsföring",Tanum,engelska,8
"Försäljning, inköp, marknadsföring",Tanum,mat,5
"Försäljning, inköp, marknadsföring",Tanum,körkort,4
"Försäljning, inköp, marknadsföring",Tanum,restaurang,3
"Försäljning, inköp, marknadsföring",Tanum,kassaarbete,3
"Försäljning, inköp, marknadsföring",Tanum,kollektivavtal,3
"Försäljning, inköp, marknadsföring",Tanum,butikserfarenhet,3
Hälso- och sjukvård,Kinda,körkort,26
Hälso- och sjukvård,Kinda,svenska,14
Hälso- och sjukvård,Kinda,hemtjänst,12
Hälso- och sjukvård,Kinda,hemsjukvård,11
Hälso- och sjukvård,Kinda,dokumentationsvana,11
Hälso- och sjukvård,Kinda,äldreboende,10
Hälso- och sjukvård,Kinda,lss,10
Hälso- och sjukvård,Kinda,datorvana,10
Hälso- och sjukvård,Kinda,vårdcentral,9
Hälso- och sjukvård,Kinda,verksamhetsområden,9
"Administration, ekonomi, juridik",Laxå,svenska,3
"Administration, ekonomi, juridik",Laxå,arbetsgivardeklarationer,2
"Administration, ekonomi, juridik",Laxå,personalansvar,2
"Administration, ekonomi, juridik",Laxå,arbetsmiljö,2
"Administration, ekonomi, juridik",Laxå,personalstatistik,2
"Administration, ekonomi, juridik",Laxå,arbetsrätt,2
"Administration, ekonomi, juridik",Laxå,material,2
"Administration, ekonomi, juridik",Laxå,lönebildning,2
"Administration, ekonomi, juridik",Laxå,engelska,2
"Administration, ekonomi, juridik",Laxå,turistbuss,2
Socialt arbete,Gällivare,barn,40
Socialt arbete,Gällivare,styrdokument,23
Socialt arbete,Gällivare,reflektion,22
Socialt arbete,Gällivare,verktyg,22
Socialt arbete,Gällivare,svenska,22
Socialt arbete,Gällivare,omsorg,20
Socialt arbete,Gällivare,kamera,19
Socialt arbete,Gällivare,grundläggande datakunskaper,19
Socialt arbete,Gällivare,myndighetsutövning,15
Socialt arbete,Gällivare,handläggning,15
Data/IT,Karlshamn,svenska,42
Data/IT,Karlshamn,engelska,39
Data/IT,Karlshamn,språkkunskaper,32
Data/IT,Karlshamn,innovation,32
Data/IT,Karlshamn,c++,31
Data/IT,Karlshamn,embedded system,24
Data/IT,Karlshamn,elektronik,21
Data/IT,Karlshamn,systemutveckling,19
Data/IT,Karlshamn,kommunikation,18
Data/IT,Karlshamn,programmeringsspråk,18
Chefer och verksamhetsledare,Gällivare,högskoleutbildning,26
Chefer och verksamhetsledare,Gällivare,arbetsmiljö,25
Chefer och verksamhetsledare,Gällivare,körkort,25
Chefer och verksamhetsledare,Gällivare,ekonomi,18
Chefer och verksamhetsledare,Gällivare,ledarskap,16
Chefer och verksamhetsledare,Gällivare,personalansvar,11
Chefer och verksamhetsledare,Gällivare,sjukvård,10
Chefer och verksamhetsledare,Gällivare,arbetsledning,9
Chefer och verksamhetsledare,Gällivare,helhetsansvar,8
Chefer och verksamhetsledare,Gällivare,universitetsutbildning,8
Pedagogiskt arbete,Hammarö,samverkan,38
Pedagogiskt arbete,Hammarö,insatser,31
Pedagogiskt arbete,Hammarö,förskola,29
Pedagogiskt arbete,Hammarö,lärarutbildning,28
Pedagogiskt arbete,Hammarö,förskollärarutbildning,28
Pedagogiskt arbete,Hammarö,barn,23
Pedagogiskt arbete,Hammarö,förskollärarlegitimation,16
Pedagogiskt arbete,Hammarö,styrdokument,15
Pedagogiskt arbete,Hammarö,pedagogisk dokumentation,14
Pedagogiskt arbete,Hammarö,miljö,13
Hälso- och sjukvård,Gällivare,undersköterskeutbildning,47
Hälso- och sjukvård,Gällivare,samiska,46
Hälso- och sjukvård,Gällivare,meänkieli,46
Hälso- och sjukvård,Gällivare,finska,46
Hälso- och sjukvård,Gällivare,omvårdnadsprogram,43
Hälso- och sjukvård,Gällivare,sjukvård,41
Hälso- och sjukvård,Gällivare,svenska,34
Hälso- och sjukvård,Gällivare,omvårdnad,32
Hälso- och sjukvård,Gällivare,omsorg,31
Hälso- och sjukvård,Gällivare,insatser,23
"Installation, drift, underhåll",Kristianstad,körkort,87
"Installation, drift, underhåll",Kristianstad,reparation,78
"Installation, drift, underhåll",Kristianstad,el,69
"Installation, drift, underhåll",Kristianstad,felsökning,54
"Installation, drift, underhåll",Kristianstad,engelska,47
"Installation, drift, underhåll",Kristianstad,svenska,43
"Installation, drift, underhåll",Kristianstad,hydraulik,40
"Installation, drift, underhåll",Kristianstad,utrustning,32
"Installation, drift, underhåll",Kristianstad,anläggning,31
"Installation, drift, underhåll",Kristianstad,mekanik,28
Hälso- och sjukvård,Härjedalen,körkort,51
Hälso- och sjukvård,Härjedalen,gymnasium,48
Hälso- och sjukvård,Härjedalen,datorvana,41
Hälso- och sjukvård,Härjedalen,äldreboende,40
Hälso- och sjukvård,Härjedalen,äldreomsorg,40
Hälso- och sjukvård,Härjedalen,undersköterskeutbildning,37
Hälso- och sjukvård,Härjedalen,omvårdnad,36
Hälso- och sjukvård,Härjedalen,hsl,32
Hälso- och sjukvård,Härjedalen,genomförandeplaner,29
Hälso- och sjukvård,Härjedalen,högskola,22
"Hotell, restaurang, storhushåll",Boxholm,kök,24
"Hotell, restaurang, storhushåll",Boxholm,egenkontroll,19
"Hotell, restaurang, storhushåll",Boxholm,dokumentation,18
"Hotell, restaurang, storhushåll",Boxholm,storkök,17
"Hotell, restaurang, storhushåll",Boxholm,specialkost,17
"Hotell, restaurang, storhushåll",Boxholm,restaurang,16
"Hotell, restaurang, storhushåll",Boxholm,beställningar,13
"Hotell, restaurang, storhushåll",Boxholm,städning,13
"Hotell, restaurang, storhushåll",Boxholm,matlagning,11
"Hotell, restaurang, storhushåll",Boxholm,mat,10
Tekniskt arbete,Karlstad,svenska,261
Tekniskt arbete,Karlstad,engelska,230
Tekniskt arbete,Karlstad,körkort,131
Tekniskt arbete,Karlstad,industri,98
Tekniskt arbete,Karlstad,automation,80
Tekniskt arbete,Karlstad,el,77
Tekniskt arbete,Karlstad,arbetslivserfarenhet,68
Tekniskt arbete,Karlstad,teknik,57
Tekniskt arbete,Karlstad,konstruktion,53
Tekniskt arbete,Karlstad,projektledning,51
Säkerhetsarbete,Söderhamn,svenska,10
Säkerhetsarbete,Söderhamn,körkort,9
Säkerhetsarbete,Söderhamn,lämplighetstest,8
Säkerhetsarbete,Söderhamn,privatekonomi,8
Säkerhetsarbete,Söderhamn,bilkörning,8
Säkerhetsarbete,Söderhamn,teknik,7
Säkerhetsarbete,Söderhamn,anläggning,7
Säkerhetsarbete,Söderhamn,kollektivavtal,6
Säkerhetsarbete,Söderhamn,engelska,3
Säkerhetsarbete,Söderhamn,hlr,1
Hälso- och sjukvård,Norrtälje,körkort,76
Hälso- och sjukvård,Norrtälje,svenska,58
Hälso- och sjukvård,Norrtälje,omvårdnad,39
Hälso- och sjukvård,Norrtälje,dokumentation,38
Hälso- och sjukvård,Norrtälje,sjukvård,34
Hälso- och sjukvård,Norrtälje,äldreomsorg,33
Hälso- och sjukvård,Norrtälje,datorvana,31
Hälso- och sjukvård,Norrtälje,samverkan,30
Hälso- och sjukvård,Norrtälje,behandling,29
Hälso- och sjukvård,Norrtälje,undersköterskeutbildning,25
"Hotell, restaurang, storhushåll",Oskarshamn,servering,10
"Hotell, restaurang, storhushåll",Oskarshamn,svenska,8
"Hotell, restaurang, storhushåll",Oskarshamn,restaurang,7
"Hotell, restaurang, storhushåll",Oskarshamn,mat,7
"Hotell, restaurang, storhushåll",Oskarshamn,kök,6
"Hotell, restaurang, storhushåll",Oskarshamn,introduktionsutbildning,5
"Hotell, restaurang, storhushåll",Oskarshamn,kassa,5
"Hotell, restaurang, storhushåll",Oskarshamn,matsal,5
"Hotell, restaurang, storhushåll",Oskarshamn,matlagning,5
"Hotell, restaurang, storhushåll",Oskarshamn,storkök,5
Socialt arbete,Sigtuna,körkort,50
Socialt arbete,Sigtuna,myndighetsutövning,45
Socialt arbete,Sigtuna,svenska,34
Socialt arbete,Sigtuna,missbruk,32
Socialt arbete,Sigtuna,barn,32
Socialt arbete,Sigtuna,omsorg,30
Socialt arbete,Sigtuna,sjukvård,28
Socialt arbete,Sigtuna,socialpsykiatri,28
Socialt arbete,Sigtuna,äldreomsorg,27
Socialt arbete,Sigtuna,lss,27
Hälso- och sjukvård,Gnosjö,körkort,25
Hälso- och sjukvård,Gnosjö,äldreboende,15
Hälso- och sjukvård,Gnosjö,hemtjänst,12
Hälso- och sjukvård,Gnosjö,undersköterskeutbildning,11
Hälso- och sjukvård,Gnosjö,omvårdnadsarbete,9
Hälso- och sjukvård,Gnosjö,hemsjukvård,9
Hälso- och sjukvård,Gnosjö,undersköterskeuppgifter,7
Hälso- och sjukvård,Gnosjö,särskilt boende,7
Hälso- och sjukvård,Gnosjö,barn,7
Hälso- och sjukvård,Gnosjö,apotek,6
"Hotell, restaurang, storhushåll",Kiruna,restaurang,45
"Hotell, restaurang, storhushåll",Kiruna,servering,35
"Hotell, restaurang, storhushåll",Kiruna,mat,32
"Hotell, restaurang, storhushåll",Kiruna,kök,26
"Hotell, restaurang, storhushåll",Kiruna,specialkost,23
"Hotell, restaurang, storhushåll",Kiruna,tillagning,22
"Hotell, restaurang, storhushåll",Kiruna,engelska,21
"Hotell, restaurang, storhushåll",Kiruna,svenska,21
"Hotell, restaurang, storhushåll",Kiruna,matlagning,19
"Hotell, restaurang, storhushåll",Kiruna,hotell,19
Chefer och verksamhetsledare,Nacka,personalansvar,45
Chefer och verksamhetsledare,Nacka,ledarskap,41
Chefer och verksamhetsledare,Nacka,svenska,36
Chefer och verksamhetsledare,Nacka,ekonomi,31
Chefer och verksamhetsledare,Nacka,högskoleutbildning,23
Chefer och verksamhetsledare,Nacka,försäljning,21
Chefer och verksamhetsledare,Nacka,rektorsutbildning,17
Chefer och verksamhetsledare,Nacka,kommunikation,17
Chefer och verksamhetsledare,Nacka,digitalisering,16
Chefer och verksamhetsledare,Nacka,engelska,15
Tekniskt arbete,Borlänge,svenska,138
Tekniskt arbete,Borlänge,körkort,97
Tekniskt arbete,Borlänge,engelska,76
Tekniskt arbete,Borlänge,högskoleutbildning,54
Tekniskt arbete,Borlänge,järnväg,53
Tekniskt arbete,Borlänge,högskoleexamen,42
Tekniskt arbete,Borlänge,teknikområden,37
Tekniskt arbete,Borlänge,universitetsexamen,35
Tekniskt arbete,Borlänge,förhandling,33
Tekniskt arbete,Borlänge,investeringsprojekt,31
Hälso- och sjukvård,Hagfors,körkort,21
Hälso- och sjukvård,Hagfors,äldreboende,15
Hälso- och sjukvård,Hagfors,utvecklingsarbete,9
Hälso- och sjukvård,Hagfors,hemtjänst,9
Hälso- och sjukvård,Hagfors,specialistutbildning,6
Hälso- och sjukvård,Hagfors,lss,6
Hälso- och sjukvård,Hagfors,samverkan,6
Hälso- och sjukvård,Hagfors,mottagningsarbete,5
Hälso- och sjukvård,Hagfors,sjukvård,5
Hälso- och sjukvård,Hagfors,tv,5
"Administration, ekonomi, juridik",Enköping,svenska,38
"Administration, ekonomi, juridik",Enköping,körkort,35
"Administration, ekonomi, juridik",Enköping,personuppgifter,31
"Administration, ekonomi, juridik",Enköping,engelska,24
"Administration, ekonomi, juridik",Enköping,registerkontroll,21
"Administration, ekonomi, juridik",Enköping,svenskt medborgarskap,21
"Administration, ekonomi, juridik",Enköping,säkerhetsprövning,21
"Administration, ekonomi, juridik",Enköping,microsoft office,16
"Administration, ekonomi, juridik",Enköping,försvarsmakten,16
"Administration, ekonomi, juridik",Enköping,högskoleutbildning,12
Hälso- och sjukvård,Götene,primärvård,65
Hälso- och sjukvård,Götene,mottagningsarbete,36
Hälso- och sjukvård,Götene,telefonrådgivning,34
Hälso- och sjukvård,Götene,behandling,31
Hälso- och sjukvård,Götene,svenska,25
Hälso- och sjukvård,Götene,körkort,18
Hälso- och sjukvård,Götene,sjukvård,17
Hälso- och sjukvård,Götene,mottagning,17
Hälso- och sjukvård,Götene,vårdcentral,11
Hälso- och sjukvård,Götene,insatser,9
Transport,Lund,mat,112
Transport,Lund,ykb,67
Transport,Lund,kläder,44
Transport,Lund,renhållningsbil,34
Transport,Lund,registrering,34
Transport,Lund,c-kort,34
Transport,Lund,hushållsavfall,31
Transport,Lund,körkort,30
Transport,Lund,transport,28
Transport,Lund,svenska,23
Hälso- och sjukvård,Surahammar,geriatrik,5
Hälso- och sjukvård,Surahammar,vård av äldre,5
Hälso- och sjukvård,Surahammar,datorvana,4
Hälso- och sjukvård,Surahammar,körkort,3
Hälso- och sjukvård,Surahammar,delegering,3
Hälso- och sjukvård,Surahammar,sjukvård,3
Hälso- och sjukvård,Surahammar,hälsoarbete,3
Hälso- och sjukvård,Surahammar,omvårdnadsarbete,3
Hälso- och sjukvård,Surahammar,vårddokumentation,3
Hälso- och sjukvård,Surahammar,genomförandeplaner,3
Chefer och verksamhetsledare,Kalmar,engelska,46
Chefer och verksamhetsledare,Kalmar,ledarskap,46
Chefer och verksamhetsledare,Kalmar,svenska,44
Chefer och verksamhetsledare,Kalmar,personalansvar,43
Chefer och verksamhetsledare,Kalmar,körkort,36
Chefer och verksamhetsledare,Kalmar,ekonomi,31
Chefer och verksamhetsledare,Kalmar,arbetsmiljö,29
Chefer och verksamhetsledare,Kalmar,högskoleutbildning,24
Chefer och verksamhetsledare,Kalmar,sjukvård,23
Chefer och verksamhetsledare,Kalmar,budget,23
Hälso- och sjukvård,Köping,svenska,34
Hälso- och sjukvård,Köping,rekryteringstjänster,28
Hälso- och sjukvård,Köping,körkort,27
Hälso- och sjukvård,Köping,sjukvård,23
Hälso- och sjukvård,Köping,insatser,23
Hälso- och sjukvård,Köping,primärvård,20
Hälso- och sjukvård,Köping,vårdcentral,19
Hälso- och sjukvård,Köping,cosmic,18
Hälso- och sjukvård,Köping,vidareutbildning,16
Hälso- och sjukvård,Köping,dokumentation,16
Chefer och verksamhetsledare,Vårgårda,svenska,15
Chefer och verksamhetsledare,Vårgårda,ledarskap,12
Chefer och verksamhetsledare,Vårgårda,engelska,12
Chefer och verksamhetsledare,Vårgårda,högskoleutbildning,12
Chefer och verksamhetsledare,Vårgårda,budget,11
Chefer och verksamhetsledare,Vårgårda,excel,9
Chefer och verksamhetsledare,Vårgårda,ekonomi,8
Chefer och verksamhetsledare,Vårgårda,microsoft office,6
Chefer och verksamhetsledare,Vårgårda,budgetering,6
Chefer och verksamhetsledare,Vårgårda,personalansvar,6
Bygg och anläggning,Kalmar,körkort,167
Bygg och anläggning,Kalmar,svenska,111
Bygg och anläggning,Kalmar,anläggning,28
Bygg och anläggning,Kalmar,anläggningsarbeten,25
Bygg och anläggning,Kalmar,yrkesbevis,23
Bygg och anläggning,Kalmar,el,22
Bygg och anläggning,Kalmar,certifikat,21
Bygg och anläggning,Kalmar,egen bil,21
Bygg och anläggning,Kalmar,datorvana,19
Bygg och anläggning,Kalmar,grävmaskin,18
"Försäljning, inköp, marknadsföring",Norrtälje,försäljning,24
"Försäljning, inköp, marknadsföring",Norrtälje,sales,15
"Försäljning, inköp, marknadsföring",Norrtälje,svenska,13
"Försäljning, inköp, marknadsföring",Norrtälje,photography,13
"Försäljning, inköp, marknadsföring",Norrtälje,graphic design,13
"Försäljning, inköp, marknadsföring",Norrtälje,media,13
"Försäljning, inköp, marknadsföring",Norrtälje,butik,11
"Försäljning, inköp, marknadsföring",Norrtälje,microsoft office,10
"Försäljning, inköp, marknadsföring",Norrtälje,varuplock,9
"Försäljning, inköp, marknadsföring",Norrtälje,kassaarbete,9
"Installation, drift, underhåll",Eskilstuna,körkort,322
"Installation, drift, underhåll",Eskilstuna,reparation,226
"Installation, drift, underhåll",Eskilstuna,hydraulik,193
"Installation, drift, underhåll",Eskilstuna,svenska,183
"Installation, drift, underhåll",Eskilstuna,el,168
"Installation, drift, underhåll",Eskilstuna,tunga fordon,144
"Installation, drift, underhåll",Eskilstuna,engelska,134
"Installation, drift, underhåll",Eskilstuna,felsökning,113
"Installation, drift, underhåll",Eskilstuna,datorvana,113
"Installation, drift, underhåll",Eskilstuna,teknik,92
Pedagogiskt arbete,Huddinge,undervisning,261
Pedagogiskt arbete,Huddinge,svenska,255
Pedagogiskt arbete,Huddinge,ledarskap,192
Pedagogiskt arbete,Huddinge,forskning,174
Pedagogiskt arbete,Huddinge,skolledning,152
Pedagogiskt arbete,Huddinge,arbetsmiljö,148
Pedagogiskt arbete,Huddinge,analys,129
Pedagogiskt arbete,Huddinge,ämneskunskaper,128
Pedagogiskt arbete,Huddinge,reflektion,128
Pedagogiskt arbete,Huddinge,kunskapsutveckling,120
Socialt arbete,Partille,barn,38
Socialt arbete,Partille,svenska,29
Socialt arbete,Partille,körkort,26
Socialt arbete,Partille,social dokumentation,20
Socialt arbete,Partille,matlagning,19
Socialt arbete,Partille,myndighetsutövning,15
Socialt arbete,Partille,barns lärande,15
Socialt arbete,Partille,autism,15
Socialt arbete,Partille,förskola,14
Socialt arbete,Partille,genomförandeplaner,14
"Kultur, media, design",Timrå,barn,1
"Kultur, media, design",Timrå,musik,1
"Kultur, media, design",Timrå,biblioteksvetenskap,1
"Kultur, media, design",Timrå,bokuppsättning,1
Sanering och renhållning,Stenungsund,hemstädning,13
Sanering och renhållning,Stenungsund,hemservice,13
Sanering och renhållning,Stenungsund,svenska,9
Sanering och renhållning,Stenungsund,engelska,4
Sanering och renhållning,Stenungsund,lokalvård,4
Sanering och renhållning,Stenungsund,körkort,3
Sanering och renhållning,Stenungsund,personec,3
Sanering och renhållning,Stenungsund,bild,3
Sanering och renhållning,Stenungsund,data,3
Sanering och renhållning,Stenungsund,tvätt,2
Sanering och renhållning,Tyresö,körkort,39
Sanering och renhållning,Tyresö,tunga lyft,35
Sanering och renhållning,Tyresö,fysik,35
Sanering och renhållning,Tyresö,vattenskador,28
Sanering och renhållning,Tyresö,barn,26
Sanering och renhållning,Tyresö,svenska,11
Sanering och renhållning,Tyresö,barnpassning,9
Sanering och renhållning,Tyresö,klottersanering,7
Sanering och renhållning,Tyresö,engelska,7
Sanering och renhållning,Tyresö,städning,6
"Installation, drift, underhåll",Karlshamn,körkort,18
"Installation, drift, underhåll",Karlshamn,el,14
"Installation, drift, underhåll",Karlshamn,gymnasieutbildning,14
"Installation, drift, underhåll",Karlshamn,reparation,10
"Installation, drift, underhåll",Karlshamn,svenska,10
"Installation, drift, underhåll",Karlshamn,kontroll,9
"Installation, drift, underhåll",Karlshamn,felsökning,8
"Installation, drift, underhåll",Karlshamn,drifting,7
"Installation, drift, underhåll",Karlshamn,förebyggande underhåll,7
"Installation, drift, underhåll",Karlshamn,processindustrin,7
"Installation, drift, underhåll",Älvkarleby,körkort,2
"Installation, drift, underhåll",Älvkarleby,skötsel,1
"Installation, drift, underhåll",Älvkarleby,gymnasium,1
"Installation, drift, underhåll",Älvkarleby,god fysik,1
"Installation, drift, underhåll",Älvkarleby,reparationsarbeten,1
"Installation, drift, underhåll",Älvkarleby,svenska,1
"Installation, drift, underhåll",Älvkarleby,renhållning,1
"Installation, drift, underhåll",Älvkarleby,snöröjning,1
"Installation, drift, underhåll",Älvkarleby,plc-system,1
"Installation, drift, underhåll",Älvkarleby,reparation,1
Bygg och anläggning,Strängnäs,körkort,8
Bygg och anläggning,Strängnäs,svenska,6
Bygg och anläggning,Strängnäs,engelska,4
Bygg och anläggning,Strängnäs,montering,4
Bygg och anläggning,Strängnäs,yrkesförarbevis,3
Bygg och anläggning,Strängnäs,enklare reparationer,3
Bygg och anläggning,Strängnäs,grävmaskin,3
Bygg och anläggning,Strängnäs,ventilationssystem,3
Bygg och anläggning,Strängnäs,problemlösning,3
Bygg och anläggning,Strängnäs,tekniska lösningar,3
"Installation, drift, underhåll",Hässleholm,körkort,19
"Installation, drift, underhåll",Hässleholm,drifting,11
"Installation, drift, underhåll",Hässleholm,el,10
"Installation, drift, underhåll",Hässleholm,reparation,10
"Installation, drift, underhåll",Hässleholm,fastigheter,9
"Installation, drift, underhåll",Hässleholm,gymnasieutbildning,9
"Installation, drift, underhåll",Hässleholm,felsökning,9
"Installation, drift, underhåll",Hässleholm,svenska,8
"Installation, drift, underhåll",Hässleholm,strandvård,8
"Installation, drift, underhåll",Hässleholm,projektledning,8
Sanering och renhållning,Helsingborg,körkort,45
Sanering och renhållning,Helsingborg,svenska,44
Sanering och renhållning,Helsingborg,städning,33
Sanering och renhållning,Helsingborg,barn,28
Sanering och renhållning,Helsingborg,hemstädning,19
Sanering och renhållning,Helsingborg,egen bil,16
Sanering och renhållning,Helsingborg,golvvård,15
Sanering och renhållning,Helsingborg,fönsterputsning,13
Sanering och renhållning,Helsingborg,flyttstädning,13
Sanering och renhållning,Helsingborg,skriva på svenska,12
Sanering och renhållning,Sundsvall,barn,23
Sanering och renhållning,Sundsvall,körkort,19
Sanering och renhållning,Sundsvall,egen bil,12
Sanering och renhållning,Sundsvall,svenska,9
Sanering och renhållning,Sundsvall,städning,9
Sanering och renhållning,Sundsvall,lokalvård,8
Sanering och renhållning,Sundsvall,grundutbildning,5
Sanering och renhållning,Sundsvall,engelska,4
Sanering och renhållning,Sundsvall,gymnasieutbildning,4
Sanering och renhållning,Sundsvall,drifting,3
Hälso- och sjukvård,Eslöv,körkort,54
Hälso- och sjukvård,Eslöv,sjukvård,44
Hälso- och sjukvård,Eslöv,svenska,28
Hälso- och sjukvård,Eslöv,dokumentation,25
Hälso- och sjukvård,Eslöv,äldreboende,23
Hälso- och sjukvård,Eslöv,datorvana,22
Hälso- och sjukvård,Eslöv,omsorg,20
Hälso- och sjukvård,Eslöv,hemvård,19
Hälso- och sjukvård,Eslöv,sjuksköterskeuppgifter,17
Hälso- och sjukvård,Eslöv,omvårdnad,14
"Hotell, restaurang, storhushåll",Älvdalen,mat,16
"Hotell, restaurang, storhushåll",Älvdalen,dryck,9
"Hotell, restaurang, storhushåll",Älvdalen,matlagning,8
"Hotell, restaurang, storhushåll",Älvdalen,haccp,7
"Hotell, restaurang, storhushåll",Älvdalen,yrkesvana,7
"Hotell, restaurang, storhushåll",Älvdalen,baka,7
"Hotell, restaurang, storhushåll",Älvdalen,specialkost,7
"Hotell, restaurang, storhushåll",Älvdalen,restaurang,7
"Hotell, restaurang, storhushåll",Älvdalen,engelska,6
"Hotell, restaurang, storhushåll",Älvdalen,svenska,6
Sanering och renhållning,Växjö,körkort,89
Sanering och renhållning,Växjö,svenska,87
Sanering och renhållning,Växjö,lokalvård,38
Sanering och renhållning,Växjö,städning,37
Sanering och renhållning,Växjö,hemstädning,32
Sanering och renhållning,Växjö,barn,27
Sanering och renhållning,Växjö,städbranschen,23
Sanering och renhållning,Växjö,kontorsstädning,22
Sanering och renhållning,Växjö,fastigheter,20
Sanering och renhållning,Växjö,material,19
Transport,Södertälje,svenska,141
Transport,Södertälje,körkort,110
Transport,Södertälje,truckkort,94
Transport,Södertälje,truckkörning,60
Transport,Södertälje,engelska,53
Transport,Södertälje,lager,53
Transport,Södertälje,gmp,40
Transport,Södertälje,lean,34
Transport,Södertälje,ykb,33
Transport,Södertälje,taxiförarlegitimation,32
"Installation, drift, underhåll",Sandviken,körkort,39
"Installation, drift, underhåll",Sandviken,svenska,35
"Installation, drift, underhåll",Sandviken,engelska,29
"Installation, drift, underhåll",Sandviken,säkerhet,19
"Installation, drift, underhåll",Sandviken,datorvana,19
"Installation, drift, underhåll",Sandviken,gymnasieutbildning,19
"Installation, drift, underhåll",Sandviken,miljö,17
"Installation, drift, underhåll",Sandviken,anläggning,15
"Installation, drift, underhåll",Sandviken,underhållsarbete,15
"Installation, drift, underhåll",Sandviken,reparation,13
"Hotell, restaurang, storhushåll",Eskilstuna,svenska,47
"Hotell, restaurang, storhushåll",Eskilstuna,mat,31
"Hotell, restaurang, storhushåll",Eskilstuna,restaurang,27
"Hotell, restaurang, storhushåll",Eskilstuna,servering,24
"Hotell, restaurang, storhushåll",Eskilstuna,matlagning,23
"Hotell, restaurang, storhushåll",Eskilstuna,kök,22
"Hotell, restaurang, storhushåll",Eskilstuna,tillagning,20
"Hotell, restaurang, storhushåll",Eskilstuna,kassa,19
"Hotell, restaurang, storhushåll",Eskilstuna,hamburgare,15
"Hotell, restaurang, storhushåll",Eskilstuna,specialkost,14
Bygg och anläggning,Lund,körkort,62
Bygg och anläggning,Lund,svenska,35
Bygg och anläggning,Lund,ritningsläsning,27
Bygg och anläggning,Lund,engelska,16
Bygg och anläggning,Lund,anläggningsarbeten,14
Bygg och anläggning,Lund,anläggning,13
Bygg och anläggning,Lund,byggnation,12
Bygg och anläggning,Lund,yrkesbevis,12
Bygg och anläggning,Lund,arbetsmiljö,12
Bygg och anläggning,Lund,plåtarbeten,11
"Administration, ekonomi, juridik",Nora,löneadministration,3
"Administration, ekonomi, juridik",Nora,eftergymnasial utbildning,3
